delete_reason,batch,Final label,Confidence,Keywords
date akan ditutup,batch : 22 of 48 row: 10,alasan_DATE,95%,"DATE ditutup, kelompok tutup, DATE"
date akan ditutup,batch : 23 of 48 row: 1,alasan_DATE,85%,"date ditutup, kelompok DATE, perubahan"
date akan ditutup,batch : 23 of 48 row: 2,alasan_DATE,85%,"date ditutup, kelompok DATE, perubahan"
date akan ditutup,batch : 23 of 48 row: 3,alasan_DATE,85%,"date ditutup, kelompok DATE, perubahan"
pindah ke date lain karena waktunya lebih sesuai dan sudah mendaftar dgn email lain,batch : 23 of 48 row: 4,alasan_DATE,90%,"pindah DATE, waktu sesuai, mendaftar"
CT/DM pindah ke negara lain (US) sejak Maret 2024. Thankyou,batch : 23 of 48 row: 5,lokasi,95%,"pindah negara, US, relokasi"
Pindah negara,batch : 23 of 48 row: 6,lokasi,90%,"pindah negara, relokasi, geografis"
double data,batch : 23 of 48 row: 7,Admin,95%,"double data, kesalahan administratif, duplikat"
Suwanto udah berpulang ke rumah Bapa,batch : 23 of 48 row: 8,others,90%,"berpulang, wafat, rumah Bapa"
CT sudah naik jadi DL,batch : 23 of 48 row: 9,Admin,85%,"naik jadi DL, promosi, perubahan data"
DL sudah ada,batch : 23 of 48 row: 10,Admin,80%,"DL sudah ada, duplikat, kesalahan data"
date leader dalam proses pengunduran diri,batch : 24 of 48 row: 1,alasan_DATE,85%,"date leader, pengunduran diri"
date leader dalam proses pengunduran diri,batch : 24 of 48 row: 2,alasan_DATE,85%,"date leader, pengunduran diri"
ada 2 akun jadi 1 akun di remove,batch : 24 of 48 row: 3,Admin,90%,"duplikasi akun, remove"
harus masuk probation dulu,batch : 24 of 48 row: 4,Admin,85%,"probation, administratif"
Meninggal dunia,batch : 24 of 48 row: 5,others,95%,"meninggal, wafat"
memilih ikut pelayanan di gereja lama bersama istri,batch : 24 of 48 row: 6,tertanam_di_gereja_lain,90%,"gereja lain, pelayanan"
Pindahaa ke Date lain,batch : 24 of 48 row: 7,alasan_DATE,80%,"pindah date, transfer"
perpindahan date member untuk proses pengunduran diri DATE Leader,batch : 24 of 48 row: 8,alasan_DATE,85%,"perpindahan date, pengunduran diri"
pindah ke date couple namun tdk bs transfer krn date tujuan tdk ditemukan di app,batch : 24 of 48 row: 9,Admin,75%,"transfer gagal, date tidak ditemukan"
pindah ke date couple namun tdkb bs transfer krn date tujuan tdk ditemukan di app,batch : 24 of 48 row: 10,Admin,75%,"transfer gagal, date tidak ditemukan"
"mau pindah ke date lain karena masalah tempat tinggal , mencari yg lebih dekat",batch : 25 of 48 row: 1,alasan_DATE,75%,"pindah DATE, tempat tinggal, lebih dekat"
Fokus karir dahulu dan pindah rumah ke JGC Jakarta Timur,batch : 25 of 48 row: 2,perbedaan_musim_kehidupan,85%,"fokus karir, pindah rumah, perubahan fase"
memilih untuk gereja ditempat lain,batch : 25 of 48 row: 3,tertanam_di_gereja_lain,90%,"gereja lain, memilih, tempat lain"
DM ingin DATE offline,batch : 25 of 48 row: 4,alasan_DATE,80%,"DATE offline, DM, preferensi DATE"
mau pindah ke date lain,batch : 25 of 48 row: 5,alasan_DATE,70%,"pindah DATE, alasan tidak spesifik"
mau pindah ke date lain,batch : 25 of 48 row: 6,alasan_DATE,70%,"pindah DATE, alasan tidak spesifik"
Pindah ke date istri,batch : 25 of 48 row: 7,alasan_DATE,75%,"pindah DATE, istri, keluarga"
Pindah kerja ke Surabaya,batch : 25 of 48 row: 8,lokasi,95%,"pindah kerja, Surabaya, relokasi"
human error. salah klik harusnya tetap sebagai new comer,batch : 25 of 48 row: 9,Admin,95%,"human error, salah klik, new comer"
Menikah dan pindah keluar kota,batch : 25 of 48 row: 10,perbedaan_musim_kehidupan,90%,"menikah, pindah keluar kota, perubahan fase"
tercatat double,batch : 26 of 48 row: 1,Admin,85%,"tercatat double, administrative error, duplicate"
"Sudah tidak pernah ikut DATE sejak Oct 2023 & tdk pernah di respons jg pas WA, cm di Read",batch : 26 of 48 row: 2,tidak_ada_respon,90%,"tidak respons, Read only, tidak ikut DATE"
Pindah ke luar kota,batch : 26 of 48 row: 3,lokasi,95%,"pindah, luar kota, relokasi"
sibuk magang dan jarang hadir,batch : 26 of 48 row: 4,waktu_tidak_sesuai,85%,"sibuk magang, jarang hadir, jadwal"
"Sudah setahun lebih tidak pernah join date, sudah pindah gereja.",batch : 26 of 48 row: 5,tertanam_di_gereja_lain,90%,"pindah gereja, tidak join DATE, gereja lain"
date member mutasi kerja ke sulawesi,batch : 26 of 48 row: 6,lokasi,90%,"mutasi kerja, Sulawesi, relokasi"
"tdk commit,suka berbohong dan tdk menghormati keberadaan DM lain",batch : 26 of 48 row: 7,others,80%,"tidak commit, berbohong, karakter"
"Florence dipanggil Tuhan pada hari Selasa, 20 Februari 2024 karena CA Servix. May she RIP ?",batch : 26 of 48 row: 8,others,95%,"wafat, meninggal, RIP"
mau ganti email,batch : 26 of 48 row: 9,Admin,90%,"ganti email, data change, administrative"
Bekerja di luar kota,batch : 26 of 48 row: 10,lokasi,85%,"bekerja luar kota, relokasi, pindah"
menyatakan mundur dari Date,batch : 27 of 48 row: 1,alasan_DATE,95%,"mundur, DATE, keputusan"
yang bersangkutan memutuskan untuk bertumbuh di gereja lain,batch : 27 of 48 row: 2,tertanam_di_gereja_lain,95%,"bertumbuh, gereja lain, memilih"
Almarhum meninggal dunia karena serangan jantung,batch : 27 of 48 row: 3,others,98%,"meninggal, serangan jantung, almarhum"
pindah ke gereja lain,batch : 27 of 48 row: 4,tertanam_di_gereja_lain,95%,"pindah, gereja lain, keputusan"
sudah meninggal di Oktober 2023 kemarin.,batch : 27 of 48 row: 5,others,98%,"meninggal, Oktober 2023, wafat"
pindah gereja krn anak tdk bisa sekolah minggu,batch : 27 of 48 row: 6,perbedaan_musim_kehidupan,85%,"pindah gereja, anak, sekolah minggu"
pindah gereja krn anak tdk bisa sekolah minggu,batch : 27 of 48 row: 7,perbedaan_musim_kehidupan,85%,"pindah gereja, anak, sekolah minggu"
saat ini kevin tidak dapat mengikuti date onsite karna masih bekerja di daerah gresik surabaya dan tidak dapat menghadiri date online karena pekerjaannya yang sering lembur.,batch : 27 of 48 row: 8,waktu_tidak_sesuai,90%,"bekerja, lembur, jadwal"
Mau coba cari date baru dengan orang2 yang 1 bidang pekerjaan.,batch : 27 of 48 row: 9,alasan_DATE,80%,"cari DATE baru, bidang pekerjaan, preferensi"
member jarang hadir date dan request untuk keluar dari date,batch : 27 of 48 row: 10,alasan_DATE,90%,"jarang hadir, keluar DATE, request"
Kepencet dan masih calon DM yg masih mau coba visit DATE lain,batch : 28 of 48 row: 1,alasan_DATE,85%,"calon DM, visit DATE lain, transfer"
Test,batch : 28 of 48 row: 2,others,95%,"test, unclear, insufficient"
mau ditransfer ke date lain,batch : 28 of 48 row: 3,alasan_DATE,90%,"transfer, DATE lain, pindah"
mau ditransfer ke date lain,batch : 28 of 48 row: 4,alasan_DATE,90%,"transfer, DATE lain, pindah"
"Joined DATE ternyata krn butuh surat keterangan berjemaat utk nikahnya. Setelah menikah, MIA. Di WA berkali2, hanya di Read, gak pernah dibalas.",batch : 28 of 48 row: 5,perbedaan_musim_kehidupan,88%,"menikah, MIA, surat keterangan"
"Selain tidak ada respon lagi, juga tidak pernah hadir lg di pertemuan onsite/online. Kmi berdoa dia tetap bisa bertumbuh di tmpt lain.",batch : 28 of 48 row: 6,tidak_ada_respon,92%,"tidak ada respon, tidak hadir, MIA"
kesibukan kerjaan dan belum bisa berkomitmen hadir,batch : 28 of 48 row: 7,waktu_tidak_sesuai,90%,"kesibukan kerja, komitmen, hadir"
kesibukan kerjaan dan belum bisa berkomitmen hadir,batch : 28 of 48 row: 8,waktu_tidak_sesuai,90%,"kesibukan kerja, komitmen, hadir"
entah mengapa ada 1 member dengan 2 akun disini dengan email yg sama,batch : 28 of 48 row: 9,Admin,88%,"2 akun, email sama, duplikat"
Already given chance within 2 months but she didnt show up in the given time.,batch : 28 of 48 row: 10,tidak_ada_respon,85%,"tidak show up, tidak hadir, chance"
already given chance to come within 2 months but he didnt show up.,batch : 29 of 48 row: 1,tidak_ada_respon,85%,"tidak show up, given chance, tidak hadir"
"DM sudah menikah, dan ingin mencari date married couple,. sudah saya bantu carikan tapi sepertinya kutang cocok dan DM ingin cari sendiri",batch : 29 of 48 row: 2,perbedaan_musim_kehidupan,90%,"sudah menikah, life phase change, married couple"
DL resign krn pindah ke LN,batch : 29 of 48 row: 3,lokasi,95%,"pindah ke LN, relokasi, luar negeri"
DL resign krn pindah ke LN,batch : 29 of 48 row: 4,lokasi,95%,"pindah ke LN, relokasi, luar negeri"
DL resign krn pindah ke LN,batch : 29 of 48 row: 5,lokasi,95%,"pindah ke LN, relokasi, luar negeri"
DL resign krn pindah ke LN,batch : 29 of 48 row: 6,lokasi,95%,"pindah ke LN, relokasi, luar negeri"
DL resign krn pindah ke LN,batch : 29 of 48 row: 7,lokasi,95%,"pindah ke LN, relokasi, luar negeri"
DL resign krn pindah ke LN,batch : 29 of 48 row: 8,lokasi,95%,"pindah ke LN, relokasi, luar negeri"
DL resign krn pindah ke LN,batch : 29 of 48 row: 9,lokasi,95%,"pindah ke LN, relokasi, luar negeri"
DL resign krn pindah ke LN,batch : 29 of 48 row: 10,lokasi,95%,"pindah ke LN, relokasi, luar negeri"
DL resign krn pindah ke LN,batch : 30 of 48 row: 1,lokasi,95%,"pindah, LN, resign"
Mau mencari date lain,batch : 30 of 48 row: 2,alasan_DATE,90%,"mencari, date lain"
Mau mencari date lain,batch : 30 of 48 row: 3,alasan_DATE,90%,"mencari, date lain"
Mau mencari date lain,batch : 30 of 48 row: 4,alasan_DATE,90%,"mencari, date lain"
double entry karena kesalahan alamat email,batch : 30 of 48 row: 5,Admin,95%,"double entry, kesalahan, email"
Mencari Date lain,batch : 30 of 48 row: 6,alasan_DATE,90%,"mencari, date lain"
pindah kota dan pindah gereja,batch : 30 of 48 row: 7,lokasi,95%,"pindah kota, pindah gereja"
akan pindah gereja lain karena persiapan pernikahan,batch : 30 of 48 row: 8,perbedaan_musim_kehidupan,90%,"pernikahan, pindah gereja"
salah alamat email,batch : 30 of 48 row: 9,Admin,95%,"salah, alamat email"
"ada date member sdh 2 thn join tp tdk bs join date di myjpcc krn sdh penuh, sementara spouse ini tdk pernah ikut date meeting",batch : 30 of 48 row: 10,alasan_DATE,85%,"date penuh, tidak bisa join"
"ada member yg sdh 2 thn join tdk bs join date krn penuh, sementara spouse ini tdk pernah ikut date meeting",batch : 31 of 48 row: 1,alasan_DATE,85%,"DATE penuh, spouse tidak ikut, 2 tahun"
ganti akun myjpcc,batch : 31 of 48 row: 2,Admin,90%,"ganti akun, myjpcc, administratif"
pindah Date,batch : 31 of 48 row: 3,alasan_DATE,95%,"pindah DATE, transfer group"
Memiliki perbedaan nilai dengan JPCC,batch : 31 of 48 row: 4,others,75%,"perbedaan nilai, tidak cocok, ambigu"
merasa kurang cocok,batch : 31 of 48 row: 5,others,80%,"kurang cocok, tidak jelas, vague"
menikah dan pindah negara,batch : 31 of 48 row: 6,perbedaan_musim_kehidupan,95%,"menikah, pindah negara, relokasi"
akan pindah ke date KG6. DL KG6 akan invite Venny,batch : 31 of 48 row: 7,alasan_DATE,90%,"pindah DATE KG6, transfer group"
mau pindah date yg lebi sesuai waktu & kebutuhan.,batch : 31 of 48 row: 8,waktu_tidak_sesuai,85%,"waktu tidak sesuai, kebutuhan, jadwal"
Meninggal Dunia karena sakit kanker.,batch : 31 of 48 row: 9,others,95%,"meninggal, sakit kanker, wafat"
"Ada habit pinjam uang dan sudah di kasih tapi terus terusan , akhirnya kami cari tau ke DL sebelumnya ternyata memang habit nya seperti itu dan di sarankan untuk di Cut saja",batch : 31 of 48 row: 10,others,80%,"pinjam uang, habit, cut/dikeluarkan"
mau di provide sebagai core team tetapi dia terlalu �rohani� sehingga ketika ada ketidakcocokan dia langsung mengundurkan diri tanpa may membuka ruang untuk berkomunikasi.,batch : 32 of 48 row: 1,alasan_DATE,75%,"ketidakcocokan, mengundurkan diri, komunikasi"
domisili pindah ke jawatimur,batch : 32 of 48 row: 2,lokasi,95%,"domisili pindah, jawatimur"
buat akun baru,batch : 32 of 48 row: 3,Admin,85%,"akun baru, administratif"
Pindah keluar kota,batch : 32 of 48 row: 4,lokasi,95%,pindah keluar kota
date akan ditutup dan member ingin mencari date lain,batch : 32 of 48 row: 5,alasan_DATE,90%,"DATE ditutup, mencari DATE lain"
Pindah ke Melbourne for good,batch : 32 of 48 row: 6,lokasi,95%,"Melbourne, luar negeri"
pindah dan menetap di luar negeri,batch : 32 of 48 row: 7,lokasi,95%,"luar negeri, menetap"
"Lokasi DATE pindah, dan yang bersangkutan memutuskan untuk mencoba DATE lain yang lebih memungkinkan untuk alasan lokasi",batch : 32 of 48 row: 8,alasan_DATE,90%,"lokasi DATE pindah, DATE lain"
lokasi date pindah dan yang bersangkutan memutuskan untuk mencoba DATE lain yang lebih dekat lokasiny dgn kantor/ tempat tinggal.,batch : 32 of 48 row: 9,alasan_DATE,90%,"lokasi DATE pindah, DATE lebih dekat"
Menikah & Pindah Ke Tasikmalaya ikut Suami,batch : 32 of 48 row: 10,perbedaan_musim_kehidupan,95%,"menikah, pindah, ikut suami"
Steffi dan Aldwin sudah keluar dari date dan mau mencari Date lain yang sesuai dengan waktu mereka,batch : 33 of 48 row: 1,alasan_DATE,85%,"keluar date, cari date lain, waktu"
Steffi dan Aldwin sudah keluar dari date dan mau mencari Date lain yang sesuai dengan waktu mereka,batch : 33 of 48 row: 2,alasan_DATE,85%,"keluar date, cari date lain, waktu"
pindah domisili,batch : 33 of 48 row: 3,lokasi,95%,"pindah domisili, relokasi"
pindah domisili,batch : 33 of 48 row: 4,lokasi,95%,"pindah domisili, relokasi"
Kembali ke Singapore,batch : 33 of 48 row: 5,lokasi,90%,"Singapore, pindah negara"
pindah date muara karang 8,batch : 33 of 48 row: 6,alasan_DATE,88%,"pindah date, muara karang"
berhalangan krn suami belum tertanam di gereja,batch : 33 of 48 row: 7,tertanam_di_gereja_lain,82%,"suami, tertanam gereja, berhalangan"
"DL resign, nomor DM tidak bisa dihubungi",batch : 33 of 48 row: 8,tidak_ada_respon,90%,"resign, tidak dihubungi, nomor tidak bisa"
DL dinonaktifkan. DM tidak merespon saat dikonfirmasi mau pindah date/bagaimana,batch : 33 of 48 row: 9,tidak_ada_respon,88%,"dinonaktifkan, tidak merespon, konfirmasi"
DL dinonaktifkan. DM bilang mau stop date dulu,batch : 33 of 48 row: 10,alasan_DATE,80%,"stop date, pindah date, dinonaktifkan"
pindah ke NTT,batch : 34 of 48 row: 1,lokasi,95%,"pindah, NTT, relokasi"
DL dinonaktifkan. DM tidak merespon saat dikonfirmasi mau pindah date/bagaimana,batch : 34 of 48 row: 2,tidak_ada_respon,85%,"tidak merespon, DM, konfirmasi"
sudah pindah luar jakarta,batch : 34 of 48 row: 3,lokasi,95%,"pindah, luar jakarta, relokasi"
DL dinonaktifkan. DM tidak merespon saat dikonfirmasi mau pindah date/bagaimana,batch : 34 of 48 row: 4,tidak_ada_respon,85%,"tidak merespon, DM, konfirmasi"
DL dinonaktifkan. DM tidak merespon saat dikonfirmasi mau pindah date/bagaimana,batch : 34 of 48 row: 5,tidak_ada_respon,85%,"tidak merespon, DM, konfirmasi"
Lokasi dan waktu yang tidak sesuai,batch : 34 of 48 row: 6,waktu_tidak_sesuai,90%,"waktu, lokasi, tidak sesuai"
Pindah ke luar kota untuk menetap di sana,batch : 34 of 48 row: 7,lokasi,95%,"pindah, luar kota, menetap"
Pindah ke luar kota untuk menetap di sana,batch : 34 of 48 row: 8,lokasi,95%,"pindah, luar kota, menetap"
Tidak bisa berkomitmen lagi di dalam Date,batch : 34 of 48 row: 9,alasan_DATE,90%,"komitmen, DATE, tidak bisa"
"Mengatakan bahwa pastor2 di jpcc hutang darah (yg artinya tidak selamat/binasa/masuk neraka). Dan mengatakan bahwa melakukan yoga adalah penyembahan berhala. Selalu mengatakan tentang kutuk, hukuman Tuhan, murka Tuhan, dan segala sesuatu yg tidak sesuai pendapat dia asalnya adalah dari iblis. Tertanam di yayasan mahanaim/bahtera ministry yg dimiliki oleh iin cipto",batch : 34 of 48 row: 10,tertanam_di_gereja_lain,85%,"tertanam, yayasan mahanaim, bahtera ministry"
"Mengatakan bahwa pastor2 di jpcc hutang darah (yg artinya tidak selamat/binasa/masuk neraka). Dan mengatakan bahwa melakukan yoga adalah penyembahan berhala. Selalu mengatakan tentang kutuk, hukuman Tuhan, murka Tuhan, dan segala sesuatu yg tidak sesuai pendapat dia asalnya adalah dari iblis. Tertanam di yayasan mahanaim/bahtera ministry yg dimiliki oleh iin cipto",batch : 35 of 48 row: 1,tertanam_di_gereja_lain,85%,"tertanam di yayasan lain, mahanaim, pindah gereja"
pindah kota,batch : 35 of 48 row: 2,lokasi,95%,"pindah kota, relokasi"
Pindah kota,batch : 35 of 48 row: 3,lokasi,95%,"pindah kota, relokasi"
tidak mau berkomitmen lagi dan mencoba pindah ke Date lain,batch : 35 of 48 row: 4,alasan_DATE,90%,"tidak berkomitmen, pindah DATE, keluar DATE"
DL dalam proses mengundurkan diri,batch : 35 of 48 row: 5,Admin,80%,"proses resign, administrative, step down"
DL dalam proses mengundurkan diri,batch : 35 of 48 row: 6,Admin,80%,"proses resign, administrative, step down"
tidak mau berkomitmen lagi dalam Date dan sudah kurang lebih 3 bulan tidak join Date,batch : 35 of 48 row: 7,alasan_DATE,85%,"tidak berkomitmen, 3 bulan tidak join, DATE"
tidak tahu ini siapa,batch : 35 of 48 row: 8,Admin,90%,"tidak tahu, data error, unknown"
ganti email dan akun baru,batch : 35 of 48 row: 9,Admin,85%,"ganti email, akun baru, data change"
DL step down from the role.,batch : 35 of 48 row: 10,Admin,85%,"step down, role change, administrative"
pindah ke glc7. namun di list gak ada. nanti diinvite Ama glc7,batch : 36 of 48 row: 1,Admin,85%,"pindah gereja, list, invite"
sudah pindah kota,batch : 36 of 48 row: 2,lokasi,95%,"pindah kota, relokasi"
ada ketidakcocokan dengan budaya date dan beberapa DM.,batch : 36 of 48 row: 3,alasan_DATE,90%,"ketidakcocokan, budaya DATE, DM"
date member sudah tidak di Jakarta lagi,batch : 36 of 48 row: 4,lokasi,95%,"pindah, tidak di Jakarta"
mau mencari date yang baru,batch : 36 of 48 row: 5,alasan_DATE,85%,"cari DATE baru, ganti kelompok"
pengunduran diri DL,batch : 36 of 48 row: 6,others,60%,"pengunduran diri, DL"
pengunduran diri DL,batch : 36 of 48 row: 7,others,60%,"pengunduran diri, DL"
jarang hadir,batch : 36 of 48 row: 8,tidak_ada_respon,75%,"jarang hadir, absen"
jarang hadir,batch : 36 of 48 row: 9,tidak_ada_respon,75%,"jarang hadir, absen"
fokus di karir,batch : 36 of 48 row: 10,perbedaan_musim_kehidupan,80%,"fokus karir, prioritas"
tidak ingin bergabung di Date karena merasa bergereja sudah cukup baginya,batch : 37 of 48 row: 1,alasan_DATE,85%,"tidak ingin bergabung, DATE, bergereja cukup"
"saya dalam proses resign dari posisi DL dan teman date saya, Joshua mau mencari date lain.",batch : 37 of 48 row: 2,alasan_DATE,80%,"resign DL, cari DATE lain, Joshua"
Pindah ke Manado,batch : 37 of 48 row: 3,lokasi,95%,"pindah, Manado, relokasi"
pindah ke katolik mengikuti suami,batch : 37 of 48 row: 4,perbedaan_musim_kehidupan,90%,"pindah, suami, mengikuti"
double data,batch : 37 of 48 row: 5,Admin,95%,"double data, error administratif"
DF hanya menggantikan sementara sampai DATE di takeover oleh DL,batch : 37 of 48 row: 6,Admin,85%,"pengganti sementara, takeover, administratif"
pindah ke Luar Negri,batch : 37 of 48 row: 7,lokasi,95%,"pindah, luar negeri, relokasi"
keduanya memutuskan tidak mau ikut date lagi,batch : 37 of 48 row: 8,alasan_DATE,80%,"tidak aktif DATE, memutuskan, keluar"
pindah ke US,batch : 37 of 48 row: 9,lokasi,95%,"pindah, US, relokasi"
memutuskan tidak aktif,batch : 37 of 48 row: 10,others,60%,"tidak aktif, alasan tidak jelas, ambigu"
test,batch : 38 of 48 row: 1,others,5%,"test, unclear, insufficient"
DL tidak aktif,batch : 38 of 48 row: 2,tidak_ada_respon,75%,"tidak aktif, no response, inactive"
test,batch : 38 of 48 row: 3,others,5%,"test, unclear, insufficient"
DATE Leader akan mengundurkan diri dan mau mencari DATE lain,batch : 38 of 48 row: 4,alasan_DATE,90%,"DATE Leader, mengundurkan diri, cari DATE lain"
DATE Leader akan mengundurkan diri dan mau mencari DATE lain,batch : 38 of 48 row: 5,alasan_DATE,90%,"DATE Leader, mengundurkan diri, cari DATE lain"
DATE Leader akan mengundurkan diri dan mau mencari DATE lain,batch : 38 of 48 row: 6,alasan_DATE,90%,"DATE Leader, mengundurkan diri, cari DATE lain"
test,batch : 38 of 48 row: 7,others,5%,"test, unclear, insufficient"
"emma sudah hampir setahun tidak datang date tidak bertemu dengan DL atau member date, saat ini pekerjaannya menuntut untuk bolak balik ke kalimantan... dan rencana masih setahun kedepan akan sprt ini... berat memang melepas anak dm. tapi saya berharap semua anak date bertumbuh dan berbuah. bagaimana mau bertumbuh jika tidak pernah bertemu..... oleh karena itu saya sudah berkonsultasi juga dengan DF mengenai status emma... jauh, tidak pernah datang jadinya dan agak sulit dihubungi (baru akhir2 ini agak gampang di wa chat).... saya memberikan kesempatan ema untuk bertumbuh di tmpt dimana dia banyak berada sekarang dan mengizinkan untuk masuk date lagi setelah dia kembali ke jkt. selain itu saya ingin anak date member lain juga tidak merasa aneh dengan dizinkannta member tidak datang tapj terus tertanam dalam myjpcc. karena itu saya memutuska untuk saat ini me remove emma dahulh",batch : 38 of 48 row: 8,lokasi,85%,"bolak balik Kalimantan, jauh, relokasi pekerjaan"
Hampir 1 thn tidak hadir,batch : 38 of 48 row: 9,tidak_ada_respon,80%,"hampir 1 tahun, tidak hadir, missing"
Pasangan bermasalah dgn group krna si istri penuh dgn prasangka buruk & minta sebagai yg paling di respect. Smntara suami tdk bs ambil keputusan/alasan selain vacum & tdk mau berkomunitas Gereja lg. Kmi lbh baik selamatkan CR2 drpd couple tsb. Tmksh,batch : 38 of 48 row: 10,alasan_DATE,75%,"group conflict, istri prasangka, tidak mau komunitas"
test,batch : 39 of 48 row: 1,others,85%,"test, unclear, insufficient"
sudah jadi pastor,batch : 39 of 48 row: 2,perbedaan_musim_kehidupan,75%,"pastor, karier, perubahan"
meninggal dunia,batch : 39 of 48 row: 3,others,95%,"meninggal, wafat, deceased"
test,batch : 39 of 48 row: 4,others,85%,"test, unclear, insufficient"
"Date Tidak Aktif, mencari Date Baru.",batch : 39 of 48 row: 5,alasan_DATE,90%,"DATE tidak aktif, pindah DATE, mencari baru"
"Date Tidak Aktif, mencari Date Baru.",batch : 39 of 48 row: 6,alasan_DATE,90%,"DATE tidak aktif, pindah DATE, mencari baru"
"Date Tidak Aktif, mencari Date Baru.",batch : 39 of 48 row: 7,alasan_DATE,90%,"DATE tidak aktif, pindah DATE, mencari baru"
"Date Tidak Aktif, mencari Date Baru.",batch : 39 of 48 row: 8,alasan_DATE,90%,"DATE tidak aktif, pindah DATE, mencari baru"
"Date Tidak Aktif, mencari Date Baru.",batch : 39 of 48 row: 9,alasan_DATE,90%,"DATE tidak aktif, pindah DATE, mencari baru"
"Date Tidak Aktif, mencari Date Baru.",batch : 39 of 48 row: 10,alasan_DATE,90%,"DATE tidak aktif, pindah DATE, mencari baru"
"Date Tidak Aktif, mencari Date Baru.",batch : 40 of 48 row: 1,alasan_DATE,85%,"Date tidak aktif, mencari DATE baru"
"Date Tidak Aktif, mencari Date Baru.",batch : 40 of 48 row: 2,alasan_DATE,85%,"Date tidak aktif, mencari DATE baru"
double,batch : 40 of 48 row: 3,others,45%,"double, unclear"
Sudah bukan DM lagi,batch : 40 of 48 row: 4,Admin,75%,"bukan DM, status change"
mengundurkan diri sukarela,batch : 40 of 48 row: 5,others,60%,"mengundurkan diri, sukarela, alasan tidak jelas"
Mengundurkan diri sukarela,batch : 40 of 48 row: 6,others,60%,"mengundurkan diri, sukarela, alasan tidak jelas"
"kami doubel klik di request, harusnya Calon DM ms probation, tp tdk sengaja ke klik approve msk jd DM",batch : 40 of 48 row: 7,Admin,90%,"double klik, human error, probation"
berpindah agama,batch : 40 of 48 row: 8,others,85%,"berpindah agama, alasan pribadi"
mengundurkan diri,batch : 40 of 48 row: 9,others,55%,"mengundurkan diri, alasan tidak jelas"
mengundurkan diri,batch : 40 of 48 row: 10,others,55%,"mengundurkan diri, alasan tidak jelas"
pindah gereja,batch : 41 of 48 row: 1,tertanam_di_gereja_lain,85%,"pindah gereja, gereja lain, keluar"
"Lidya tidak pernah hadir. Terakhir di hubungi infonya sibuk bekerja. Sering pindah pekerjaan dan tempat tinggal. Pernah mengajukan bantuan finansial ke JPCC peduli covid tanpa diskusi dgn DL. Apabila kemudian ia mencari date lain, mungkin perlu menjadi concern kondisinya yg perlu kesembuhan dari gangguan kejiwaan (alasan utama karena sulit mengampuni kakak²nya dan berdamai dgn diri sendiri).",batch : 41 of 48 row: 2,tidak_ada_respon,90%,"tidak pernah hadir, sulit dihubungi, sibuk bekerja"
Nico hanya aktif hadir virtual date di tahun pertama (2020) sehingga pada tahun 2022 kami membatalkan rekomendasi utk pelayanan hospitality yg sudah diajukan sebelum pandemik terjadi. Pertimbangan kami adalah karena ketidakhadiran dia di date serta sering tidak mengikuti online service JPCC. Hal ini menyebabkan ketika hadir pun juga tidak inline dgn materi pembahasan di date.,batch : 41 of 48 row: 3,alasan_DATE,85%,"ketidakhadiran date, tidak inline, pembatalan pelayanan"
sejak November 2021 sudah tidak pernah join ibadah Date ataupun aktifitas lainnya di Date Taman Anggrek 13 dan tdk join ibadah JPCC sejak tahun lalu,batch : 41 of 48 row: 4,tidak_ada_respon,88%,"tidak pernah join, tidak hadir, sejak November 2021"
"sudah tidak hadir di date sejak bulan Mei 23. No info, telp tdk dijawab. Wa slow respon.  Divisit juga tdk mau.",batch : 41 of 48 row: 5,tidak_ada_respon,92%,"tidak hadir, telp tidak dijawab, slow respon"
Sekolah di Jerman (Nuremberg),batch : 41 of 48 row: 6,lokasi,95%,"Jerman, Nuremberg, sekolah luar negeri"
sekolah keluar negeri,batch : 41 of 48 row: 7,lokasi,95%,"keluar negeri, sekolah, relokasi"
DM pindah kota,batch : 41 of 48 row: 8,lokasi,95%,"pindah kota, relokasi, geografis"
"sudah 3 bulan lebih tidak hadir karena bentrok dgn kerjaan. sudah di encourage untuk ikut DATE lain, dan belum bisa komit untuk ikut DATE",batch : 41 of 48 row: 9,waktu_tidak_sesuai,90%,"bentrok kerjaan, jadwal, komitmen waktu"
"awalnya memilih pindah date krn alasan tidak cocok waktunya. setelah dilayani mencari alternatif date lain, akhirnya memilih tertanam di komunitas lain di luar jpcc",batch : 41 of 48 row: 10,tertanam_di_gereja_lain,88%,"tertanam komunitas lain, pindah date, luar jpcc"
putus dengan pacar yg date member dan tidak ada respon,batch : 42 of 48 row: 1,tidak_ada_respon,75%,"putus pacar, tidak ada respon, date member"
pindah ke Australia.,batch : 42 of 48 row: 2,lokasi,95%,"pindah, Australia, relokasi"
double email,batch : 42 of 48 row: 3,Admin,90%,"double email, administratif, error"
"tidak bisa hadir karena pekerjaan, perbedaan usia dan pemahaman yang cukup signifikan dengan anggota DATE lainnya",batch : 42 of 48 row: 4,alasan_DATE,85%,"perbedaan usia, DATE member, tidak cocok"
Merasa tidak nyambung dgn komunitas yg diharapkan jadi 2nd home.,batch : 42 of 48 row: 5,others,70%,"tidak nyambung, komunitas, ekspektasi"
