delete_reason,batch,Final label,Confidence,Keywords
sudah join date lain,batch : 24 of 48 row: 1,alasan_DATE,100%,"join, date, lain"
sudah ada nama nya cuman msh di date krna kmren beda pasword muncul di aplikasi jdi di accep lagi.,batch : 24 of 48 row: 2,Admin,90%,"nama, password, accep"
penutupan DATE dan sudah menginfokan kepada DM,batch : 24 of 48 row: 3,alasan_DATE,100%,"penutupan, DATE, DM"
penutupan DATE dan sudah menginfokan kepada DM,batch : 24 of 48 row: 4,alasan_DATE,100%,"penutupan, DATE, DM"
penutupan DATE dan sudah menginfokan kepada DM,batch : 24 of 48 row: 5,alasan_DATE,100%,"penutupan, DATE, DM"
penutupan DATE dan sudah menginfokan kepada DM,batch : 24 of 48 row: 6,alasan_DATE,100%,"penutupan, DATE, DM"
penutupan DATE dan sudah menginfokan kepada DM,batch : 24 of 48 row: 7,alasan_DATE,100%,"penutupan, DATE, DM"
date currently is not active,batch : 24 of 48 row: 8,alasan_DATE,100%,"date, not, active"
date currently is not active,batch : 24 of 48 row: 9,alasan_DATE,100%,"date, not, active"
date currently is not active,batch : 24 of 48 row: 10,alasan_DATE,100%,"date, not, active"
date currently is not active,batch : 25 of 48 row: 1,alasan_DATE,90%,"date, not, active"
date currently is not active,batch : 25 of 48 row: 2,alasan_DATE,90%,"date, not, active"
date currently is not active,batch : 25 of 48 row: 3,alasan_DATE,90%,"date, not, active"
Rest in Peace,batch : 25 of 48 row: 4,others,100%,"Rest, Peace"
"tidak pernah hadir, tidak ada respon di grup WA, diajak ketemuan juga menghindar terus",batch : 25 of 48 row: 5,tidak_ada_respon,100%,"tidak, respon, menghindar"
berpindah keyakinan,batch : 25 of 48 row: 6,others,80%,"berpindah, keyakinan"
"masih transisi, kepencet accept",batch : 25 of 48 row: 7,others,70%,"transisi, accept"
ingin pindah ke date lain,batch : 25 of 48 row: 8,alasan_DATE,90%,"pindah, date"
ingin pindah ke date lain,batch : 25 of 48 row: 9,alasan_DATE,90%,"pindah, date"
Belum mau tertanam di Date saat ini,batch : 25 of 48 row: 10,tertanam_di_gereja_lain,80%,"tertanam, date"
Belum mau tertanam di Date untuk saat ini,batch : 26 of 48 row: 1,alasan_DATE,80%,"DATE, tertanam, saat"
cukup 1 saja,batch : 26 of 48 row: 2,others,60%,"cukup, 1, saat"
Sudah berpulang,batch : 26 of 48 row: 3,others,100%,"berpulang, sudah, wafat"
Tidak beribadah di JPCC,batch : 26 of 48 row: 4,tertanam_di_gereja_lain,80%,"beribadah, JPCC, tidak"
sedang dlm proses,batch : 26 of 48 row: 5,others,40%,"sedang, proses, dlm"
permintaan dari DATE Member,batch : 26 of 48 row: 6,alasan_DATE,80%,"DATE, Member, permintaan"
permintaan dari DATE Member,batch : 26 of 48 row: 7,alasan_DATE,80%,"DATE, Member, permintaan"
sudah meninggal 2 thn lalu,batch : 26 of 48 row: 8,others,100%,"meninggal, sudah, 2 thn"
"Debo herself minta untuk keluar dari Date. Ada beberapa hal yg Debo sampaikan ke saya dan my part mendoakan Debo for peace of mind, keep connected with God",batch : 26 of 48 row: 9,alasan_DATE,80%,"DATE, Debo, keluar"
harusnya probation dulu karena baru join,batch : 26 of 48 row: 10,Admin,80%,"probation, baru, join"
registrasi ulang my jpcc dengan email baru,batch : 27 of 48 row: 1,Admin,80%,"registrasi, email, baru"
pindah tugas ke papua,batch : 27 of 48 row: 2,lokasi,100%,"pindah, tugas, papua"
DL sudah mengundurkan diri dan sudah disetujui oleh JPCC. Namun DM belum mau mencari tempat date yang baru. DM hanya hadir 1-2x saja setahun.,batch : 27 of 48 row: 3,alasan_DATE,90%,"DL, undur, date"
DL sudah mengundurkan diri dan sudah disetujui oleh JPCC. Namun DM belum mau mencari tempat date yang baru. DM hanya hadir 1-2x saja setahun.,batch : 27 of 48 row: 4,alasan_DATE,90%,"DL, undur, date"
DL sudah mengundurkan diri dan sudah disetujui oleh JPCC. Namun DM belum mau mencari tempat date yang baru. DM hanya hadir 1-2x saja setahun.,batch : 27 of 48 row: 5,alasan_DATE,90%,"DL, undur, date"
DL sudah mengundurkan diri dan sudah disetujui oleh pihak JPCC. Namun DM tidak mau langsung mencari tempat date yang baru. Selama ini DM pun hanya hadir 1-2x setahun.,batch : 27 of 48 row: 6,alasan_DATE,90%,"DL, undur, date"
date member ingin mencoba gereja lain,batch : 27 of 48 row: 7,tertanam_di_gereja_lain,100%,"gereja, lain, tertanam"
ybs memilih untum tertanam di gbi wtc karena sekolah minggu anak yang bisa lebih mudah di akses,batch : 27 of 48 row: 8,tertanam_di_gereja_lain,100%,"gereja, lain, tertanam"
ybs memilih untuk tertanam di gbi WTC karena alasan sekolah minggu anak yang lebih bisa diakses,batch : 27 of 48 row: 9,waktu_tidak_sesuai,80%,"waktu, tidak, sesuai"
70% sudah dibandung sehingga sudah tidak bisa ikut date dan beribadah di jpcc,batch : 27 of 48 row: 10,lokasi,90%,"dibandung, tidak bisa ikut"
"Sempat tidak ada respon dan menghilang tanpa ada kabar. CT juga sudah menghubungi dan tdk ada respon. Saat sdh diberitahu akan di-remove secara administrasi, barulah merespon. Itu pun minta waktu utk ga date dulu.",batch : 28 of 48 row: 1,tidak_ada_respon,90%,"tidak ada respon, menghilang, tdk ada respon"
Kesibukan. Untuk hadir sebulan sekali pun sulit.,batch : 28 of 48 row: 2,waktu_tidak_sesuai,80%,"kesibukan, sulit hadir"
ubah email account ke email lama,batch : 28 of 48 row: 3,Admin,70%,"ubah email, email lama"
Meninggal pada akhir 2024 lalu. ???,batch : 28 of 48 row: 4,others,95%,"meninggal, wafat"
ganti nama ke isteri. karena isteri yang cari tiket war,batch : 28 of 48 row: 5,Admin,60%,"ganti nama, isteri"
Tidak pernah hadir di DATE selama 4 bulan dan tidak ada respon sama sekali.,batch : 28 of 48 row: 6,tidak_ada_respon,95%,"tidak pernah hadir, tidak ada respon"
memilih bergereja di gbi gilgal,batch : 28 of 48 row: 7,tertanam_di_gereja_lain,90%,bergereja di gbi gilgal
memilih bergereja di gbi gilgal,batch : 28 of 48 row: 8,tertanam_di_gereja_lain,90%,bergereja di gbi gilgal
sudah menikah dan saat ini berdomisili di bogot sehingga tidak lagi bergereja di jpcc,batch : 28 of 48 row: 9,perbedaan_musim_kehidupan,85%,"menikah, berdomisili"
pindah kerja ke Korea Selatan selama 2 tahun ke depan,batch : 28 of 48 row: 10,lokasi,95%,"pindah kerja, Korea Selatan"
ingin coba date lain,batch : 29 of 48 row: 1,alasan_DATE,90%,"coba, date, lain"
belum mau ke gereja,batch : 29 of 48 row: 2,others,80%,"belum, mau, gereja"
sementara cuti dari Date karena pekerjaan sering ke luar negeri,batch : 29 of 48 row: 3,lokasi,95%,"luar, negeri, pekerjaan"
karena kuliah di China,batch : 29 of 48 row: 4,lokasi,95%,"kuliah, China, luar"
karena masuk ke komunitas lain yg lebih dekat & di kampus,batch : 29 of 48 row: 5,tertanam_di_gereja_lain,90%,"komunitas, lain, kampus"
mau coba DATE married couple,batch : 29 of 48 row: 6,alasan_DATE,85%,"coba, DATE, married"
"DM meminta sabbatical dr date tp mau tetap pelayanan di ministry, setelah diberikan waktu 1 bulan, dan ditanyakan kembali komitmennya di date namun DM tsb merespon dgn tdk proper ke DL (tdk sopan). Dan kejadian ini sdh berulang. Ketika DM diingatkan, DM leave dr WAG dan tdk terima sikapnya dikoreksi oleh DL shg memutuskan untuk leave date.",batch : 29 of 48 row: 7,alasan_DATE,95%,"konflik, DL, DM"
sudah terdaftar atas nama suami,batch : 29 of 48 row: 8,others,80%,"suami, terdaftar, nama"
pindah ke Los Angelos,batch : 29 of 48 row: 9,lokasi,95%,"pindah, Los, Angelos"
Study ke luar negeri,batch : 29 of 48 row: 10,lokasi,95%,"study, luar, negeri"
Memilih tetap ke gereka katolik karena istri dan hanya ikut ibadah JPCC secara online. Dengan berdiskusi akhirnya ybs memilih mengundurkan diri dari Date.,batch : 30 of 48 row: 1,tertanam_di_gereja_lain,90%,"gereja katolik, online, mengundurkan"
ada 2 nama,batch : 30 of 48 row: 2,others,50%,"nama, 2, myjpcc"
nama nya 2 di myjpcc,batch : 30 of 48 row: 3,others,50%,"nama, 2, myjpcc"
sedang sekolah ke luar negeri,batch : 30 of 48 row: 4,lokasi,100%,"luar negeri, sekolah, pindah"
move abroad,batch : 30 of 48 row: 5,lokasi,100%,"abroad, move, pindah"
study abroad,batch : 30 of 48 row: 6,lokasi,100%,"abroad, study, luar negeri"
Rumah pindah setelah menikah,batch : 30 of 48 row: 7,perbedaan_musim_kehidupan,90%,"menikah, pindah, rumah"
pindah date baru pi 3,batch : 30 of 48 row: 8,alasan_DATE,90%,"pindah date, baru, pi 3"
pindah date lain,batch : 30 of 48 row: 9,alasan_DATE,90%,"pindah date, lain, date"
telah pindah ke luar negeri,batch : 30 of 48 row: 10,lokasi,100%,"luar negeri, pindah, telah"
Pindah date sesuai lokasi domisili,batch : 31 of 48 row: 1,lokasi,100%,"pindah, lokasi, domisili"
Pindah date terkait lokasi,batch : 31 of 48 row: 2,lokasi,100%,"pindah, lokasi, date"
Isi reason,batch : 31 of 48 row: 3,others,100%,"isi, reason, "
Belum memutuskan utk tertanam di JPCC,batch : 31 of 48 row: 4,tertanam_di_gereja_lain,80%,"tertanam, JPCC, "
mengikuti istri yg memilih keluar utk pindah ke Date lain,batch : 31 of 48 row: 5,lokasi,100%,"pindah, lokasi, date"
memilih keluar utk pindah ke Date lain,batch : 31 of 48 row: 6,lokasi,100%,"pindah, lokasi, date"
"sudah dibicarakan dgn DM dan mungkin saat ini bukan pilihan tepat ke daate kami sehingga tidak pernah hadir (sekitar 8-10 bulan). sudah ditanya problemnya, salah satunya lokasi .. sudah ditawarkan daate lain tetapi belum mau",batch : 31 of 48 row: 7,lokasi,100%,"lokasi, date, hadir"
jarang hadir,batch : 31 of 48 row: 8,tidak_ada_respon,80%,"jarang, hadir, "
berhalangan karena sedang kuliah,batch : 31 of 48 row: 9,waktu_tidak_sesuai,100%,"kuliah, berhalangan, "
"Menikah dan pindah gereja, mengikuti suami.",batch : 31 of 48 row: 10,perbedaan_musim_kehidupan,100%,"menikah, pindah, gereja"
Masih perlu berpikir untuk tertanam di Date,batch : 32 of 48 row: 1,alasan_DATE,80%,"DATE, tertanam, berpikir"
Masih perlu berpikir untuk tertanam di Date,batch : 32 of 48 row: 2,alasan_DATE,80%,"DATE, tertanam, berpikir"
mau mencari DATE baru,batch : 32 of 48 row: 3,alasan_DATE,90%,"DATE, baru, mencari"
abroad,batch : 32 of 48 row: 4,lokasi,100%,"abroad, pindah, lokasi"
ingin pindah ke DATE baru dekat tempat kerja,batch : 32 of 48 row: 5,lokasi,90%,"pindah, DATE, kerja"
mau mencoba visit beberapa DATE lain,batch : 32 of 48 row: 6,alasan_DATE,80%,"DATE, lain, mencoba"
Kebutuhan Date bersama family sehingga mendapat pendampingan karena special needs,batch : 32 of 48 row: 7,perbedaan_musim_kehidupan,80%,"family, kebutuhan, special"
"tidak pernah kebaktian di JPCC, karena sekolah minggu anak",batch : 32 of 48 row: 8,waktu_tidak_sesuai,80%,"sekolah, minggu, anak"
block semua nmr dan mengirimkan pesan aneh ke beberapa member dan grup,batch : 32 of 48 row: 9,others,60%,"block, pesan, aneh"
Sudah menemukan date lain yang lebih sesuai lokasi dan range usia DMnya,batch : 32 of 48 row: 10,tertanam_di_gereja_lain,90%,"DATE, lain, sesuai"
visit DATE lain yg married couple,batch : 33 of 48 row: 1,alasan_DATE,80%,"DATE, married, couple"
Sudah pindah ke USA,batch : 33 of 48 row: 2,lokasi,100%,"pindah, USA"
account lama bermasalah. jd buat account baru,batch : 33 of 48 row: 3,Admin,90%,"account, lama, baru"
Ybs tdk ingin kondisinya mempengaruhi date.,batch : 33 of 48 row: 4,alasan_DATE,80%,"kondisinya, date"
wanna go overseas,batch : 33 of 48 row: 5,lokasi,80%,overseas
sementara,batch : 33 of 48 row: 6,others,50%,sementara
sementara pindah keluarkota,batch : 33 of 48 row: 7,lokasi,90%,"pindah, keluarkota"
masih 9 tahun,batch : 33 of 48 row: 8,others,40%,"9, tahun"
permasalahan pribadi yang mengharuskan ybs utk mencari Date baru,batch : 33 of 48 row: 9,alasan_DATE,80%,"pribadi, date"
"sudah pindah ke USA, jadi tdk bisa date lagi di jpcc",batch : 33 of 48 row: 10,lokasi,100%,"pindah, USA"
"muslim, disuruh kembali ke rumah ortunya dan dilarang ke grj, sdh 6 bln tdk hadir",batch : 34 of 48 row: 1,others,80%,"muslim, larang, grj"
DL pindah ke Cibubur,batch : 34 of 48 row: 2,lokasi,100%,"pindah, Cibubur"
DL pindah ke Cibubur,batch : 34 of 48 row: 3,lokasi,100%,"pindah, Cibubur"
pindah date,batch : 34 of 48 row: 4,alasan_DATE,100%,"pindah, date"
pindah date,batch : 34 of 48 row: 5,alasan_DATE,100%,"pindah, date"
DM mendaftar di date lain dan daftar pelayanan tanpa ijin dr date menteng atas 1,batch : 34 of 48 row: 6,tertanam_di_gereja_lain,100%,"gereja, lain, date"
DM mengundurkan diri karena mau mencari gereja lain,batch : 34 of 48 row: 7,tertanam_di_gereja_lain,100%,"gereja, lain, mencari"
DM mengundurkan diri karena ingin mencari gereja lain,batch : 34 of 48 row: 8,tertanam_di_gereja_lain,100%,"gereja, lain, mencari"
pindah bekerja di luar kota,batch : 34 of 48 row: 9,lokasi,100%,"pindah, luar kota"
pindah bekerja di luar kota,batch : 34 of 48 row: 10,lokasi,100%,"pindah, luar kota"
masi menimbang,batch : 35 of 48 row: 1,others,100%,"masi, menimbang"
"DM memutuskan keluar dari DATE, tidak bersedia dimuridkan lebih lanjut (background muslim)",batch : 35 of 48 row: 2,alasan_DATE,100%,"DATE, muslim"
moving abroad,batch : 35 of 48 row: 3,lokasi,100%,"moving, abroad"
migrasi ke date lain untuk date offline,batch : 35 of 48 row: 4,alasan_DATE,100%,"migrasi, DATE"
Pindah date,batch : 35 of 48 row: 5,alasan_DATE,100%,"Pindah, date"
"?Sama dgn Marlyn 0812 88323256 tidk mau membaur, provoke & meng'kotak²an group. 
?Bawa teman dari DATE Cengkareng-1 (chandra & lily), & paksakan untuk berada di 2-DATE. (Teguran bs pd mrka dr DL yg bersangkutan).
?Egois.
?Lbih mau dilayani drpd melayani.
?NO respect kepada sesama DM.
?Sakit hati krna DM lain tdk diijinkan bergabung di 2-Date. ?Menciptakan ketidaknyamanan DM lain.",batch : 35 of 48 row: 6,alasan_DATE,100%,"DATE, konflik"
No longer feeling comfortable with the group,batch : 35 of 48 row: 7,alasan_DATE,100%,"tidak, nyaman"
Ganti akun myjpcc,batch : 35 of 48 row: 8,Admin,100%,"Ganti, akun"
DL tidak sengaja pencet transfer jadi member.  Ivonne masih masuk probation. DL akan approve lagi u masuk Date,batch : 35 of 48 row: 9,Admin,100%,"DL, kesalahan"
pindah date,batch : 35 of 48 row: 10,alasan_DATE,100%,"pindah, date"
pindah ke luar negeri,batch : 36 of 48 row: 1,lokasi,100%,"pindah, luar negeri"
sudah ada di Date Alsut 1,batch : 36 of 48 row: 2,tertanam_di_gereja_lain,100%,"sudah ada, Date Alsut 1"
"?Ex DL GPIB, paksakan komsep dgn cara Gereja lama & bukn JPCC. 
?Bawa teman dari DATE Cengkareng-1 (chandra & lily) & paksakan untuk berada di 2-DATE. Mungkin teguran bs pd mrka jg dr DL yg bersangkutan.
?Dominan.
?Egois krna lbih tua & merasa hrus paling dihormati.
?Lbih mau dilayani drpd melayani.
?NO respect kepada sesama DM apalg DL.
?Sudh tdk merasa nyaman di DATE & menciptakan ketidaknyamanan DM lain.",batch : 36 of 48 row: 3,alasan_DATE,100%,"DATE, konflik"
"absensi di bawah 40%, akan dipertimbangkan masuk kembali setelah ada perbaikan dalam absensi.",batch : 36 of 48 row: 4,waktu_tidak_sesuai,100%,"absensi, 40%"
"absensi di bawah 40%, dan pasangan masih ada di myjpcc",batch : 36 of 48 row: 5,waktu_tidak_sesuai,100%,"absensi, 40%"
Meninggal Dunia,batch : 36 of 48 row: 6,others,100%,Meninggal Dunia
"Valen ingin DATE onsite biar lebih enak dalam sharing dan lain lain, untuk saat ini DK10 masih hybrid dan lebih banyak online.",batch : 36 of 48 row: 7,alasan_DATE,100%,"DATE, onsite"
pindah ke US,batch : 36 of 48 row: 8,lokasi,100%,"pindah, US"
tidak pernah terdaftar jd DM,batch : 36 of 48 row: 9,Admin,100%,tidak pernah terdaftar
Ga bisa dikasih tau baik2 atas perilaku nya yang dinilai tidak baik oleh CT & DM yang lain!,batch : 36 of 48 row: 10,alasan_DATE,100%,"perilaku, tidak baik"
Pindah ke Bintaro 9 karena tidak bisa transfer data terpaksa di remove,batch : 37 of 48 row: 1,lokasi,100%,"pindah, Bintaro, remove"
Selalu banyak ketidak cocokan dengan DL dan sempat ribut atau cekcok mulut dengan beberapa DM. Setiap apa yang disampaikan oleh ybs seolah2 harus diikuti dan setiap dikasih tau baik2 selalu merasa paling benar terus.,batch : 37 of 48 row: 2,alasan_DATE,100%,"ketidak, cocokan, DL"
Pindah Gereja,batch : 37 of 48 row: 3,tertanam_di_gereja_lain,100%,"pindah, gereja"
"Akan segera menikah, dan sudah sepakat untuk pindah gereja ke gereja calon istrinya.",batch : 37 of 48 row: 4,perbedaan_musim_kehidupan,100%,"menikah, pindah, gereja"
pindah ke Dallas,batch : 37 of 48 row: 5,lokasi,100%,"pindah, Dallas"
belum 3 bulan. keburu pencet approved.  masih dlm probation,batch : 37 of 48 row: 6,Admin,100%,"probation, pencet, approved"
Setelah pindah kerja tidak bisa komit di date karena plg malam terus. dan karena sudah tidak pernah datang lebih baik undur diri sampai bisa komit kembali.,batch : 37 of 48 row: 7,waktu_tidak_sesuai,100%,"pindah, kerja, malam"
pindah kerja ke papua,batch : 37 of 48 row: 8,lokasi,100%,"pindah, kerja, papua"
salah pencet,batch : 37 of 48 row: 9,Admin,100%,"salah, pencet"
melanjutkan sekolah S2 di australia,batch : 37 of 48 row: 10,lokasi,100%,"melanjutkan, sekolah, australia"
Dengan berat hati mau menginformasikan member saya ini sudah berpulang ke BAPA disurga ??,batch : 38 of 48 row: 1,others,100%,"wafat, berpulang, BAPA"
Kezia pindah ke daerah Gading dan mau cari date didaerah Gading,batch : 38 of 48 row: 2,lokasi,100%,"pindah, Gading, daerah"
sudah tidak pernah datang date dan sedang pindah kr geteja lain,batch : 38 of 48 row: 3,tertanam_di_gereja_lain,100%,"gereja, lain, pindah"
"Saat ini menetap di Bali dan sudah beribadah di gereja lokal disana, GMS ?",batch : 38 of 48 row: 4,tertanam_di_gereja_lain,100%,"menetap, Bali, gereja"
Saat ini menetap di Bali dan sudah beribadah di gereja GMS disana.,batch : 38 of 48 row: 5,tertanam_di_gereja_lain,100%,"menetap, Bali, gereja"
Belum beribadah di JPCC,batch : 38 of 48 row: 6,others,100%,"belum, beribadah, JPCC"
"tercatat jadi DM karena menikah dengan DM, namun sebenarnya belum mau ikut DATE",batch : 38 of 48 row: 7,perbedaan_musim_kehidupan,100%,"menikah, DM, DATE"
"issue dengan istri, sudah difasilitasi namun tetap dirasa perlu ke pindah Date lain.",batch : 38 of 48 row: 8,alasan_DATE,100%,"issue, istri, DATE"
Rencana akan pindah Date,batch : 38 of 48 row: 9,alasan_DATE,100%,"pindah, Date, lain"
"pindah ke Date lain karena date kemayoran 18 akan dibubarkan,DL pindah ke Bali",batch : 38 of 48 row: 10,alasan_DATE,100%,"pindah, Date, Bali"
"Sebaiknya bergabung di DATE umum, bukan DATE married couple karena lebih sesuai dengan musim kehidupannya.",batch : 39 of 48 row: 1,perbedaan_musim_kehidupan,90%,"musim kehidupannya, bergabung, sesuai"
lokasi dan sudah tidak pernah hadir,batch : 39 of 48 row: 2,lokasi,80%,"lokasi, tidak pernah hadir"
pindah negara,batch : 39 of 48 row: 3,lokasi,100%,pindah negara
mau probation di date lain,batch : 39 of 48 row: 4,alasan_DATE,90%,"probation, date lain"
Pindah ke luar negeri,batch : 39 of 48 row: 5,lokasi,100%,"pindah, luar negeri"
pindah ke Bandung,batch : 39 of 48 row: 6,lokasi,100%,"pindah, Bandung"
ingin pindah date,batch : 39 of 48 row: 7,alasan_DATE,80%,pindah date
sudah pindah gereja,batch : 39 of 48 row: 8,tertanam_di_gereja_lain,100%,pindah gereja
sudah berpindah ke gereja lain,batch : 39 of 48 row: 9,tertanam_di_gereja_lain,100%,"berpindah, gereja lain"
Tertanam di 2 date,batch : 39 of 48 row: 10,alasan_DATE,80%,"Tertanam, 2 date"
"email yg terdaftar, error jd ganti account",batch : 40 of 48 row: 1,Admin,90%,"email, error, ganti"
lagi kuliah di luar negeri sementara,batch : 40 of 48 row: 2,lokasi,95%,"luar, negeri, kuliah"
"bekerja shift, tidak bisa hadit di date",batch : 40 of 48 row: 3,waktu_tidak_sesuai,95%,"shift, bekerja, tidak"
RIP,batch : 40 of 48 row: 4,others,100%,"RIP, wafat, meninggal"
beliau sudah berpulang ke rumah Bapa,batch : 40 of 48 row: 5,others,100%,"berpulang, rumah, Bapa"
Pindah ke Canada,batch : 40 of 48 row: 6,lokasi,100%,"Pindah, Canada, relokasi"
Pindah ke Kanada.,batch : 40 of 48 row: 7,lokasi,100%,"Pindah, Kanada, relokasi"
katolik,batch : 40 of 48 row: 8,others,80%,"katolik, agama, lain"
katolik,batch : 40 of 48 row: 9,others,80%,"katolik, agama, lain"
double account,batch : 40 of 48 row: 10,Admin,90%,"double, account, error"
lebih cocok dgn komunitas teman2 lama seblm multiplikasi,batch : 41 of 48 row: 1,others,80%,"komunitas, teman, lama"
memilih untuk keluar,batch : 41 of 48 row: 2,others,60%,"keluar, memilih"
dona telah kembali ke rumah Bapa disurga,batch : 41 of 48 row: 3,others,100%,"wafat, disurga, Bapa"
Pindah ke Canada,batch : 41 of 48 row: 4,lokasi,100%,"pindah, Canada, relokasi"
Ikut ke gereja anaknya,batch : 41 of 48 row: 5,tertanam_di_gereja_lain,80%,"gereja, anaknya, ikut"
DATE Setiabudi 7 tutup,batch : 41 of 48 row: 6,alasan_DATE,100%,"DATE, tutup, Setiabudi"
DATE Setiabudi 7 akan tutup,batch : 41 of 48 row: 7,alasan_DATE,100%,"DATE, tutup, Setiabudi"
DATE Setiabudi 7 akan ditutup,batch : 41 of 48 row: 8,alasan_DATE,100%,"DATE, ditutup, Setiabudi"
sedang menempuh studi di luar negeri,batch : 41 of 48 row: 9,lokasi,100%,"luar, negeri, studi"
pindah DATE,batch : 41 of 48 row: 10,alasan_DATE,80%,"pindah, DATE"
sudah kembali ke kota asal dan memutuskan untuk tertanam di komunitas lokal,batch : 42 of 48 row: 1,lokasi,90%,"kembali, kota, asal"
pindah kota,batch : 42 of 48 row: 2,lokasi,100%,"pindah, kota"
keputusan DM,batch : 42 of 48 row: 3,Admin,80%,"keputusan, DM"
keputusan DM,batch : 42 of 48 row: 4,Admin,80%,"keputusan, DM"
Pindah kerja keluar kota,batch : 42 of 48 row: 5,lokasi,100%,"pindah, kota"
Dyen menikah di Makassar 16 November 2024. Dia & suaminya pindah & tertanam ke GBI Bekasi.,batch : 42 of 48 row: 6,perbedaan_musim_kehidupan,90%,"menikah, pindah"
syatem eror,batch : 42 of 48 row: 7,Admin,100%,"syatem, eror"
daftar ulang,batch : 42 of 48 row: 8,Admin,80%,"daftar, ulang"
"Mau mencari Date lain krn season sdh berbeda, Leo jg sdh info bahwa akan mencari Date lain",batch : 42 of 48 row: 9,alasan_DATE,90%,"Date, lain"
Pindah keyakinan,batch : 42 of 48 row: 10,others,80%,"Pindah, keyakinan"
"mau mencari Date yang lebih cocok, lebih sering onsite",batch : 43 of 48 row: 1,alasan_DATE,80%,"Date, cocok, onsite"
Pindah ke negara lain,batch : 43 of 48 row: 2,lokasi,100%,"Pindah, negara"
salah masuk DATE,batch : 43 of 48 row: 3,Admin,90%,"salah, masuk"
beda lokasi dan lbh ke gereja istri,batch : 43 of 48 row: 4,lokasi,80%,"beda, lokasi"
ybs sudah meninggal dunia,batch : 43 of 48 row: 5,others,100%,"meninggal, dunia"
Double,batch : 43 of 48 row: 6,Admin,80%,"Double, registration"
"Yosep dan Putri pada dasarnya adalah pasangan yg baik, sudah bergabung dengan kami kurang lebih 4 tahun dan berjalan seirama.

Dlm perjalanannya mereka memiliki kedekatan dengan salah satu DM (couple) yang baru join date 6 bulan, dan DM yg baru ini punya keinginan utk melayani.

Dlm prosesnya kami melihat ada excess baggage yg membuat overweight kehidupan DM yg baru ini, seperti masih punya beban utang yg cukup besar, masih social smoker & memiliki double standard, serta motivasi utama adalah untuk kemudahan booking ticketing onsite service anak mrk.

Singkat cerita kami memutuskan utk hold mereka dulu sementara waktu (1-2minggu) utk mrk memulai pelayanan, demi menjaga kondusifitas kedua belah pihak ( DM & JPCC).
Akan tetapi hal tsb membuat mereka sangat marah thd kami, termasuk memaki-maki kami didepan DL kami yg terdahulu.
Fnally mrk memutuskan utk keluar dari date. 

Nah hal itulah yg kemudian mempengaruhi judgement Yosep Putri thd kami sbg  DL, dan pada akhirnya membuat mrk juga memutuskan utk pindah date.

Untuk diketahui bersama, keputusan yg kami buat itu tidak berdasarkan keputusan sepihak, akan tetapi sudah dikoordinasikan dengan chain of command kami yaitu DF  dan sudah disetujui.

Demikian hal ini kami sampaikan untuk bisa dipahami bersama perihal kepindahan Yosep Putri  ke date Jagakarsa 1.

Sincerely yours,
DaNa ( Daniel & Christina)",batch : 43 of 48 row: 7,alasan_DATE,90%,"DATE, konflik"
Pindah date ke Thamrin 2,batch : 43 of 48 row: 8,alasan_DATE,80%,"pindah, date"
double registration,batch : 43 of 48 row: 9,Admin,80%,"double, registration"
double,batch : 43 of 48 row: 10,Admin,80%,double
ada alasan pribadi,batch : 44 of 48 row: 1,others,80%,"alasan, pribadi"
DM Meninggal,batch : 44 of 48 row: 2,others,100%,Meninggal
Akun nya ada 2 yang terdaftar. Mau di maintain hanya 1 buah,batch : 44 of 48 row: 3,Admin,90%,"Akun, maintain"
pindah lokasi Date,batch : 44 of 48 row: 4,alasan_DATE,90%,"pindah, Date"
Transfer ke date Cipete 2,batch : 44 of 48 row: 5,alasan_DATE,95%,"Transfer, Date"
other...,batch : 44 of 48 row: 6,others,80%,other
mau coba Date yg lain,batch : 44 of 48 row: 7,alasan_DATE,85%,"coba, Date"
"pindah domisili tempat tinggal, jauh dari date sehingga susah untuk hadir",batch : 44 of 48 row: 8,lokasi,95%,"pindah, domisili"
"Pindah date ke alam sutera 26 date couple , tidak bisa ditrasfer karena di app tidalk muncul date  alam sutera 26, jadi saya remov",batch : 44 of 48 row: 9,alasan_DATE,90%,"Pindah, Date"
ga sengaja kepencet approve member..,batch : 44 of 48 row: 10,Admin,95%,"kesalahan, approve"
pindah Gereja,batch : 45 of 48 row: 1,tertanam_di_gereja_lain,90%,"pindah, Gereja"
alasan pribadi,batch : 45 of 48 row: 2,others,80%,"alasan, pribadi"
jarang hadir krn lokasi date dan wkt yg kurang sesuai,batch : 45 of 48 row: 3,waktu_tidak_sesuai,85%,"lokasi, wkt"
jarang hadir krn lokasi date dan wkt yg kurang sesuai,batch : 45 of 48 row: 4,waktu_tidak_sesuai,85%,"lokasi, wkt"
kesepakatan bersama karena ada masalah internal,batch : 45 of 48 row: 5,alasan_DATE,80%,"masalah, internal"
Pindah ke Australia,batch : 45 of 48 row: 6,lokasi,95%,"Pindah, Australia"
sudah masuk di date lain dengan email lain,batch : 45 of 48 row: 7,tertanam_di_gereja_lain,85%,"date, lain"
ybs pindah gereja lain,batch : 45 of 48 row: 8,tertanam_di_gereja_lain,90%,"pindah, gereja"
akan jarang datang ke date,batch : 45 of 48 row: 9,waktu_tidak_sesuai,80%,"jarang, datang"
sistem,batch : 45 of 48 row: 10,others,70%,sistem
Test,batch : 46 of 48 row: 1,others,100%,"Test, etc, unknown"
