delete_reason,batch,Final label,Confidence,Keywords
memilih untuk gereja ditempat lain,batch : 25 of 48 row: 3,tertanam_di_gereja_lain,95%,"gereja, lain, memilih"
DM ingin DATE offline,batch : 25 of 48 row: 4,alasan_DATE,85%,"date, offline, dm"
mau pindah ke date lain,batch : 25 of 48 row: 5,alasan_DATE,80%,"pindah, date, lain"
mau pindah ke date lain,batch : 25 of 48 row: 6,alasan_DATE,80%,"pindah, date, lain"
Pindah ke date istri,batch : 25 of 48 row: 7,alasan_DATE,85%,"pindah, date, istri"
Pindah kerja ke Surabaya,batch : 25 of 48 row: 8,lokasi,90%,"pindah, kerja, surabaya"
human error. salah klik harusnya tetap sebagai new comer,batch : 25 of 48 row: 9,Admin,95%,"human, error, salah"
Menikah dan pindah keluar kota,batch : 25 of 48 row: 10,perbedaan_musim_kehidupan,85%,"menikah, pindah, kota"
tercatat double,batch : 26 of 48 row: 1,Admin,80%,"double, tercatat"
"Sudah tidak pernah ikut DATE sejak Oct 2023 & tdk pernah di respons jg pas WA, cm di Read",batch : 26 of 48 row: 2,tidak_ada_respon,90%,"tidak, respons"
Pindah ke luar kota,batch : 26 of 48 row: 3,lokasi,100%,"pindah, kota"
sibuk magang dan jarang hadir,batch : 26 of 48 row: 4,waktu_tidak_sesuai,80%,"sibuk, magang"
"Sudah setahun lebih tidak pernah join date, sudah pindah gereja.",batch : 26 of 48 row: 5,tertanam_di_gereja_lain,90%,"pindah, gereja"
date member mutasi kerja ke sulawesi,batch : 26 of 48 row: 6,lokasi,100%,"pindah, kota"
"tdk commit,suka berbohong dan tdk menghormati keberadaan DM lain",batch : 26 of 48 row: 7,alasan_DATE,80%,"date, mutasi"
"Florence dipanggil Tuhan pada hari Selasa, 20 Februari 2024 karena CA Servix. May she RIP ?",batch : 26 of 48 row: 8,others,100%,"wafat, RIP"
mau ganti email,batch : 26 of 48 row: 9,Admin,80%,"ganti, email"
Bekerja di luar kota,batch : 26 of 48 row: 10,lokasi,100%,"luar, kota"
menyatakan mundur dari Date,batch : 27 of 48 row: 1,alasan_DATE,90%,"mundur, Date"
yang bersangkutan memutuskan untuk bertumbuh di gereja lain,batch : 27 of 48 row: 2,tertanam_di_gereja_lain,95%,"gereja lain, bertumbuh"
Almarhum meninggal dunia karena serangan jantung,batch : 27 of 48 row: 3,others,100%,"meninggal, dunia"
pindah ke gereja lain,batch : 27 of 48 row: 4,tertanam_di_gereja_lain,95%,"pindah, gereja lain"
sudah meninggal di Oktober 2023 kemarin.,batch : 27 of 48 row: 5,others,100%,"meninggal, dunia"
pindah gereja krn anak tdk bisa sekolah minggu,batch : 27 of 48 row: 6,tertanam_di_gereja_lain,90%,"pindah, gereja"
pindah gereja krn anak tdk bisa sekolah minggu,batch : 27 of 48 row: 7,tertanam_di_gereja_lain,90%,"pindah, gereja"
saat ini kevin tidak dapat mengikuti date onsite karna masih bekerja di daerah gresik surabaya dan tidak dapat menghadiri date online karena pekerjaannya yang sering lembur.,batch : 27 of 48 row: 8,waktu_tidak_sesuai,95%,"bekerja, lembur"
Mau coba cari date baru dengan orang2 yang 1 bidang pekerjaan.,batch : 27 of 48 row: 9,alasan_DATE,90%,"cari date, baru"
member jarang hadir date dan request untuk keluar dari date,batch : 27 of 48 row: 10,alasan_DATE,85%,"jarang hadir, keluar"
Kepencet dan masih calon DM yg masih mau coba visit DATE lain,batch : 28 of 48 row: 1,alasan_DATE,80%,"DATE, calon, visit"
Test,batch : 28 of 48 row: 2,others,100%,"Test, , "
mau ditransfer ke date lain,batch : 28 of 48 row: 3,alasan_DATE,90%,"transfer, DATE, lain"
mau ditransfer ke date lain,batch : 28 of 48 row: 4,alasan_DATE,90%,"transfer, DATE, lain"
"Joined DATE ternyata krn butuh surat keterangan berjemaat utk nikahnya. Setelah menikah, MIA. Di WA berkali2, hanya di Read, gak pernah dibalas.",batch : 28 of 48 row: 5,perbedaan_musim_kehidupan,80%,"menikah, MIA, nikahnya"
"Selain tidak ada respon lagi, juga tidak pernah hadir lg di pertemuan onsite/online. Kmi berdoa dia tetap bisa bertumbuh di tmpt lain.",batch : 28 of 48 row: 6,tidak_ada_respon,90%,"respon, MIA, hadir"
kesibukan kerjaan dan belum bisa berkomitmen hadir,batch : 28 of 48 row: 7,waktu_tidak_sesuai,80%,"kesibukan, kerjaan, komitmen"
kesibukan kerjaan dan belum bisa berkomitmen hadir,batch : 28 of 48 row: 8,waktu_tidak_sesuai,80%,"kesibukan, kerjaan, komitmen"
entah mengapa ada 1 member dengan 2 akun disini dengan email yg sama,batch : 28 of 48 row: 9,Admin,80%,"akun, email, member"
Already given chance within 2 months but she didnt show up in the given time.,batch : 28 of 48 row: 10,tidak_ada_respon,90%,"show, up, given"
already given chance to come within 2 months but he didnt show up.,batch : 29 of 48 row: 1,tidak_ada_respon,90%,"tidak show up, 2 months, chance"
"DM sudah menikah, dan ingin mencari date married couple,. sudah saya bantu carikan tapi sepertinya kutang cocok dan DM ingin cari sendiri",batch : 29 of 48 row: 2,alasan_DATE,95%,"menikah, date married, cocok"
DL resign krn pindah ke LN,batch : 29 of 48 row: 3,lokasi,100%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 29 of 48 row: 4,lokasi,100%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 29 of 48 row: 5,lokasi,100%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 29 of 48 row: 6,lokasi,100%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 29 of 48 row: 7,lokasi,100%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 29 of 48 row: 8,lokasi,100%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 29 of 48 row: 9,lokasi,100%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 29 of 48 row: 10,lokasi,100%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 30 of 48 row: 1,lokasi,100%,"pindah, LN"
Mau mencari date lain,batch : 30 of 48 row: 2,alasan_DATE,100%,"date, lain"
Mau mencari date lain,batch : 30 of 48 row: 3,alasan_DATE,100%,"date, lain"
Mau mencari date lain,batch : 30 of 48 row: 4,alasan_DATE,100%,"date, lain"
double entry karena kesalahan alamat email,batch : 30 of 48 row: 5,Admin,100%,"kesalahan, email"
Mencari Date lain,batch : 30 of 48 row: 6,alasan_DATE,100%,"date, lain"
pindah kota dan pindah gereja,batch : 30 of 48 row: 7,lokasi,100%,"pindah, kota"
akan pindah gereja lain karena persiapan pernikahan,batch : 30 of 48 row: 8,perbedaan_musim_kehidupan,100%,"pernikahan, gereja"
salah alamat email,batch : 30 of 48 row: 9,Admin,100%,"kesalahan, email"
"ada date member sdh 2 thn join tp tdk bs join date di myjpcc krn sdh penuh, sementara spouse ini tdk pernah ikut date meeting",batch : 30 of 48 row: 10,alasan_DATE,100%,"date, penuh"
"ada member yg sdh 2 thn join tdk bs join date krn penuh, sementara spouse ini tdk pernah ikut date meeting",batch : 31 of 48 row: 1,alasan_DATE,90%,"date, penuh, spouse"
ganti akun myjpcc,batch : 31 of 48 row: 2,Admin,100%,"ganti, akun, myjpcc"
pindah Date,batch : 31 of 48 row: 3,alasan_DATE,100%,"pindah, date"
Memiliki perbedaan nilai dengan JPCC,batch : 31 of 48 row: 4,others,80%,"perbedaan, nilai, JPCC"
merasa kurang cocok,batch : 31 of 48 row: 5,alasan_DATE,90%,"kurang, cocok"
menikah dan pindah negara,batch : 31 of 48 row: 6,lokasi,100%,"menikah, pindah, negara"
akan pindah ke date KG6. DL KG6 akan invite Venny,batch : 31 of 48 row: 7,alasan_DATE,100%,"pindah, date, KG6"
mau pindah date yg lebi sesuai waktu & kebutuhan.,batch : 31 of 48 row: 8,alasan_DATE,90%,"pindah, date, waktu"
Meninggal Dunia karena sakit kanker.,batch : 31 of 48 row: 9,others,100%,"meninggal, dunia, sakit"
"Ada habit pinjam uang dan sudah di kasih tapi terus terusan , akhirnya kami cari tau ke DL sebelumnya ternyata memang habit nya seperti itu dan di sarankan untuk di Cut saja",batch : 31 of 48 row: 10,alasan_DATE,90%,"habit, pinjam, uang"
mau di provide sebagai core team tetapi dia terlalu �rohani� sehingga ketika ada ketidakcocokan dia langsung mengundurkan diri tanpa may membuka ruang untuk berkomunikasi.,batch : 32 of 48 row: 1,alasan_DATE,90%,"ketidakcocokan, mengundurkan, komunikasi"
domisili pindah ke jawatimur,batch : 32 of 48 row: 2,lokasi,100%,"domisili, pindah, jawatimur"
buat akun baru,batch : 32 of 48 row: 3,Admin,80%,"buat, akun, baru"
Pindah keluar kota,batch : 32 of 48 row: 4,lokasi,100%,"pindah, keluar, kota"
date akan ditutup dan member ingin mencari date lain,batch : 32 of 48 row: 5,alasan_DATE,90%,"date, ditutup, mencari"
Pindah ke Melbourne for good,batch : 32 of 48 row: 6,lokasi,100%,"pindah, melbourne, for"
pindah dan menetap di luar negeri,batch : 32 of 48 row: 7,lokasi,100%,"pindah, luar, negeri"
"Lokasi DATE pindah, dan yang bersangkutan memutuskan untuk mencoba DATE lain yang lebih memungkinkan untuk alasan lokasi",batch : 32 of 48 row: 8,lokasi,100%,"lokasi, pindah, date"
lokasi date pindah dan yang bersangkutan memutuskan untuk mencoba DATE lain yang lebih dekat lokasiny dgn kantor/ tempat tinggal.,batch : 32 of 48 row: 9,lokasi,100%,"lokasi, pindah, date"
Menikah & Pindah Ke Tasikmalaya ikut Suami,batch : 32 of 48 row: 10,perbedaan_musim_kehidupan,90%,"menikah, pindah, suami"
Steffi dan Aldwin sudah keluar dari date dan mau mencari Date lain yang sesuai dengan waktu mereka,batch : 33 of 48 row: 1,alasan_DATE,90%,"date, waktu, sesuai"
Steffi dan Aldwin sudah keluar dari date dan mau mencari Date lain yang sesuai dengan waktu mereka,batch : 33 of 48 row: 2,alasan_DATE,90%,"date, waktu, sesuai"
pindah domisili,batch : 33 of 48 row: 3,lokasi,100%,"pindah, domisili"
pindah domisili,batch : 33 of 48 row: 4,lokasi,100%,"pindah, domisili"
Kembali ke Singapore,batch : 33 of 48 row: 5,lokasi,100%,"kembali, singapore"
pindah date muara karang 8,batch : 33 of 48 row: 6,alasan_DATE,90%,"pindah, date"
berhalangan krn suami belum tertanam di gereja,batch : 33 of 48 row: 7,perbedaan_musim_kehidupan,80%,"suami, tertanam"
"DL resign, nomor DM tidak bisa dihubungi",batch : 33 of 48 row: 8,tidak_ada_respon,95%,"resign, tidak, dihubungi"
DL dinonaktifkan. DM tidak merespon saat dikonfirmasi mau pindah date/bagaimana,batch : 33 of 48 row: 9,tidak_ada_respon,95%,"dinonaktifkan, tidak, merespon"
DL dinonaktifkan. DM bilang mau stop date dulu,batch : 33 of 48 row: 10,alasan_DATE,90%,"stop, date, dulu"
pindah ke NTT,batch : 34 of 48 row: 1,lokasi,100%,"pindah, NTT, lokasi"
DL dinonaktifkan. DM tidak merespon saat dikonfirmasi mau pindah date/bagaimana,batch : 34 of 48 row: 2,alasan_DATE,80%,"DATE, dinonaktifkan, merespon"
sudah pindah luar jakarta,batch : 34 of 48 row: 3,lokasi,100%,"pindah, luar, jakarta"
DL dinonaktifkan. DM tidak merespon saat dikonfirmasi mau pindah date/bagaimana,batch : 34 of 48 row: 4,alasan_DATE,80%,"DATE, dinonaktifkan, merespon"
DL dinonaktifkan. DM tidak merespon saat dikonfirmasi mau pindah date/bagaimana,batch : 34 of 48 row: 5,alasan_DATE,80%,"DATE, dinonaktifkan, merespon"
Lokasi dan waktu yang tidak sesuai,batch : 34 of 48 row: 6,waktu_tidak_sesuai,100%,"waktu, lokasi, tidak"
Pindah ke luar kota untuk menetap di sana,batch : 34 of 48 row: 7,lokasi,100%,"pindah, luar, kota"
Pindah ke luar kota untuk menetap di sana,batch : 34 of 48 row: 8,lokasi,100%,"pindah, luar, kota"
Tidak bisa berkomitmen lagi di dalam Date,batch : 34 of 48 row: 9,alasan_DATE,100%,"DATE, berkomitmen, tidak"
"Mengatakan bahwa pastor2 di jpcc hutang darah (yg artinya tidak selamat/binasa/masuk neraka). Dan mengatakan bahwa melakukan yoga adalah penyembahan berhala. Selalu mengatakan tentang kutuk, hukuman Tuhan, murka Tuhan, dan segala sesuatu yg tidak sesuai pendapat dia asalnya adalah dari iblis. Tertanam di yayasan mahanaim/bahtera ministry yg dimiliki oleh iin cipto",batch : 34 of 48 row: 10,tertanam_di_gereja_lain,100%,"yayasan, mahanaim, tertanam"
"Mengatakan bahwa pastor2 di jpcc hutang darah (yg artinya tidak selamat/binasa/masuk neraka). Dan mengatakan bahwa melakukan yoga adalah penyembahan berhala. Selalu mengatakan tentang kutuk, hukuman Tuhan, murka Tuhan, dan segala sesuatu yg tidak sesuai pendapat dia asalnya adalah dari iblis. Tertanam di yayasan mahanaim/bahtera ministry yg dimiliki oleh iin cipto",batch : 35 of 48 row: 1,others,80%,"yayasan, mahanaim, bahtera"
pindah kota,batch : 35 of 48 row: 2,lokasi,100%,"pindah, kota"
Pindah kota,batch : 35 of 48 row: 3,lokasi,100%,"pindah, kota"
tidak mau berkomitmen lagi dan mencoba pindah ke Date lain,batch : 35 of 48 row: 4,alasan_DATE,90%,"Date, pindah, komitmen"
DL dalam proses mengundurkan diri,batch : 35 of 48 row: 5,Admin,80%,"proses, mengundurkan"
DL dalam proses mengundurkan diri,batch : 35 of 48 row: 6,Admin,80%,"proses, mengundurkan"
tidak mau berkomitmen lagi dalam Date dan sudah kurang lebih 3 bulan tidak join Date,batch : 35 of 48 row: 7,alasan_DATE,90%,"Date, komitmen, tidak"
tidak tahu ini siapa,batch : 35 of 48 row: 8,others,100%,"tidak, tahu, siapa"
ganti email dan akun baru,batch : 35 of 48 row: 9,Admin,80%,"ganti, email, akun"
DL step down from the role.,batch : 35 of 48 row: 10,Admin,80%,"step, down, role"
pindah ke glc7. namun di list gak ada. nanti diinvite Ama glc7,batch : 36 of 48 row: 1,lokasi,90%,"pindah, glc7"
sudah pindah kota,batch : 36 of 48 row: 2,lokasi,100%,"pindah, kota"
ada ketidakcocokan dengan budaya date dan beberapa DM.,batch : 36 of 48 row: 3,alasan_DATE,95%,"ketidakcocokan, budaya"
date member sudah tidak di Jakarta lagi,batch : 36 of 48 row: 4,lokasi,100%,"pindah, Jakarta"
mau mencari date yang baru,batch : 36 of 48 row: 5,alasan_DATE,90%,"date, baru"
pengunduran diri DL,batch : 36 of 48 row: 6,others,80%,"pengunduran, DL"
pengunduran diri DL,batch : 36 of 48 row: 7,others,80%,"pengunduran, DL"
jarang hadir,batch : 36 of 48 row: 8,tidak_ada_respon,85%,"jarang, hadir"
jarang hadir,batch : 36 of 48 row: 9,tidak_ada_respon,85%,"jarang, hadir"
fokus di karir,batch : 36 of 48 row: 10,perbedaan_musim_kehidupan,95%,"fokus, karir"
tidak ingin bergabung di Date karena merasa bergereja sudah cukup baginya,batch : 37 of 48 row: 1,alasan_DATE,90%,"tidak ingin, Date, bergereja"
"saya dalam proses resign dari posisi DL dan teman date saya, Joshua mau mencari date lain.",batch : 37 of 48 row: 2,alasan_DATE,95%,"resign, DL, Date"
Pindah ke Manado,batch : 37 of 48 row: 3,lokasi,100%,"Pindah, Manado"
pindah ke katolik mengikuti suami,batch : 37 of 48 row: 4,perbedaan_musim_kehidupan,90%,"pindah, katolik, suami"
double data,batch : 37 of 48 row: 5,Admin,100%,"double, data"
DF hanya menggantikan sementara sampai DATE di takeover oleh DL,batch : 37 of 48 row: 6,alasan_DATE,95%,"DF, DL, DATE"
pindah ke Luar Negri,batch : 37 of 48 row: 7,lokasi,100%,"pindah, Luar Negri"
keduanya memutuskan tidak mau ikut date lagi,batch : 37 of 48 row: 8,alasan_DATE,95%,"memutuskan, tidak mau, Date"
pindah ke US,batch : 37 of 48 row: 9,lokasi,100%,"pindah, US"
memutuskan tidak aktif,batch : 37 of 48 row: 10,others,80%,"memutuskan, tidak aktif"
test,batch : 38 of 48 row: 1,others,100%,"test, invalid, input"
DL tidak aktif,batch : 38 of 48 row: 2,tidak_ada_respon,100%,"tidak, aktif, DL"
test,batch : 38 of 48 row: 3,others,100%,"test, invalid, input"
DATE Leader akan mengundurkan diri dan mau mencari DATE lain,batch : 38 of 48 row: 4,alasan_DATE,100%,"DATE, Leader, mengundurkan"
DATE Leader akan mengundurkan diri dan mau mencari DATE lain,batch : 38 of 48 row: 5,alasan_DATE,100%,"DATE, Leader, mengundurkan"
DATE Leader akan mengundurkan diri dan mau mencari DATE lain,batch : 38 of 48 row: 6,alasan_DATE,100%,"DATE, Leader, mengundurkan"
test,batch : 38 of 48 row: 7,others,100%,"test, invalid, input"
"emma sudah hampir setahun tidak datang date tidak bertemu dengan DL atau member date, saat ini pekerjaannya menuntut untuk bolak balik ke kalimantan... dan rencana masih setahun kedepan akan sprt ini... berat memang melepas anak dm. tapi saya berharap semua anak date bertumbuh dan berbuah. bagaimana mau bertumbuh jika tidak pernah bertemu..... oleh karena itu saya sudah berkonsultasi juga dengan DF mengenai status emma... jauh, tidak pernah datang jadinya dan agak sulit dihubungi (baru akhir2 ini agak gampang di wa chat).... saya memberikan kesempatan ema untuk bertumbuh di tmpt dimana dia banyak berada sekarang dan mengizinkan untuk masuk date lagi setelah dia kembali ke jkt. selain itu saya ingin anak date member lain juga tidak merasa aneh dengan dizinkannta member tidak datang tapj terus tertanam dalam myjpcc. karena itu saya memutuska untuk saat ini me remove emma dahulh",batch : 38 of 48 row: 8,lokasi,100%,"pindah, kalimantan, relokasi"
Hampir 1 thn tidak hadir,batch : 38 of 48 row: 9,tidak_ada_respon,100%,"tidak, hadir, respon"
Pasangan bermasalah dgn group krna si istri penuh dgn prasangka buruk & minta sebagai yg paling di respect. Smntara suami tdk bs ambil keputusan/alasan selain vacum & tdk mau berkomunitas Gereja lg. Kmi lbh baik selamatkan CR2 drpd couple tsb. Tmksh,batch : 38 of 48 row: 10,perbedaan_musim_kehidupan,100%,"pasangan, bermasalah, prasangka"
test,batch : 39 of 48 row: 1,others,100%,"test, insufficient, information"
sudah jadi pastor,batch : 39 of 48 row: 2,perbedaan_musim_kehidupan,100%,"pastor, karier, baru"
meninggal dunia,batch : 39 of 48 row: 3,others,100%,"meninggal, dunia, wafat"
test,batch : 39 of 48 row: 4,others,100%,"test, insufficient, information"
"Date Tidak Aktif, mencari Date Baru.",batch : 39 of 48 row: 5,alasan_DATE,100%,"Date, Tidak, Aktif"
"Date Tidak Aktif, mencari Date Baru.",batch : 39 of 48 row: 6,alasan_DATE,100%,"Date, Tidak, Aktif"
"Date Tidak Aktif, mencari Date Baru.",batch : 39 of 48 row: 7,alasan_DATE,100%,"Date, Tidak, Aktif"
"Date Tidak Aktif, mencari Date Baru.",batch : 39 of 48 row: 8,alasan_DATE,100%,"Date, Tidak, Aktif"
"Date Tidak Aktif, mencari Date Baru.",batch : 39 of 48 row: 9,alasan_DATE,100%,"Date, Tidak, Aktif"
"Date Tidak Aktif, mencari Date Baru.",batch : 39 of 48 row: 10,alasan_DATE,100%,"Date, Tidak, Aktif"
"Date Tidak Aktif, mencari Date Baru.",batch : 40 of 48 row: 1,alasan_DATE,90%,"Date, Tidak, Aktif"
"Date Tidak Aktif, mencari Date Baru.",batch : 40 of 48 row: 2,alasan_DATE,90%,"Date, Tidak, Aktif"
double,batch : 40 of 48 row: 3,others,50%,double
Sudah bukan DM lagi,batch : 40 of 48 row: 4,alasan_DATE,80%,"Sudah, bukan, DM"
mengundurkan diri sukarela,batch : 40 of 48 row: 5,others,70%,"mengundurkan, diri, sukarela"
Mengundurkan diri sukarela,batch : 40 of 48 row: 6,others,70%,"Mengundurkan, diri, sukarela"
"kami doubel klik di request, harusnya Calon DM ms probation, tp tdk sengaja ke klik approve msk jd DM",batch : 40 of 48 row: 7,Admin,95%,"doubel, klik, request"
berpindah agama,batch : 40 of 48 row: 8,perbedaan_musim_kehidupan,80%,"berpindah, agama"
mengundurkan diri,batch : 40 of 48 row: 9,others,60%,"mengundurkan, diri"
mengundurkan diri,batch : 40 of 48 row: 10,others,60%,"mengundurkan, diri"
pindah gereja,batch : 41 of 48 row: 1,tertanam_di_gereja_lain,90%,"pindah, gereja"
"Lidya tidak pernah hadir. Terakhir di hubungi infonya sibuk bekerja. Sering pindah pekerjaan dan tempat tinggal. Pernah mengajukan bantuan finansial ke JPCC peduli covid tanpa diskusi dgn DL. Apabila kemudian ia mencari date lain, mungkin perlu menjadi concern kondisinya yg perlu kesembuhan dari gangguan kejiwaan (alasan utama karena sulit mengampuni kakak²nya dan berdamai dgn diri sendiri).",batch : 41 of 48 row: 2,others,80%,"tidak, hadir, sibuk"
Nico hanya aktif hadir virtual date di tahun pertama (2020) sehingga pada tahun 2022 kami membatalkan rekomendasi utk pelayanan hospitality yg sudah diajukan sebelum pandemik terjadi. Pertimbangan kami adalah karena ketidakhadiran dia di date serta sering tidak mengikuti online service JPCC. Hal ini menyebabkan ketika hadir pun juga tidak inline dgn materi pembahasan di date.,batch : 41 of 48 row: 3,alasan_DATE,85%,"tidak, hadir, date"
sejak November 2021 sudah tidak pernah join ibadah Date ataupun aktifitas lainnya di Date Taman Anggrek 13 dan tdk join ibadah JPCC sejak tahun lalu,batch : 41 of 48 row: 4,tidak_ada_respon,95%,"tidak, hadir, slow"
"sudah tidak hadir di date sejak bulan Mei 23. No info, telp tdk dijawab. Wa slow respon.  Divisit juga tdk mau.",batch : 41 of 48 row: 5,lokasi,100%,"sekolah, Jerman"
Sekolah di Jerman (Nuremberg),batch : 41 of 48 row: 6,lokasi,100%,"sekolah, keluar"
sekolah keluar negeri,batch : 41 of 48 row: 7,lokasi,100%,"pindah, kota"
DM pindah kota,batch : 41 of 48 row: 8,waktu_tidak_sesuai,90%,"bentrok, kerjaan"
"sudah 3 bulan lebih tidak hadir karena bentrok dgn kerjaan. sudah di encourage untuk ikut DATE lain, dan belum bisa komit untuk ikut DATE",batch : 41 of 48 row: 9,tertanam_di_gereja_lain,90%,"pindah, date, komunitas"
"awalnya memilih pindah date krn alasan tidak cocok waktunya. setelah dilayani mencari alternatif date lain, akhirnya memilih tertanam di komunitas lain di luar jpcc",batch : 41 of 48 row: 10,tertanam_di_gereja_lain,95%,"pindah date, komunitas lain"
putus dengan pacar yg date member dan tidak ada respon,batch : 42 of 48 row: 1,alasan_DATE,90%,"putus, date, respon"
pindah ke Australia.,batch : 42 of 48 row: 2,lokasi,100%,"pindah, Australia"
double email,batch : 42 of 48 row: 3,Admin,80%,"double, email"
"tidak bisa hadir karena pekerjaan, perbedaan usia dan pemahaman yang cukup signifikan dengan anggota DATE lainnya",batch : 42 of 48 row: 4,alasan_DATE,95%,"pekerjaan, date, perbedaan"
Merasa tidak nyambung dgn komunitas yg diharapkan jadi 2nd home.,batch : 42 of 48 row: 5,others,70%,"tidak, nyambung, komunitas"
"sudah tidak aktif. beberapa masalah inter personal dengan member lain, belum diselesaikan",batch : 42 of 48 row: 6,alasan_DATE,85%,"masalah, inter, personal"
S2 ke luar negeri,batch : 42 of 48 row: 7,perbedaan_musim_kehidupan,95%,"S2, luar, negeri"
member pindah ke bali tapi masih keep contact,batch : 42 of 48 row: 8,lokasi,90%,"pindah, bali"
Ruth mengajukan pengunduran diri krn sedang mengalami masalah dgn date member lain. Tujuan pengunduran diri ini adalah agar bs fokus utk menyelesaikan masalah yg sedang terjadi.,batch : 42 of 48 row: 9,alasan_DATE,98%,"masalah, date, pengunduran"
Sudah meninggal dunia,batch : 42 of 48 row: 10,others,100%,"meninggal, dunia"
Move to Kualalumpur,batch : 43 of 48 row: 1,lokasi,100%,"Move, Kualalumpur"
mau keluar dari DATE karena sedang fokus mengurus pernikahan. tidak fokus ke DATE dulu. setelah menikah mau ke married couple,batch : 43 of 48 row: 2,perbedaan_musim_kehidupan,100%,"menikah, fokus"
mau regis ulang pk email lain,batch : 43 of 48 row: 3,Admin,100%,"regis, email"
testing,batch : 43 of 48 row: 4,others,100%,testing
ingin mencoba date lain karna ada perbedaan pendapat dengan DL,batch : 43 of 48 row: 5,alasan_DATE,100%,"perbedaan, DL"
sdh ada terdaftar dalam email yg berbeda,batch : 43 of 48 row: 6,Admin,100%,"terdaftar, email"
pindah ke luar negeri,batch : 43 of 48 row: 7,lokasi,100%,"pindah, luar"
lanjut studi S3 di Hongkong,batch : 43 of 48 row: 8,perbedaan_musim_kehidupan,100%,"lanjut, studi"
lanjutkan studi S3 di Hongkong (HKUST),batch : 43 of 48 row: 9,perbedaan_musim_kehidupan,100%,"lanjutkan, studi"
Mau mencoba mencari cari date lain,batch : 43 of 48 row: 10,alasan_DATE,100%,"cari, date"
date leader rubah ke merried couple,batch : 44 of 48 row: 1,alasan_DATE,90%,"date, leader, rubah"
Memutuskan untuk keluar DATE,batch : 44 of 48 row: 2,alasan_DATE,80%,"keluar, DATE"
pindah ke DATE lain,batch : 44 of 48 row: 3,alasan_DATE,95%,"pindah, DATE"
menikah dan menetap di Bali,batch : 44 of 48 row: 4,perbedaan_musim_kehidupan,95%,"menikah, menetap"
double profile,batch : 44 of 48 row: 5,Admin,80%,"double, profile"
personal,batch : 44 of 48 row: 6,others,50%,personal
sudah terdaftar sebelumnya,batch : 44 of 48 row: 7,Admin,90%,"sudah, terdaftar"
orang tua date member,batch : 44 of 48 row: 8,others,40%,"orang, tua"
merasa tdk nyaman karena status dan merasa sulit untuk beradaptasi.,batch : 44 of 48 row: 9,alasan_DATE,85%,"merasa, tdk"
Pindah ke Australia (Port Macquarie),batch : 44 of 48 row: 10,lokasi,100%,"Pindah, Australia"
Pindah ke Australia (Port Macquarie),batch : 45 of 48 row: 1,lokasi,100%,"pindah, Australia, Port Macquarie"
DM ganti HP dan email baru?,batch : 45 of 48 row: 2,others,50%,"ganti, HP, email"
saat ini karena masih punya anak baby jdi masih belum bisa komiymen untuk tiap minggu datang. hanya bisa sesekali hadir,batch : 45 of 48 row: 3,perbedaan_musim_kehidupan,90%,"anak, baby, komiymen"
sudah pindah ke luar kota secara permanen,batch : 45 of 48 row: 4,lokasi,100%,"pindah, luar kota, permanen"
pindah ke Bali,batch : 45 of 48 row: 5,lokasi,100%,"pindah, Bali"
pindah negara,batch : 45 of 48 row: 6,lokasi,100%,"pindah, negara"
Study di America,batch : 45 of 48 row: 7,lokasi,100%,"study, America"
sedang study di Amerika,batch : 45 of 48 row: 8,lokasi,100%,"study, Amerika"
tidak tertanam di jpcc,batch : 45 of 48 row: 9,tertanam_di_gereja_lain,80%,"tidak tertanam, jpcc"
Tidak tertanam di jpcc,batch : 45 of 48 row: 10,tertanam_di_gereja_lain,80%,"tidak tertanam, jpcc"
"tidak pernah hadir kurang lebih 2½ tahun terakhir, sibuk dengan pekerjaan dan persiapan beasiswa S2, sering di kontak dan menginformasikan akan hadir tetapi tetap tidak muncul. secara keinginan bertumbuh sebenarnya ada, tetapi tidak terlihat dari kerinduan utk benar² hadir dalam pertemuan date.",batch : 46 of 48 row: 1,perbedaan_musim_kehidupan,90%,"pekerjaan, beasiswa, S2"
"tertanam dan melayani di gereja lain, tidak pernah hadir 2 ½ tahun terakhir, perbedaan musim kehidupan (waktunya sangat sibuk dengan pekerjaan). prioritas menemani mama sejak papanya kembali ke rumah Bapa.",batch : 46 of 48 row: 2,tertanam_di_gereja_lain,95%,"gereja lain, melayani, prioritas"
"tidak pernah hadir, sulit terhubung (sudah dikontak tapi tidak ada respon), 3 tahun lalu hadir tapi tidak bisa full focus karena tanggung jawab pekerjaan",batch : 46 of 48 row: 3,tidak_ada_respon,80%,"sulit terhubung, tidak ada respon, pekerjaan"
ditempatkan ke luar negeri,batch : 46 of 48 row: 4,lokasi,100%,"luar negeri, ditempatkan, relokasi"
pindah k Surabaya,batch : 46 of 48 row: 5,lokasi,100%,"pindah, Surabaya, relokasi"
double,batch : 46 of 48 row: 6,others,50%,"double, tidak jelas, insufficient"
