delete_reason,batch,Final label,Confidence,Keywords
tidak pernah hadir dan tidak ada respon,batch : 22 of 48 row: 1,tidak_ada_respon,95%,"tidak hadir, tidak ada respon, MIA"
mau add istrinya duluan karena istrinya yg daftarin anak,batch : 22 of 48 row: 2,perbedaan_musim_kehidupan,85%,"istri, perubahan status, keluarga"
ketrima skolah di Luar Negri (Perancis),batch : 22 of 48 row: 3,lokasi,98%,"luar negeri, Perancis, sekolah"
akan ada peoject ke luar kota cukup lama,batch : 22 of 48 row: 4,lokasi,90%,"luar kota, project, relokasi"
bekerja di luar pulau,batch : 22 of 48 row: 5,lokasi,95%,"luar pulau, bekerja, pindah"
Pindah lokasi domisili dan akan mencari Date lain yang dekat dgn lokasi mereka saat ini,batch : 22 of 48 row: 6,lokasi,92%,"pindah lokasi, domisili, relokasi"
Pindah ke gereja suami.,batch : 22 of 48 row: 7,tertanam_di_gereja_lain,88%,"pindah gereja, suami, gereja lain"
pindah kerja ke Kamboja,batch : 22 of 48 row: 8,lokasi,95%,"Kamboja, pindah kerja, luar negeri"
"Selain memang tidak cocok dengan salah 1 member, kebetulan pindah kantor dan mau fokus dengan pekerjaan dulu",batch : 22 of 48 row: 9,lokasi,80%,"pindah kantor, tidak cocok member, fokus kerja"
"mau pindah ke date couple di bsd 77 , udh coba transfer data tp sepertinya appsnya lg error..dan udh komunikasii juga sama DL di bsd 77",batch : 22 of 48 row: 10,Admin,85%,"transfer data, app error, administrative"
ka Lontar akan pindah ke Dubai untuk urusan pekerjaan,batch : 23 of 48 row: 1,lokasi,95%,"pindah, Dubai, pekerjaan"
Vincent pindah domisili ke Bandung,batch : 23 of 48 row: 2,lokasi,95%,"pindah domisili, Bandung"
test,batch : 23 of 48 row: 3,others,85%,"test, unclear"
Pindah ke Jepang bersama suami,batch : 23 of 48 row: 4,lokasi,90%,"pindah, Jepang, suami"
pindah kerja ke Kalimantan,batch : 23 of 48 row: 5,lokasi,95%,"pindah kerja, Kalimantan"
Ybs memutuskan utk tidak bergabung di Date PI3,batch : 23 of 48 row: 6,alasan_DATE,85%,"tidak bergabung, Date PI3"
jarang hadir,batch : 23 of 48 row: 7,tidak_ada_respon,80%,jarang hadir
Menggantikan DL,batch : 23 of 48 row: 8,Admin,90%,"Menggantikan, DL, administrative"
DF pengganti,batch : 23 of 48 row: 9,Admin,90%,"pengganti, DF, administrative"
pindah domisili ke Surabaya,batch : 23 of 48 row: 10,lokasi,95%,"pindah domisili, Surabaya"
sudah join date lain,batch : 24 of 48 row: 1,alasan_DATE,85%,"join date lain, pindah DATE, DATE lain"
sudah ada nama nya cuman msh di date krna kmren beda pasword muncul di aplikasi jdi di accep lagi.,batch : 24 of 48 row: 2,Admin,90%,"password error, aplikasi, accepted again"
penutupan DATE dan sudah menginfokan kepada DM,batch : 24 of 48 row: 3,alasan_DATE,95%,"penutupan DATE, DATE close, DM informed"
penutupan DATE dan sudah menginfokan kepada DM,batch : 24 of 48 row: 4,alasan_DATE,95%,"penutupan DATE, DATE close, DM informed"
penutupan DATE dan sudah menginfokan kepada DM,batch : 24 of 48 row: 5,alasan_DATE,95%,"penutupan DATE, DATE close, DM informed"
penutupan DATE dan sudah menginfokan kepada DM,batch : 24 of 48 row: 6,alasan_DATE,95%,"penutupan DATE, DATE close, DM informed"
penutupan DATE dan sudah menginfokan kepada DM,batch : 24 of 48 row: 7,alasan_DATE,95%,"penutupan DATE, DATE close, DM informed"
date currently is not active,batch : 24 of 48 row: 8,alasan_DATE,90%,"DATE not active, inactive DATE, DATE status"
date currently is not active,batch : 24 of 48 row: 9,alasan_DATE,90%,"DATE not active, inactive DATE, DATE status"
date currently is not active,batch : 24 of 48 row: 10,alasan_DATE,90%,"DATE not active, inactive DATE, DATE status"
date currently is not active,batch : 25 of 48 row: 1,alasan_DATE,85%,"DATE not active, group status, inactive"
date currently is not active,batch : 25 of 48 row: 2,alasan_DATE,85%,"DATE not active, group status, inactive"
date currently is not active,batch : 25 of 48 row: 3,alasan_DATE,85%,"DATE not active, group status, inactive"
Rest in Peace,batch : 25 of 48 row: 4,others,95%,"wafat, RIP, meninggal"
"tidak pernah hadir, tidak ada respon di grup WA, diajak ketemuan juga menghindar terus",batch : 25 of 48 row: 5,tidak_ada_respon,95%,"tidak hadir, tidak respon, menghindar"
berpindah keyakinan,batch : 25 of 48 row: 6,others,90%,"pindah keyakinan, agama, tidak jelas"
"masih transisi, kepencet accept",batch : 25 of 48 row: 7,Admin,85%,"transisi, kesalahan, accept"
ingin pindah ke date lain,batch : 25 of 48 row: 8,alasan_DATE,90%,"pindah DATE, ganti kelompok, DATE lain"
ingin pindah ke date lain,batch : 25 of 48 row: 9,alasan_DATE,90%,"pindah DATE, ganti kelompok, DATE lain"
Belum mau tertanam di Date saat ini,batch : 25 of 48 row: 10,alasan_DATE,85%,"belum tertanam, DATE saat ini, ragu"
Belum mau tertanam di Date untuk saat ini,batch : 26 of 48 row: 1,alasan_DATE,85%,"tertanam, DATE, belum siap"
cukup 1 saja,batch : 26 of 48 row: 2,others,45%,"cukup, ambigu, tidak jelas"
Sudah berpulang,batch : 26 of 48 row: 3,others,90%,"berpulang, wafat, meninggal"
Tidak beribadah di JPCC,batch : 26 of 48 row: 4,tertanam_di_gereja_lain,75%,"tidak beribadah, JPCC, gereja lain"
sedang dlm proses,batch : 26 of 48 row: 5,others,60%,"proses, ambigu, tidak lengkap"
permintaan dari DATE Member,batch : 26 of 48 row: 6,alasan_DATE,90%,"permintaan, DATE Member, keluar"
permintaan dari DATE Member,batch : 26 of 48 row: 7,alasan_DATE,90%,"permintaan, DATE Member, keluar"
sudah meninggal 2 thn lalu,batch : 26 of 48 row: 8,others,95%,"meninggal, wafat, 2 tahun"
"Debo herself minta untuk keluar dari Date. Ada beberapa hal yg Debo sampaikan ke saya dan my part mendoakan Debo for peace of mind, keep connected with God",batch : 26 of 48 row: 9,alasan_DATE,85%,"minta keluar, DATE, peace of mind"
harusnya probation dulu karena baru join,batch : 26 of 48 row: 10,Admin,88%,"probation, baru join, error administratif"
registrasi ulang my jpcc dengan email baru,batch : 27 of 48 row: 1,Admin,85%,"registrasi ulang, email baru, administratif"
pindah tugas ke papua,batch : 27 of 48 row: 2,lokasi,95%,"pindah tugas, papua, relokasi"
DL sudah mengundurkan diri dan sudah disetujui oleh JPCC. Namun DM belum mau mencari tempat date yang baru. DM hanya hadir 1-2x saja setahun.,batch : 27 of 48 row: 3,alasan_DATE,90%,"DL undur diri, DM cari DATE, hadir minimal"
DL sudah mengundurkan diri dan sudah disetujui oleh JPCC. Namun DM belum mau mencari tempat date yang baru. DM hanya hadir 1-2x saja setahun.,batch : 27 of 48 row: 4,alasan_DATE,90%,"DL undur diri, DM cari DATE, hadir minimal"
DL sudah mengundurkan diri dan sudah disetujui oleh JPCC. Namun DM belum mau mencari tempat date yang baru. DM hanya hadir 1-2x saja setahun.,batch : 27 of 48 row: 5,alasan_DATE,90%,"DL undur diri, DM cari DATE, hadir minimal"
DL sudah mengundurkan diri dan sudah disetujui oleh pihak JPCC. Namun DM tidak mau langsung mencari tempat date yang baru. Selama ini DM pun hanya hadir 1-2x setahun.,batch : 27 of 48 row: 6,alasan_DATE,90%,"DL undur diri, DM DATE, hadir jarang"
date member ingin mencoba gereja lain,batch : 27 of 48 row: 7,tertanam_di_gereja_lain,85%,"gereja lain, mencoba, pindah"
ybs memilih untum tertanam di gbi wtc karena sekolah minggu anak yang bisa lebih mudah di akses,batch : 27 of 48 row: 8,tertanam_di_gereja_lain,90%,"tertanam GBI WTC, sekolah minggu, akses mudah"
ybs memilih untuk tertanam di gbi WTC karena alasan sekolah minggu anak yang lebih bisa diakses,batch : 27 of 48 row: 9,tertanam_di_gereja_lain,90%,"tertanam GBI WTC, sekolah minggu, akses"
70% sudah dibandung sehingga sudah tidak bisa ikut date dan beribadah di jpcc,batch : 27 of 48 row: 10,lokasi,85%,"sudah di bandung, tidak bisa ikut, relokasi"
"Sempat tidak ada respon dan menghilang tanpa ada kabar. CT juga sudah menghubungi dan tdk ada respon. Saat sdh diberitahu akan di-remove secara administrasi, barulah merespon. Itu pun minta waktu utk ga date dulu.",batch : 28 of 48 row: 1,tidak_ada_respon,85%,"menghilang, tidak ada respon, tidak balas"
Kesibukan. Untuk hadir sebulan sekali pun sulit.,batch : 28 of 48 row: 2,waktu_tidak_sesuai,90%,"kesibukan, sulit hadir, jadwal"
ubah email account ke email lama,batch : 28 of 48 row: 3,Admin,95%,"ubah email, perubahan data, administratif"
Meninggal pada akhir 2024 lalu. ???,batch : 28 of 48 row: 4,others,95%,"meninggal, wafat, 2024"
ganti nama ke isteri. karena isteri yang cari tiket war,batch : 28 of 48 row: 5,Admin,90%,"ganti nama, perubahan data, isteri"
Tidak pernah hadir di DATE selama 4 bulan dan tidak ada respon sama sekali.,batch : 28 of 48 row: 6,tidak_ada_respon,95%,"tidak pernah hadir, tidak ada respon, 4 bulan"
memilih bergereja di gbi gilgal,batch : 28 of 48 row: 7,tertanam_di_gereja_lain,95%,"bergereja di gbi, gereja lain, memilih"
memilih bergereja di gbi gilgal,batch : 28 of 48 row: 8,tertanam_di_gereja_lain,95%,"bergereja di gbi, gereja lain, memilih"
sudah menikah dan saat ini berdomisili di bogot sehingga tidak lagi bergereja di jpcc,batch : 28 of 48 row: 9,lokasi,90%,"berdomisili bogot, pindah, relokasi"
pindah kerja ke Korea Selatan selama 2 tahun ke depan,batch : 28 of 48 row: 10,lokasi,95%,"pindah kerja, Korea Selatan, relokasi"
ingin coba date lain,batch : 29 of 48 row: 1,alasan_DATE,85%,"coba date lain, perpindahan DATE, eksplorasi"
belum mau ke gereja,batch : 29 of 48 row: 2,tidak_ada_respon,75%,"belum mau, tidak responsif, minimal engagement"
sementara cuti dari Date karena pekerjaan sering ke luar negeri,batch : 29 of 48 row: 3,waktu_tidak_sesuai,90%,"pekerjaan, luar negeri, jadwal"
karena kuliah di China,batch : 29 of 48 row: 4,perbedaan_musim_kehidupan,95%,"kuliah, China, jenjang studi"
karena masuk ke komunitas lain yg lebih dekat & di kampus,batch : 29 of 48 row: 5,tertanam_di_gereja_lain,90%,"komunitas lain, kampus, lebih dekat"
mau coba DATE married couple,batch : 29 of 48 row: 6,alasan_DATE,80%,"DATE married couple, perpindahan DATE, kategori baru"
"DM meminta sabbatical dr date tp mau tetap pelayanan di ministry, setelah diberikan waktu 1 bulan, dan ditanyakan kembali komitmennya di date namun DM tsb merespon dgn tdk proper ke DL (tdk sopan). Dan kejadian ini sdh berulang. Ketika DM diingatkan, DM leave dr WAG dan tdk terima sikapnya dikoreksi oleh DL shg memutuskan untuk leave date.",batch : 29 of 48 row: 7,alasan_DATE,92%,"konflik leader, tidak terima koreksi, leave DATE"
sudah terdaftar atas nama suami,batch : 29 of 48 row: 8,Admin,85%,"terdaftar atas nama, perubahan data, administrative"
pindah ke Los Angelos,batch : 29 of 48 row: 9,lokasi,95%,"pindah, Los Angelos, relokasi"
Study ke luar negeri,batch : 29 of 48 row: 10,lokasi,95%,"luar negeri, study, relokasi"
Memilih tetap ke gereka katolik karena istri dan hanya ikut ibadah JPCC secara online. Dengan berdiskusi akhirnya ybs memilih mengundurkan diri dari Date.,batch : 30 of 48 row: 1,tertanam_di_gereja_lain,85%,"gereja katolik, istri, mengundurkan diri"
ada 2 nama,batch : 30 of 48 row: 2,Admin,90%,"2 nama, duplikat"
nama nya 2 di myjpcc,batch : 30 of 48 row: 3,Admin,90%,"2 nama, myjpcc"
sedang sekolah ke luar negeri,batch : 30 of 48 row: 4,lokasi,95%,"sekolah luar negeri, relokasi"
move abroad,batch : 30 of 48 row: 5,lokasi,95%,"abroad, pindah"
study abroad,batch : 30 of 48 row: 6,lokasi,95%,"study abroad, relokasi"
Rumah pindah setelah menikah,batch : 30 of 48 row: 7,perbedaan_musim_kehidupan,90%,"menikah, pindah rumah"
pindah date baru pi 3,batch : 30 of 48 row: 8,alasan_DATE,85%,"pindah date, PI 3"
pindah date lain,batch : 30 of 48 row: 9,alasan_DATE,85%,"pindah date, lain"
telah pindah ke luar negeri,batch : 30 of 48 row: 10,lokasi,95%,"luar negeri, pindah"
Pindah date sesuai lokasi domisili,batch : 31 of 48 row: 1,alasan_DATE,85%,"pindah date, lokasi domisili, date change"
Pindah date terkait lokasi,batch : 31 of 48 row: 2,alasan_DATE,85%,"pindah date, lokasi, group change"
Isi reason,batch : 31 of 48 row: 3,others,95%,"placeholder, incomplete, no info"
Belum memutuskan utk tertanam di JPCC,batch : 31 of 48 row: 4,tertanam_di_gereja_lain,80%,"belum memutuskan, tertanam, JPCC"
mengikuti istri yg memilih keluar utk pindah ke Date lain,batch : 31 of 48 row: 5,alasan_DATE,90%,"pindah date, mengikuti istri, date lain"
memilih keluar utk pindah ke Date lain,batch : 31 of 48 row: 6,alasan_DATE,90%,"pindah date, keluar, date lain"
"sudah dibicarakan dgn DM dan mungkin saat ini bukan pilihan tepat ke daate kami sehingga tidak pernah hadir (sekitar 8-10 bulan). sudah ditanya problemnya, salah satunya lokasi .. sudah ditawarkan daate lain tetapi belum mau",batch : 31 of 48 row: 7,alasan_DATE,85%,"tidak hadir, date tidak cocok, lokasi"
jarang hadir,batch : 31 of 48 row: 8,tidak_ada_respon,75%,"jarang hadir, minimal attendance, missing"
berhalangan karena sedang kuliah,batch : 31 of 48 row: 9,perbedaan_musim_kehidupan,90%,"kuliah, jenjang studi, berhalangan"
"Menikah dan pindah gereja, mengikuti suami.",batch : 31 of 48 row: 10,perbedaan_musim_kehidupan,90%,"menikah, pindah gereja, mengikuti suami"
Masih perlu berpikir untuk tertanam di Date,batch : 32 of 48 row: 1,alasan_DATE,75%,"tertanam, DATE, berpikir"
Masih perlu berpikir untuk tertanam di Date,batch : 32 of 48 row: 2,alasan_DATE,75%,"tertanam, DATE, berpikir"
mau mencari DATE baru,batch : 32 of 48 row: 3,alasan_DATE,85%,"DATE baru, mencari, pindah"
abroad,batch : 32 of 48 row: 4,lokasi,90%,"abroad, relokasi"
ingin pindah ke DATE baru dekat tempat kerja,batch : 32 of 48 row: 5,alasan_DATE,80%,"DATE baru, tempat kerja, pindah"
mau mencoba visit beberapa DATE lain,batch : 32 of 48 row: 6,alasan_DATE,85%,"DATE lain, visit, mencoba"
Kebutuhan Date bersama family sehingga mendapat pendampingan karena special needs,batch : 32 of 48 row: 7,perbedaan_musim_kehidupan,80%,"family, special needs, pendampingan"
"tidak pernah kebaktian di JPCC, karena sekolah minggu anak",batch : 32 of 48 row: 8,waktu_tidak_sesuai,85%,"sekolah minggu, anak, jadwal"
block semua nmr dan mengirimkan pesan aneh ke beberapa member dan grup,batch : 32 of 48 row: 9,tidak_ada_respon,90%,"block, aneh, MIA"
Sudah menemukan date lain yang lebih sesuai lokasi dan range usia DMnya,batch : 32 of 48 row: 10,alasan_DATE,85%,"DATE lain, lokasi, usia"
visit DATE lain yg married couple,batch : 33 of 48 row: 1,alasan_DATE,75%,"DATE lain, married couple, visit"
Sudah pindah ke USA,batch : 33 of 48 row: 2,lokasi,95%,"pindah, USA, relokasi"
account lama bermasalah. jd buat account baru,batch : 33 of 48 row: 3,Admin,90%,"account lama, bermasalah, account baru"
Ybs tdk ingin kondisinya mempengaruhi date.,batch : 33 of 48 row: 4,alasan_DATE,80%,"kondisi, date, pengaruh"
wanna go overseas,batch : 33 of 48 row: 5,lokasi,85%,"overseas, pindah, luar"
sementara,batch : 33 of 48 row: 6,others,45%,"sementara, tidak jelas, ambigu"
sementara pindah keluarkota,batch : 33 of 48 row: 7,lokasi,90%,"pindah, luar kota, sementara"
masih 9 tahun,batch : 33 of 48 row: 8,others,70%,"9 tahun, usia, tidak jelas"
permasalahan pribadi yang mengharuskan ybs utk mencari Date baru,batch : 33 of 48 row: 9,alasan_DATE,85%,"DATE baru, pribadi, permasalahan"
"sudah pindah ke USA, jadi tdk bisa date lagi di jpcc",batch : 33 of 48 row: 10,lokasi,95%,"pindah USA, tidak bisa, relokasi"
"muslim, disuruh kembali ke rumah ortunya dan dilarang ke grj, sdh 6 bln tdk hadir",batch : 34 of 48 row: 1,tidak_ada_respon,75%,"6 bulan tidak hadir, dilarang, tidak responsif"
DL pindah ke Cibubur,batch : 34 of 48 row: 2,lokasi,95%,"pindah, Cibubur, relokasi"
DL pindah ke Cibubur,batch : 34 of 48 row: 3,lokasi,95%,"pindah, Cibubur, relokasi"
pindah date,batch : 34 of 48 row: 4,alasan_DATE,90%,"pindah date, ganti kelompok"
pindah date,batch : 34 of 48 row: 5,alasan_DATE,90%,"pindah date, ganti kelompok"
DM mendaftar di date lain dan daftar pelayanan tanpa ijin dr date menteng atas 1,batch : 34 of 48 row: 6,tertanam_di_gereja_lain,85%,"date lain, daftar tanpa ijin, gereja lain"
DM mengundurkan diri karena mau mencari gereja lain,batch : 34 of 48 row: 7,tertanam_di_gereja_lain,95%,"mencari gereja lain, mengundurkan diri"
DM mengundurkan diri karena ingin mencari gereja lain,batch : 34 of 48 row: 8,tertanam_di_gereja_lain,95%,"mencari gereja lain, mengundurkan diri"
pindah bekerja di luar kota,batch : 34 of 48 row: 9,lokasi,95%,"pindah bekerja, luar kota, relokasi"
pindah bekerja di luar kota,batch : 34 of 48 row: 10,lokasi,95%,"pindah bekerja, luar kota, relokasi"
masi menimbang,batch : 35 of 48 row: 1,others,25%,"menimbang, unclear, insufficient"
"DM memutuskan keluar dari DATE, tidak bersedia dimuridkan lebih lanjut (background muslim)",batch : 35 of 48 row: 2,alasan_DATE,85%,"keluar DATE, tidak dimuridkan, background muslim"
moving abroad,batch : 35 of 48 row: 3,lokasi,95%,"moving abroad, relokasi, luar negeri"
migrasi ke date lain untuk date offline,batch : 35 of 48 row: 4,alasan_DATE,80%,"migrasi DATE, date offline, pindah kelompok"
Pindah date,batch : 35 of 48 row: 5,alasan_DATE,90%,"pindah date, ganti kelompok, DATE lain"
"?Sama dgn Marlyn 0812 88323256 tidk mau membaur, provoke & meng'kotak²an group. 
?Bawa teman dari DATE Cengkareng-1 (chandra & lily), & paksakan untuk berada di 2-DATE. (Teguran bs pd mrka dr DL yg bersangkutan).
?Egois.
?Lbih mau dilayani drpd melayani.
?NO respect kepada sesama DM.
?Sakit hati krna DM lain tdk diijinkan bergabung di 2-Date. ?Menciptakan ketidaknyamanan DM lain.",batch : 35 of 48 row: 6,alasan_DATE,75%,"konflik member, tidak membaur, ketidaknyamanan"
No longer feeling comfortable with the group,batch : 35 of 48 row: 7,alasan_DATE,80%,"tidak nyaman, group conflict, uncomfortable"
Ganti akun myjpcc,batch : 35 of 48 row: 8,Admin,85%,"ganti akun, administrative, myjpcc"
DL tidak sengaja pencet transfer jadi member.  Ivonne masih masuk probation. DL akan approve lagi u masuk Date,batch : 35 of 48 row: 9,Admin,90%,"kesalahan DL, probation, transfer error"
pindah date,batch : 35 of 48 row: 10,alasan_DATE,85%,"pindah date, ganti kelompok, DATE lain"
pindah ke luar negeri,batch : 36 of 48 row: 1,lokasi,95%,"pindah, luar negeri"
sudah ada di Date Alsut 1,batch : 36 of 48 row: 2,Admin,85%,"sudah ada, DATE Alsut"
"?Ex DL GPIB, paksakan komsep dgn cara Gereja lama & bukn JPCC. 
?Bawa teman dari DATE Cengkareng-1 (chandra & lily) & paksakan untuk berada di 2-DATE. Mungkin teguran bs pd mrka jg dr DL yg bersangkutan.
?Dominan.
?Egois krna lbih tua & merasa hrus paling dihormati.
?Lbih mau dilayani drpd melayani.
?NO respect kepada sesama DM apalg DL.
?Sudh tdk merasa nyaman di DATE & menciptakan ketidaknyamanan DM lain.",batch : 36 of 48 row: 3,alasan_DATE,90%,"tidak nyaman, konflik DM, DATE"
"absensi di bawah 40%, akan dipertimbangkan masuk kembali setelah ada perbaikan dalam absensi.",batch : 36 of 48 row: 4,tidak_ada_respon,80%,"absensi rendah, 40%"
"absensi di bawah 40%, dan pasangan masih ada di myjpcc",batch : 36 of 48 row: 5,tidak_ada_respon,75%,"absensi rendah, 40%"
Meninggal Dunia,batch : 36 of 48 row: 6,others,95%,meninggal dunia
"Valen ingin DATE onsite biar lebih enak dalam sharing dan lain lain, untuk saat ini DK10 masih hybrid dan lebih banyak online.",batch : 36 of 48 row: 7,alasan_DATE,80%,"DATE onsite, hybrid, format"
pindah ke US,batch : 36 of 48 row: 8,lokasi,95%,"pindah, US"
tidak pernah terdaftar jd DM,batch : 36 of 48 row: 9,Admin,90%,"tidak terdaftar, DM"
Ga bisa dikasih tau baik2 atas perilaku nya yang dinilai tidak baik oleh CT & DM yang lain!,batch : 36 of 48 row: 10,alasan_DATE,85%,"perilaku, konflik, DM"
Pindah ke Bintaro 9 karena tidak bisa transfer data terpaksa di remove,batch : 37 of 48 row: 1,lokasi,85%,"pindah, Bintaro, relokasi"
Selalu banyak ketidak cocokan dengan DL dan sempat ribut atau cekcok mulut dengan beberapa DM. Setiap apa yang disampaikan oleh ybs seolah2 harus diikuti dan setiap dikasih tau baik2 selalu merasa paling benar terus.,batch : 37 of 48 row: 2,alasan_DATE,90%,"ketidakcocokan, DL, konflik"
Pindah Gereja,batch : 37 of 48 row: 3,tertanam_di_gereja_lain,95%,"pindah gereja, gereja lain"
"Akan segera menikah, dan sudah sepakat untuk pindah gereja ke gereja calon istrinya.",batch : 37 of 48 row: 4,perbedaan_musim_kehidupan,92%,"menikah, pindah gereja, fase hidup"
pindah ke Dallas,batch : 37 of 48 row: 5,lokasi,95%,"pindah, Dallas, relokasi"
belum 3 bulan. keburu pencet approved.  masih dlm probation,batch : 37 of 48 row: 6,Admin,88%,"probation, kesalahan, approved"
Setelah pindah kerja tidak bisa komit di date karena plg malam terus. dan karena sudah tidak pernah datang lebih baik undur diri sampai bisa komit kembali.,batch : 37 of 48 row: 7,waktu_tidak_sesuai,93%,"pindah kerja, pulang malam, jadwal"
pindah kerja ke papua,batch : 37 of 48 row: 8,lokasi,92%,"pindah kerja, Papua, relokasi"
salah pencet,batch : 37 of 48 row: 9,Admin,95%,"salah pencet, kesalahan, human error"
melanjutkan sekolah S2 di australia,batch : 37 of 48 row: 10,perbedaan_musim_kehidupan,94%,"S2, Australia, jenjang studi"
Dengan berat hati mau menginformasikan member saya ini sudah berpulang ke BAPA disurga ??,batch : 38 of 48 row: 1,others,95%,"wafat, berpulang, meninggal"
Kezia pindah ke daerah Gading dan mau cari date didaerah Gading,batch : 38 of 48 row: 2,lokasi,90%,"pindah, daerah Gading, relokasi"
sudah tidak pernah datang date dan sedang pindah kr geteja lain,batch : 38 of 48 row: 3,tertanam_di_gereja_lain,85%,"pindah gereja, tidak datang, gereja lain"
"Saat ini menetap di Bali dan sudah beribadah di gereja lokal disana, GMS ?",batch : 38 of 48 row: 4,lokasi,88%,"menetap Bali, pindah lokasi, beribadah lokal"
Saat ini menetap di Bali dan sudah beribadah di gereja GMS disana.,batch : 38 of 48 row: 5,tertanam_di_gereja_lain,90%,"menetap Bali, beribadah GMS, gereja lain"
Belum beribadah di JPCC,batch : 38 of 48 row: 6,Admin,80%,"belum beribadah, data error, new comer"
"tercatat jadi DM karena menikah dengan DM, namun sebenarnya belum mau ikut DATE",batch : 38 of 48 row: 7,alasan_DATE,85%,"menikah, DATE issue, tidak mau ikut"
"issue dengan istri, sudah difasilitasi namun tetap dirasa perlu ke pindah Date lain.",batch : 38 of 48 row: 8,alasan_DATE,82%,"issue istri, pindah DATE, konflik"
Rencana akan pindah Date,batch : 38 of 48 row: 9,alasan_DATE,88%,"pindah DATE, rencana, DATE lain"
"pindah ke Date lain karena date kemayoran 18 akan dibubarkan,DL pindah ke Bali",batch : 38 of 48 row: 10,alasan_DATE,90%,"DATE bubar, pindah DATE, Kemayoran 18"
"Sebaiknya bergabung di DATE umum, bukan DATE married couple karena lebih sesuai dengan musim kehidupannya.",batch : 39 of 48 row: 1,perbedaan_musim_kehidupan,85%,"musim kehidupan, DATE umum, married couple"
lokasi dan sudah tidak pernah hadir,batch : 39 of 48 row: 2,tidak_ada_respon,75%,"tidak pernah hadir, lokasi"
pindah negara,batch : 39 of 48 row: 3,lokasi,95%,pindah negara
mau probation di date lain,batch : 39 of 48 row: 4,alasan_DATE,80%,"probation, date lain"
Pindah ke luar negeri,batch : 39 of 48 row: 5,lokasi,95%,pindah luar negeri
pindah ke Bandung,batch : 39 of 48 row: 6,lokasi,95%,pindah Bandung
ingin pindah date,batch : 39 of 48 row: 7,alasan_DATE,90%,pindah date
sudah pindah gereja,batch : 39 of 48 row: 8,tertanam_di_gereja_lain,90%,pindah gereja
sudah berpindah ke gereja lain,batch : 39 of 48 row: 9,tertanam_di_gereja_lain,90%,gereja lain
Tertanam di 2 date,batch : 39 of 48 row: 10,alasan_DATE,85%,"tertanam, 2 date"
"email yg terdaftar, error jd ganti account",batch : 40 of 48 row: 1,Admin,95%,"email error, account change, administrative"
lagi kuliah di luar negeri sementara,batch : 40 of 48 row: 2,perbedaan_musim_kehidupan,90%,"kuliah luar negeri, jenjang studi, sementara"
"bekerja shift, tidak bisa hadit di date",batch : 40 of 48 row: 3,waktu_tidak_sesuai,95%,"shift kerja, jadwal, tidak bisa hadir"
RIP,batch : 40 of 48 row: 4,others,95%,"RIP, wafat, meninggal"
beliau sudah berpulang ke rumah Bapa,batch : 40 of 48 row: 5,others,95%,"berpulang, wafat, meninggal"
Pindah ke Canada,batch : 40 of 48 row: 6,lokasi,98%,"pindah Canada, relokasi, luar negeri"
Pindah ke Kanada.,batch : 40 of 48 row: 7,lokasi,98%,"pindah Kanada, relokasi, luar negeri"
katolik,batch : 40 of 48 row: 8,tertanam_di_gereja_lain,85%,"katolik, gereja lain, denominasi"
katolik,batch : 40 of 48 row: 9,tertanam_di_gereja_lain,85%,"katolik, gereja lain, denominasi"
double account,batch : 40 of 48 row: 10,Admin,95%,"double account, duplikat, administrative"
lebih cocok dgn komunitas teman2 lama seblm multiplikasi,batch : 41 of 48 row: 1,tertanam_di_gereja_lain,75%,"komunitas lama, sebelum multiplikasi, lebih cocok"
memilih untuk keluar,batch : 41 of 48 row: 2,others,45%,"memilih keluar, alasan tidak jelas, ambigu"
dona telah kembali ke rumah Bapa disurga,batch : 41 of 48 row: 3,others,95%,"wafat, rumah Bapa, surga"
Pindah ke Canada,batch : 41 of 48 row: 4,lokasi,95%,"pindah, Canada, relokasi"
Ikut ke gereja anaknya,batch : 41 of 48 row: 5,tertanam_di_gereja_lain,85%,"gereja anak, ikut, pilihan gereja"
DATE Setiabudi 7 tutup,batch : 41 of 48 row: 6,alasan_DATE,90%,"DATE Setiabudi 7, tutup, kelompok"
DATE Setiabudi 7 akan tutup,batch : 41 of 48 row: 7,alasan_DATE,90%,"DATE Setiabudi 7, akan tutup, kelompok"
DATE Setiabudi 7 akan ditutup,batch : 41 of 48 row: 8,alasan_DATE,90%,"DATE Setiabudi 7, ditutup, kelompok"
sedang menempuh studi di luar negeri,batch : 41 of 48 row: 9,lokasi,85%,"studi luar negeri, relokasi, pindah"
pindah DATE,batch : 41 of 48 row: 10,alasan_DATE,85%,"pindah DATE, kelompok, perpindahan"
sudah kembali ke kota asal dan memutuskan untuk tertanam di komunitas lokal,batch : 42 of 48 row: 1,lokasi,95%,"kembali kota asal, pindah, relokasi"
pindah kota,batch : 42 of 48 row: 2,lokasi,98%,"pindah kota, relokasi"
keputusan DM,batch : 42 of 48 row: 3,others,85%,"keputusan DM, tidak jelas"
keputusan DM,batch : 42 of 48 row: 4,others,85%,"keputusan DM, tidak jelas"
Pindah kerja keluar kota,batch : 42 of 48 row: 5,lokasi,98%,"pindah kerja, keluar kota"
Dyen menikah di Makassar 16 November 2024. Dia & suaminya pindah & tertanam ke GBI Bekasi.,batch : 42 of 48 row: 6,perbedaan_musim_kehidupan,92%,"menikah, pindah, perubahan fase"
