delete_reason,batch,Final label,Confidence,Keywords
Sudah tidak datang beberapa bulan,batch : 19 of 48 row: 4,tidak_ada_respon,88%,"tidak datang, beberapa bulan, absen"
Tidak bisa dikontak selama bbrp bulan terakhir,batch : 19 of 48 row: 5,tidak_ada_respon,97%,"tidak bisa dikontak, bbrp bulan, kontak"
minta ijin keluar dikarenakan ada komunitas lain,batch : 19 of 48 row: 6,tertanam_di_gereja_lain,90%,"komunitas lain, ijin keluar, lain"
Aldo sudah pindah kerja ke daerah jakarta barat dan ingin mencari DATE sekitar sana,batch : 19 of 48 row: 7,lokasi,99%,"pindah kerja, jakarta barat, DATE"
Menetap di luar kota bersama keluarga,batch : 19 of 48 row: 8,lokasi,98%,"luar kota, bersama keluarga, menetap"
Ikut suami untuk ibadah di gereja suami,batch : 19 of 48 row: 9,tertanam_di_gereja_lain,97%,"suami, gereja suami, ibadah"
Menetap di luar kota karena pekerjaan,batch : 19 of 48 row: 10,lokasi,96%,"luar kota, pekerjaan, menetap"
Sudah tidak pernah hadir ke Date,batch : 20 of 48 row: 1,alasan_DATE,96%,"tidak hadir, Date, DATE"
Sudah tidak pernah hadir ke Date,batch : 20 of 48 row: 2,alasan_DATE,96%,"tidak hadir, Date, DATE"
"Meninggal dikarenakan sakit, tahun lalu",batch : 20 of 48 row: 3,others,98%,"meninggal, sakit, wafat"
Sedang sibuk mengurus keluarga sehingga tidak bisa fokus di date,batch : 20 of 48 row: 4,perbedaan_musim_kehidupan,84%,"keluarga, fokus, sibuk"
"Tidak pernah datang date, tidak bisa dihubungi",batch : 20 of 48 row: 5,tidak_ada_respon,95%,"tidak bisa dihubungi, tidak pernah datang, Date"
sudah tidak hadir date lebih dari 3 bulan,batch : 20 of 48 row: 6,alasan_DATE,97%,"tidak hadir, 3 bulan, date"
sudah tidak datang date Mega Kuningan 2 lebih dari 3 bulan.,batch : 20 of 48 row: 7,alasan_DATE,97%,"tidak datang, 3 bulan, date"
"Setelah sudah bbrp bulan tidak datang Date, dan sulit berkomunikasi, akhirnya ybs memutuskan untuk tidak Date dulu.",batch : 20 of 48 row: 8,tidak_ada_respon,90%,"sulit berkomunikasi, tidak datang, Date"
Date member has moved to other city and found the local community,batch : 20 of 48 row: 9,lokasi,98%,"moved, other city, local"
DF yg menyamar jadi date member dan sdh menyelesaikan tugas nya,batch : 20 of 48 row: 10,Admin,88%,"menyamar, tugas, member"
pindah pekerjaan di bandung dan mau tertanam di gereja setempat,batch : 21 of 48 row: 1,lokasi,95%,"bandung, gereja setempat, pindah"
lebih dari 6 bulan tidak aktif,batch : 21 of 48 row: 2,tidak_ada_respon,88%,"tidak aktif, 6 bulan, mIA"
Menyatakan mengundurkan diri dari Date dan memilih untuk mencari Date sendiri.,batch : 21 of 48 row: 3,alasan_DATE,97%,"mengundurkan diri, Date, mencari sendiri"
"Karena lokasi kantornya di Cikarang, Rudy kesulitan untuk atur waktu hadir di DATE, di hari Sabtu Rudy dan Isterinya Merie harus ke rumah orang tuanya di daerah Bekasi yang mana hari Sabtu jadwal pertemuan DATE jadi   mereka di non-aktifkan dulu dari DATE Cengkareng 2, saya sudah sarankan untuk bisa join DATE yang hari sabtu di daerah Bekasi",batch : 21 of 48 row: 4,waktu_tidak_sesuai,96%,"kantor, Sabtu, jadwal"
Ingin mencari date baru dikarenakan date lama sudah menjadi married couple,batch : 21 of 48 row: 5,alasan_DATE,94%,"date baru, married couple, date lama"
Move to another island & church to work and stays,batch : 21 of 48 row: 6,lokasi,98%,"another island, church, work"
sudah tidak aktif lebih dari 3 bulan,batch : 21 of 48 row: 7,tidak_ada_respon,90%,"tidak aktif, 3 bulan, nonaktif"
Kerja sampe malem dan tidak bisa DATE lagi,batch : 21 of 48 row: 8,waktu_tidak_sesuai,98%,"kerja, malem, DATE"
Kerja & kuliah Senin - Sabtu no time for DATE for now,batch : 21 of 48 row: 9,waktu_tidak_sesuai,97%,"kerja, kuliah, no time"
date member sudah meninggal dunia,batch : 21 of 48 row: 10,others,99%,"meninggal, dunia"
Sudah tidak datang 3 bulan berturut-turut. Akan mencari DATE Sabtu,batch : 22 of 48 row: 1,others,86%,"tidak datang, 3 bulan, mencari DATE"
"sudah tdk bs date, rumah pindah ke serpong, ikt komunitas interdenominasi di cluster rumah",batch : 22 of 48 row: 2,lokasi,98%,"pindah, Serpong, rumah"
"sudah tdk bs date, rumah pindah ke serpong, ikt komunitas interdenominasi di cluster rumah",batch : 22 of 48 row: 3,lokasi,98%,"pindah, Serpong, rumah"
ada issue keuagan.. lost kontak,batch : 22 of 48 row: 4,tidak_ada_respon,90%,"lost kontak, issue keuangan, kontak"
Pindah gereja lain dan mau berhenti dari date,batch : 22 of 48 row: 5,tertanam_di_gereja_lain,97%,"pindah gereja, berhenti, date"
sudah tidak aktif di date dan lebih banyak stay di bandung,batch : 22 of 48 row: 6,lokasi,84%,"Bandung, tidak aktif, stay"
bukan date member dan belum menikah jg dengan date member kg37,batch : 22 of 48 row: 7,Admin,88%,"bukan member, belum menikah, kg37"
Has not been active for last one year,batch : 22 of 48 row: 8,tidak_ada_respon,92%,"not active, one year, inactive"
"Lokasi masih Cipinang, dan lama tidak aktif",batch : 22 of 48 row: 9,others,72%,"Cipinang, tidak aktif, lokasi"
"Sudah lama tidak DATE, dan belum bisa join karna bentrok dengan kerjaan. Belum bisa cari yang lain.",batch : 22 of 48 row: 10,waktu_tidak_sesuai,96%,"bentrok, kerjaan, DATE"
yang bersangkutan sudah keluar dari date kelapa gading 28,batch : 23 of 48 row: 1,alasan_DATE,98%,"keluar DATE, Kelapa Gading, DATE 28"
yang bersangkutan sudah keluar dari date kelapa gading 28,batch : 23 of 48 row: 2,alasan_DATE,98%,"keluar DATE, Kelapa Gading, DATE 28"
kesibukan kerja benturan dengan jadwal date,batch : 23 of 48 row: 3,waktu_tidak_sesuai,97%,"kerja, jadwal, date"
"sibuk dengan kerjaan, tidak memungkinkan untuk bisa datang date",batch : 23 of 48 row: 4,waktu_tidak_sesuai,97%,"sibuk kerja, tidak bisa datang, date"
"sibuk dengan kerjaan, tidak memungkinkan untuk berkomitment pada data saat ini",batch : 23 of 48 row: 5,waktu_tidak_sesuai,95%,"kerja, komitmen, waktu"
melanjutkan studi keluar indonesia,batch : 23 of 48 row: 6,lokasi,99%,"studi, keluar Indonesia, relokasi"
"she was a muslim dan skg karena keluarganya, dia memutuskan untuk kembali lagi. she been away from DATE for more than 6 months dan setelah diskusi, dia menjawab tidak mau bertumbuh lagi di date dan jpcc..",batch : 23 of 48 row: 7,others,72%,"kembali, gereja, DATE"
"Member would like to try a new DATE, considering she is graduated from college. The decision comes from the member herself.",batch : 23 of 48 row: 8,perbedaan_musim_kehidupan,93%,"graduated, new DATE, college"
info dari Gratcy kalau dia memutuskan kembali ke gereja dia sebelumnya,batch : 23 of 48 row: 9,tertanam_di_gereja_lain,96%,"gereja sebelumnya, kembali, aktif"
Double user name . Sudah terdaftar di nama yg sama,batch : 23 of 48 row: 10,Admin,99%,"double user, nama sama, terdaftar"
Lokasi DATE pindah jauh dr tempat tinggal DM,batch : 24 of 48 row: 1,alasan_DATE,96%,"DATE pindah, jauh"
Lokasi DATE pindah jauh dr tempat tinggal DM,batch : 24 of 48 row: 2,alasan_DATE,96%,"DATE pindah, jauh"
Sudah tidak aktif di dalam DATE,batch : 24 of 48 row: 3,alasan_DATE,93%,"tidak aktif, DATE"
sudah berpindah jemaat ke kota lain,batch : 24 of 48 row: 4,lokasi,97%,"jemaat, kota lain"
Pinda ke Mesir ikut istri yg pekerjaan di sana.,batch : 24 of 48 row: 5,lokasi,98%,"Mesir, pindah"
Sudah tidak bisa hadir karena date full on site,batch : 24 of 48 row: 6,waktu_tidak_sesuai,95%,"full on site, tidak bisa hadir"
looking for another date krn jarak rumah,batch : 24 of 48 row: 7,alasan_DATE,94%,"another date, jarak rumah"
looking for another date krn jarak rumah,batch : 24 of 48 row: 8,alasan_DATE,94%,"another date, jarak rumah"
Cannot join Date krn lagi sibuk sm kerjaan,batch : 24 of 48 row: 9,waktu_tidak_sesuai,97%,"sibuk kerja, cannot join"
tidak datang date dalam jangka waktu lama,batch : 24 of 48 row: 10,tidak_ada_respon,88%,"tidak datang, jangka lama"
Sudah pindah gereja setelah menikah,batch : 25 of 48 row: 1,perbedaan_musim_kehidupan,96%,"menikah, pindah gereja, musim hidup"
"Salah approved , jimmy tidak join jpcc",batch : 25 of 48 row: 2,Admin,98%,"salah approved, tidak join, admin"
"Pindah luar kota, karena mau dekat dengan orang tua",batch : 25 of 48 row: 3,lokasi,99%,"pindah luar kota, dekat orang tua, relokasi"
mutasi ke date gd 65 dengan alasan waktu date yang berbeda,batch : 25 of 48 row: 4,alasan_DATE,95%,"mutasi date, waktu date, DATE"
"Karena selama ini belum bisa datang ke date walopun online, sekarang sudah onsite pun belum bisa karena masih menemani anak-anak belajar di malam hari. Prioritas waktu untuk anak-anak",batch : 25 of 48 row: 5,waktu_tidak_sesuai,97%,"anak belajar, malam hari, waktu"
Karena dia mau beribadah di gereja Katolik. Ikut date online waktu pandemi dan sekarang mau ibadah onsite di gereja Katolik.,batch : 25 of 48 row: 6,tertanam_di_gereja_lain,98%,"gereja Katolik, ibadah onsite, gereja lain"
"Karena istri belum bisa berada di dalan komunitas, jadi suami juga tidak bisa date onsite, pulang juga malam dari kantor. Sudah direkomendasikan untuk Date couple.",batch : 25 of 48 row: 7,waktu_tidak_sesuai,94%,"pulang malam, date onsite, waktu"
"Karena Date pindah lokasi, dan mau melahirkan di bulan Maret ini, kemungkinan besar tidak bisa date onsite untuk beberapa bulan ke depan.",batch : 25 of 48 row: 8,lokasi,98%,"pindah lokasi, melahirkan, lokasi"
memutuskan untuk mundur dari date mk3,batch : 25 of 48 row: 9,alasan_DATE,93%,"mundur, date mk3, DATE"
Pindah keluar kota dan tertanam local church lain,batch : 25 of 48 row: 10,lokasi,99%,"pindah keluar kota, local church, relokasi"
Sedang dalam mencari komunitas baru,batch : 26 of 48 row: 1,others,78%,"komunitas baru, sedang mencari"
Tidak ada waktu dan tidak dapat chemistrynya antar member,batch : 26 of 48 row: 2,alasan_DATE,86%,"tidak ada waktu, chemistry, member"
Tidak ada waktu dan tidak dapat chemistrynya antar member,batch : 26 of 48 row: 3,alasan_DATE,86%,"tidak ada waktu, chemistry, member"
Sibuk kuliah nanti date lagi kalau udah kelar,batch : 26 of 48 row: 4,waktu_tidak_sesuai,92%,"sibuk kuliah, nanti, kelar"
pindah tempat tinggal ke luar kota,batch : 26 of 48 row: 5,lokasi,98%,"pindah, luar kota, tempat tinggal"
sudah tidak aktif di date lagi,batch : 26 of 48 row: 6,alasan_DATE,90%,"tidak aktif, date lagi, aktif"
Pindah gereja dan juga pindah rumah!,batch : 26 of 48 row: 7,lokasi,97%,"pindah gereja, pindah rumah, dekat"
Waktu berbenturan dengan pekerjaan!,batch : 26 of 48 row: 8,waktu_tidak_sesuai,96%,"berbenturan, pekerjaan, waktu"
Pindah gereja karena rumah lebih dekat!,batch : 26 of 48 row: 9,tertanam_di_gereja_lain,95%,"pindah gereja, rumah dekat, gereja lain"
Untuk saat ini memutuskan tidak tertanam di dalam DATE. Sudah tidak pernah hadir.,batch : 26 of 48 row: 10,tidak_ada_respon,88%,"tidak pernah hadir, tidak tertanam, tidak aktif"
No longer DATE member Date pejompongan 1,batch : 27 of 48 row: 1,alasan_DATE,96%,"no longer, DATE member, pejompongan"
Akun Stevano Ayal untuk join di probition Date Rawamangun 4. Saat ini sudah ada akun resminya jadi akun ini di remove,batch : 27 of 48 row: 2,Admin,98%,"probition, akun resmi, remove"
decide untuk bergereja di tempat lain mengikuti suami,batch : 27 of 48 row: 3,tertanam_di_gereja_lain,95%,"bergereja, tempat lain, suami"
"Setelah selesai probation DM ga pernah join date, saya menyarankan untuk DM ini cari date di hari yg lain jika berhalangan di hari kamis",batch : 27 of 48 row: 4,waktu_tidak_sesuai,93%,"probation, berhalangan, hari kamis"
"aktif di gereja lain, tidak lagi di JPCC",batch : 27 of 48 row: 5,tertanam_di_gereja_lain,97%,"aktif, gereja lain, JPCC"
"Sudah pindah ke Amerika, tidak ke jpcc lagi",batch : 27 of 48 row: 6,lokasi,99%,"pindah, Amerika, JPCC"
"Tidak aktif, sudah tidak ke Jpcc lagi",batch : 27 of 48 row: 7,others,72%,"tidak aktif, JPCC, lagi"
Looking for other DATE on weekend to match her working schedule,batch : 27 of 48 row: 8,waktu_tidak_sesuai,96%,"weekend, working schedule, DATE"
No longer attending date for more than 3 months,batch : 27 of 48 row: 9,tidak_ada_respon,90%,"no longer attending, 3 months, DATE"
No longer attending DATE for more than a year,batch : 27 of 48 row: 10,tidak_ada_respon,92%,"no longer attending, more than a year, DATE"
No longer attending date for 3 months,batch : 28 of 48 row: 1,alasan_DATE,92%,"no longer, DATE, 3 months"
Request utk leave DATE krn mau cari DATE yg married couple aja,batch : 28 of 48 row: 2,alasan_DATE,96%,"leave DATE, married couple, DATE"
Request utk leave DATE krn mau cari DATE yg married couple aja,batch : 28 of 48 row: 3,alasan_DATE,96%,"leave DATE, married couple, DATE"
Sedang menjalani S2 di luar negeri!,batch : 28 of 48 row: 4,lokasi,97%,"S2, luar negeri, studi"
"Sudah tidaj pernah join date lagi,katanya waktu jam kerja dan jadwal date bentrok.",batch : 28 of 48 row: 5,waktu_tidak_sesuai,95%,"jam kerja, jadwal, bentrok"
Sudah tidak bisa join DATE dari beberapa waktu lama.di hubungi tidak di bls-bls,batch : 28 of 48 row: 6,tidak_ada_respon,98%,"tidak di bls, hubungi, lama"
sudah pindah dan tidak bergereja lagi di jpcc,batch : 28 of 48 row: 7,lokasi,94%,"pindah, tidak bergereja, JPCC"
Pindah DATE untuk couple dan waktu berbenturan dengan pekerjaan!,batch : 28 of 48 row: 8,waktu_tidak_sesuai,96%,"waktu, pekerjaan, berbenturan"
tidak pernah datang date lagi.. untuk sementara di remove dahulu,batch : 28 of 48 row: 9,tidak_ada_respon,93%,"tidak pernah datang, remove, sementara"
Pindah DATE dikarenakan waktu berbenturan dengan kuliah malam dan pekerjaan!,batch : 28 of 48 row: 10,waktu_tidak_sesuai,96%,"kuliah malam, pekerjaan, bentrok"
Belum menjadi date member seharusnya masih probation,batch : 29 of 48 row: 1,Admin,96%,"probation, belum member, administratif"
Tidak hadir lebih dari 3 bulan dan tidak ada kabar lagi,batch : 29 of 48 row: 2,tidak_ada_respon,98%,"tidak hadir, 3 bulan, tidak ada kabar"
Sudah tidak pernah datang DATE,batch : 29 of 48 row: 3,alasan_DATE,95%,"tidak pernah datang, DATE, absen"
Yang bersangkutan sudah sulit dihubungi,batch : 29 of 48 row: 4,tidak_ada_respon,97%,"sulit dihubungi, kontak, respon"
"data tiba2 ada di myjpcc date mk2, padahal bukan member",batch : 29 of 48 row: 5,Admin,98%,"salah masuk, bukan member, data"
Can no longer be contacted by wa - salah masukin,batch : 29 of 48 row: 6,Admin,95%,"salah input, wa, admin"
"member sedang fokus di pekerjaan, dan masa depannya",batch : 29 of 48 row: 7,perbedaan_musim_kehidupan,90%,"pekerjaan, masa depan, fokus"
Ybs memutuskan utk ngga lanjut DATE krn alasan pribadi. Ybs juga saat ini berdomisili di New Zealand krn penugasan kantor,batch : 29 of 48 row: 8,lokasi,94%,"New Zealand, domisili, penugasan"
Will be transfer to Kelapa Gading 59,batch : 29 of 48 row: 9,lokasi,99%,"transfer, Kelapa Gading, pindah"
Will be transfer to Kelapa Gading 59,batch : 29 of 48 row: 10,lokasi,99%,"transfer, Kelapa Gading, pindah"
Cannot join date in Thursday because of work load. She needs to find another date in another Tangerang area and other day to join date,batch : 30 of 48 row: 1,waktu_tidak_sesuai,96%,"work load, Thursday, another day"
as requested by Cassie to move to other Date,batch : 30 of 48 row: 2,alasan_DATE,93%,"move, other Date, requested"
no longer active as member for 2 years. cant commit at the moment,batch : 30 of 48 row: 3,waktu_tidak_sesuai,88%,"not active, cant commit, 2 years"
Pindah Gereja. Dia sekarang melayani di Gereja lain dan sudah minta izin,batch : 30 of 48 row: 4,tertanam_di_gereja_lain,99%,"Pindah Gereja, melayani, gereja lain"
"Keinginan sendiri
Pindah gereja",batch : 30 of 48 row: 5,tertanam_di_gereja_lain,97%,"Pindah gereja, keinginan sendiri, gereja"
Double account atas nama yg sama,batch : 30 of 48 row: 6,Admin,98%,"Double account, nama sama, administratif"
Bentrok dengan jadwal sekolah S2 nya,batch : 30 of 48 row: 7,waktu_tidak_sesuai,95%,"jadwal sekolah, S2, bentrok"
"Not Active
Visitor only
Husband don't want to join the meeting
Can""t join married couple",batch : 30 of 48 row: 8,others,84%,"Visitor only, husband, can't join"
"Not active
Visitor only
Almost a year didn't attend the.
meeting",batch : 30 of 48 row: 9,tidak_ada_respon,90%,"Not active, didn't attend, almost a year"
Sudah pindah ke luar negeri dan menetap di luar negeri,batch : 30 of 48 row: 10,lokasi,99%,"luar negeri, pindah, menetap"
sudah tidak pernah datang date 1 tahun dan sulit di reach out,batch : 31 of 48 row: 1,tidak_ada_respon,95%,"sulit di reach out, tidak pernah datang, 1 tahun"
"tidak aktif hadir di date dan grup, sudah pindah ke Semarang",batch : 31 of 48 row: 2,lokasi,98%,"pindah ke Semarang, tidak aktif, date"
"tidak bisa join date karena pindah jam kerja, jadi saya sarankan cari date lain supaya bisa ikut date yang sesuai dia bisa hari dan jam nya.",batch : 31 of 48 row: 3,waktu_tidak_sesuai,96%,"pindah jam kerja, tidak bisa join, jadwal"
Pindah gereja sehingga sudah tidak beribadah lagi di Jpcc,batch : 31 of 48 row: 4,tertanam_di_gereja_lain,97%,"pindah gereja, tidak beribadah, JPCC"
DM bersangkutan sedang kuliah di luar negeri.,batch : 31 of 48 row: 5,lokasi,99%,"kuliah di luar negeri, DM, lokasi"
Pindah tempat domilisi ke bandung,batch : 31 of 48 row: 6,lokasi,99%,"pindah tempat domilisi, bandung, lokasi"
Tidak aktif date lagi sudab setahun,batch : 31 of 48 row: 7,tidak_ada_respon,93%,"tidak aktif, setahun, date"
Marhen telah menetap di Belgia,batch : 31 of 48 row: 8,lokasi,98%,"menetap di Belgia, pindah, lokasi"
Tidak pernah hadir sudah lebih dari 4 bulan & respon,batch : 31 of 48 row: 9,tidak_ada_respon,90%,"tidak pernah hadir, 4 bulan, respon"
bukan date member. istrinya yang date member,batch : 31 of 48 row: 10,Admin,94%,"bukan date member, istrinya, admin"
"pindah gereja, ikut calon suami",batch : 32 of 48 row: 1,tertanam_di_gereja_lain,92%,"pindah gereja, calon suami"
Nga ada kabar uda 3 bln. Di kontak tidak bisa,batch : 32 of 48 row: 2,tidak_ada_respon,97%,"tidak ada kabar, tidak bisa"
Pindah ke Medan dikarenakan pekerjaan,batch : 32 of 48 row: 3,lokasi,98%,"pindah Medan, pekerjaan"
"Pindah Kota ke Bandung, karena pernikahan",batch : 32 of 48 row: 4,lokasi,96%,"pindah kota, pernikahan"
Pindah ke Negara amerika karena personal reason,batch : 32 of 48 row: 5,lokasi,97%,"pindah negara, Amerika"
"Masuk ke musim yang baru , dunia pekerjaan",batch : 32 of 48 row: 6,perbedaan_musim_kehidupan,90%,"musim baru, pekerjaan"
"Masuk di musim yang baru , pernikahan",batch : 32 of 48 row: 7,perbedaan_musim_kehidupan,95%,"musim baru, pernikahan"
Pindah domisili ke jakarta timur dan blm mau kembali join date,batch : 32 of 48 row: 8,lokasi,94%,"pindah domisili, Jakarta Timur"
schedule nya tabrakan dgn waktu kerja dan lokasi rumah sangat jauh di bogor,batch : 32 of 48 row: 9,waktu_tidak_sesuai,93%,"tabrakan jadwal, kerja"
Date member mengundurkan diris,batch : 32 of 48 row: 10,alasan_DATE,88%,"DATE member, mengundurkan diri"
Date member mengundurkan diris,batch : 33 of 48 row: 1,alasan_DATE,96%,"Date member, mengundurkan diri, DATE"
pindah ibadah karrna ngak mau Vaksin covit 19,batch : 33 of 48 row: 2,tertanam_di_gereja_lain,88%,"pindah ibadah, gereja, vaksin"
telah menetap di Bandung dan agar tertanam di gereja lokal,batch : 33 of 48 row: 3,tertanam_di_gereja_lain,84%,"menetap, gereja lokal, Bandung"
pindah tempat tinggal ke Sleman,batch : 33 of 48 row: 4,lokasi,98%,"pindah, tempat tinggal, Sleman"
Pindah keluar kota dan belum tahu kapan akan kembali lagi.,batch : 33 of 48 row: 5,lokasi,99%,"pindah, keluar kota, kembali"
Pindah keluar kota dan masih belum tahu kapan akan kembali,batch : 33 of 48 row: 6,lokasi,99%,"pindah, keluar kota, kembali"
Study abroad to France and will find local church’s community,batch : 33 of 48 row: 7,lokasi,95%,"study abroad, France, church"
"stefen dan vina sekeluarga memutuskan untuk pindah ke tasikmalaya, jadi mereka mau keluar dari date",batch : 33 of 48 row: 8,lokasi,98%,"pindah, Tasikmalaya, keluar"
"stefen dan vina sekeluarga memutuskan untuk pindah ke tasikmalaya, jadi mereka mau keluar dari date",batch : 33 of 48 row: 9,lokasi,98%,"pindah, Tasikmalaya, keluar"
Sudah lama gak aktif join DATE,batch : 33 of 48 row: 10,tidak_ada_respon,90%,"gak aktif, join, DATE"
DATE location has changed too far from member’s home,batch : 34 of 48 row: 1,alasan_DATE,92%,"DATE location, too far, home"
Pindah ke luar kota jadi cari komunitas lain.,batch : 34 of 48 row: 2,lokasi,98%,"pindah, luar kota, komunitas"
Sdh pindah rumah dan tidak bs hadir di date lagi,batch : 34 of 48 row: 3,lokasi,97%,"pindah rumah, tidak hadir, date"
"Pindah keluar kota, dan akan mencari komunitas baru",batch : 34 of 48 row: 4,lokasi,98%,"pindah, luar kota, komunitas"
"Moving to Palu, and has been nurtured in local church in Palu - GBI Rock",batch : 34 of 48 row: 5,lokasi,98%,"moving, Palu, local church"
Moving to china to continue her study,batch : 34 of 48 row: 6,lokasi,98%,"moving, china, study"
Pindah rumah ke wilayah yg beda dan jauh.,batch : 34 of 48 row: 7,lokasi,97%,"pindah rumah, beda, jauh"
Pindah rumah ke wilayah yg beda dan jauh.,batch : 34 of 48 row: 8,lokasi,97%,"pindah rumah, beda, jauh"
"Pindah ke Alam Sutera 17. Menurut keterangan, hanya bisa invite by email karena DATE nya sudah penuh. Tidak bisa trf.",batch : 34 of 48 row: 9,Admin,90%,"invite email, penuh, transfer"
Find other date for Marriage couple,batch : 34 of 48 row: 10,perbedaan_musim_kehidupan,88%,"Marriage, couple, date"
Find other Date for Marriage couple,batch : 35 of 48 row: 1,alasan_DATE,96%,"Marriage couple, Date"
Karena DATE pindah ke lokasi yang jauh dari rmhnya,batch : 35 of 48 row: 2,lokasi,98%,"pindah, lokasi jauh"
"dater sangat sibuk dgn kerjaan nya dan belum bisa komit ke date, selain itu lokasi yg jauh maka dater berkehendak utk pindah dari date ini... namun dia berjanji akan mendaftar date lagi di daerah tempat tinggal dia setelah load kerjaan membaik",batch : 35 of 48 row: 3,lokasi,95%,"pindah, jauh, kerja"
"dater pindah ke daerah pik dan sangat sibuk di hari kerja, karena itu dia akan mencari date lain yang sesuai dengan keadaan dia disana.",batch : 35 of 48 row: 4,lokasi,97%,"pindah daerah, date lain"
"dater inj dan istri nya smakin tidak possible utk hadir di date kami, selain hari yg tdk sesuai terlebih juga lokasi yg makin jauh...dan juga nanti nya mereka berencana mencari date lain yg sedaerah & married couple.",batch : 35 of 48 row: 5,lokasi,96%,"lokasi jauh, married couple"
pindah wilayah dan tidak bisa ikut join date lagi karena lokasi terlalu jauh,batch : 35 of 48 row: 6,lokasi,98%,"pindah wilayah, jauh"
Tidak aktif di date karena sudah beda lokasi,batch : 35 of 48 row: 7,lokasi,97%,"beda lokasi, tidak aktif"
Sudah tidak aktif di DATE. Pamit mundur.,batch : 35 of 48 row: 8,alasan_DATE,90%,"mundur, DATE"
Wrong inputs data from Adela.,batch : 35 of 48 row: 9,Admin,99%,"wrong inputs, data"
Sudah memutuskan untuk ikut istrinya karena perbedaan agama. Istri mike beragama Katolik. Mike sudah tidak pernah ikut ibadah di JPCC.,batch : 35 of 48 row: 10,tertanam_di_gereja_lain,94%,"ikut istri, Katolik, JPCC"
"A Date Member accidentally added her friend to this date, hence we are removing this member",batch : 36 of 48 row: 1,Admin,96%,"accidentally added, removing, member"
"The Date Member has just married, and after careful consideration and discussion with her husband, they decided to move to closer local church which is also under JKI. No other specific reasons other than distance matter",batch : 36 of 48 row: 2,perbedaan_musim_kehidupan,94%,"married, husband, closer church"
"memutuskan untuk tidak lagi tergabung dalam DATE, karena tidak mau dimuridkan lagi",batch : 36 of 48 row: 3,alasan_DATE,97%,"tidak mau dimuridkan, DATE, tidak lagi tergabung"
tidak aktif lebih dari 6 bulan,batch : 36 of 48 row: 4,tidak_ada_respon,90%,"tidak aktif, 6 bulan, tidak ada kabar"
tidak aktif lebih dr 6 bln dan tidak ada kabar,batch : 36 of 48 row: 5,tidak_ada_respon,96%,"tidak aktif, 6 bulan, tidak ada kabar"
Mencari waktu/hari yg baru krn perubahan aktivitas dikantor yg mwmbuat sulit utk berkomitmen di Date dlm 6bln terakhir. Vita request utk keluar dulu sampai ketemu strategi baru utk bs komitmen lg di suatu date.,batch : 36 of 48 row: 6,waktu_tidak_sesuai,95%,"perubahan aktivitas, komitmen, waktu baru"
6 bulan lebih tidak datang DATE sama sekali.,batch : 36 of 48 row: 7,tidak_ada_respon,93%,"tidak datang, 6 bulan, DATE"
Pindah domisili ke Pekalongan.,batch : 36 of 48 row: 8,lokasi,99%,"pindah domisili, Pekalongan, relokasi"
ingin pindah lokasi date krn pindah kerja,batch : 36 of 48 row: 9,lokasi,92%,"pindah kerja, pindah lokasi, DATE"
"keliru masuk DATE, harusnya di DATE SUDIRMAN7",batch : 36 of 48 row: 10,Admin,98%,"keliru masuk, harusnya, DATE"
Pindah tempat tinggal dan tidak dapat join date bekasi karena jarak dan kesibukan pekerjaan. saat ini memutuskan untuk stay di Bali bbrp waktu kedepan.,batch : 37 of 48 row: 1,lokasi,96%,"pindah tempat tinggal, Bali, jarak"
"Karena pasangannya katolik, dia mau fokus belajar ajaran katolik",batch : 37 of 48 row: 2,perbedaan_musim_kehidupan,72%,"pasangan katolik, fokus belajar, ajaran"
Sudah setahun tidak join date lagi,batch : 37 of 48 row: 3,tidak_ada_respon,88%,"setahun, tidak join, lagi"
Pindah domisili ke surabaya dan pindah gereja di surabaya,batch : 37 of 48 row: 4,lokasi,98%,"pindah domisili, Surabaya, pindah gereja"
Tidak tertanam d date tidak pernah hadir,batch : 37 of 48 row: 5,tidak_ada_respon,95%,"tidak pernah hadir, tidak tertanam, date"
Sudah lama tidak hadir pertemuan date dan memutuskan keluar dari date,batch : 37 of 48 row: 6,tidak_ada_respon,90%,"lama tidak hadir, keluar, date"
Sudah lama tidak hadir pertemuan date dan memutuskan keluar dari date,batch : 37 of 48 row: 7,tidak_ada_respon,90%,"lama tidak hadir, keluar, date"
he decided to stay in his fam church,batch : 37 of 48 row: 8,tertanam_di_gereja_lain,97%,"stay, fam church, church"
Multiplication to new Date WR1,batch : 37 of 48 row: 9,Admin,84%,"multiplication, new Date, WR1"
Unable to join DATE and Sunday Service in JPCC,batch : 37 of 48 row: 10,waktu_tidak_sesuai,93%,"unable to join, Sunday Service, DATE"
Ybs sudah berjemaat di gereja lain,batch : 38 of 48 row: 1,tertanam_di_gereja_lain,98%,"gereja lain, berjemaat, JPCC"
Ingin mencoba date offline yang lain.,batch : 38 of 48 row: 2,alasan_DATE,92%,"date offline, lain, mencoba"
"Move to another island, no longer stay in jpcc and date",batch : 38 of 48 row: 3,lokasi,99%,"move, another island, jpcc"
"Pindah ke tangerang, dan belum rencana mencari date. Sedang mengatur area area kehidupan yg lain",batch : 38 of 48 row: 4,lokasi,99%,"pindah, tangerang, jakarta"
"Kembali ke solo, sudah tidak di jakarta",batch : 38 of 48 row: 5,lokasi,98%,"solo, jakarta, kembali"
