delete_reason,batch,Final label,Confidence,Keywords
Study abroad (Australia) tidak dapat mengikuti Date dikarenakan lokasi dan perbedaan waktu,batch : 19 of 48 row: 1,lokasi,95%,"study abroad, Australia, lokasi"
uda ga bisa aktif untuk saat ini. 3 bln ga hadir.,batch : 19 of 48 row: 2,tidak_ada_respon,85%,"3 bulan, tidak hadir, tidak aktif"
Resign dari DATE dan tdk beribadah di JPCC,batch : 19 of 48 row: 3,alasan_DATE,90%,"resign DATE, tidak ibadah JPCC"
Sudah tidak datang beberapa bulan,batch : 19 of 48 row: 4,tidak_ada_respon,80%,"beberapa bulan, tidak datang"
Tidak bisa dikontak selama bbrp bulan terakhir,batch : 19 of 48 row: 5,tidak_ada_respon,90%,"tidak bisa dikontak, beberapa bulan"
minta ijin keluar dikarenakan ada komunitas lain,batch : 19 of 48 row: 6,tertanam_di_gereja_lain,85%,"komunitas lain, keluar"
Aldo sudah pindah kerja ke daerah jakarta barat dan ingin mencari DATE sekitar sana,batch : 19 of 48 row: 7,lokasi,88%,"pindah kerja, jakarta barat, relokasi"
Menetap di luar kota bersama keluarga,batch : 19 of 48 row: 8,lokasi,92%,"pindah, luar kota, keluarga"
Ikut suami untuk ibadah di gereja suami,batch : 19 of 48 row: 9,tertanam_di_gereja_lain,88%,"gereja suami, ikut suami"
Menetap di luar kota karena pekerjaan,batch : 19 of 48 row: 10,lokasi,90%,"luar kota, pekerjaan, menetap"
Sudah tidak pernah hadir ke Date,batch : 20 of 48 row: 1,alasan_DATE,85%,"tidak hadir, DATE, konsisten"
Sudah tidak pernah hadir ke Date,batch : 20 of 48 row: 2,alasan_DATE,85%,"tidak hadir, DATE, konsisten"
"Meninggal dikarenakan sakit, tahun lalu",batch : 20 of 48 row: 3,others,95%,"meninggal, sakit, tahun lalu"
Sedang sibuk mengurus keluarga sehingga tidak bisa fokus di date,batch : 20 of 48 row: 4,perbedaan_musim_kehidupan,80%,"sibuk keluarga, fokus, perubahan fase"
"Tidak pernah datang date, tidak bisa dihubungi",batch : 20 of 48 row: 5,tidak_ada_respon,90%,"tidak datang, tidak dihubungi, MIA"
sudah tidak hadir date lebih dari 3 bulan,batch : 20 of 48 row: 6,alasan_DATE,85%,"tidak hadir, DATE, 3 bulan"
sudah tidak datang date Mega Kuningan 2 lebih dari 3 bulan.,batch : 20 of 48 row: 7,alasan_DATE,90%,"tidak datang, DATE Mega, 3 bulan"
"Setelah sudah bbrp bulan tidak datang Date, dan sulit berkomunikasi, akhirnya ybs memutuskan untuk tidak Date dulu.",batch : 20 of 48 row: 8,alasan_DATE,80%,"tidak datang, sulit komunikasi, putus DATE"
Date member has moved to other city and found the local community,batch : 20 of 48 row: 9,lokasi,90%,"pindah kota, relokasi, komunitas lokal"
DF yg menyamar jadi date member dan sdh menyelesaikan tugas nya,batch : 20 of 48 row: 10,Admin,85%,"DF menyamar, tugas selesai, error data"
pindah pekerjaan di bandung dan mau tertanam di gereja setempat,batch : 21 of 48 row: 1,lokasi,95%,"pindah pekerjaan, bandung, gereja setempat"
lebih dari 6 bulan tidak aktif,batch : 21 of 48 row: 2,tidak_ada_respon,85%,"6 bulan, tidak aktif, missing"
Menyatakan mengundurkan diri dari Date dan memilih untuk mencari Date sendiri.,batch : 21 of 48 row: 3,alasan_DATE,90%,"mengundurkan diri, DATE, cari sendiri"
"Karena lokasi kantornya di Cikarang, Rudy kesulitan untuk atur waktu hadir di DATE, di hari Sabtu Rudy dan Isterinya Merie harus ke rumah orang tuanya di daerah Bekasi yang mana hari Sabtu jadwal pertemuan DATE jadi   mereka di non-aktifkan dulu dari DATE Cengkareng 2, saya sudah sarankan untuk bisa join DATE yang hari sabtu di daerah Bekasi",batch : 21 of 48 row: 4,waktu_tidak_sesuai,88%,"lokasi kantor, jadwal sabtu, kesulitan atur waktu"
Ingin mencari date baru dikarenakan date lama sudah menjadi married couple,batch : 21 of 48 row: 5,alasan_DATE,92%,"date baru, married couple, date lama"
Move to another island & church to work and stays,batch : 21 of 48 row: 6,lokasi,90%,"move, island, church"
sudah tidak aktif lebih dari 3 bulan,batch : 21 of 48 row: 7,tidak_ada_respon,88%,"3 bulan, tidak aktif, missing"
Kerja sampe malem dan tidak bisa DATE lagi,batch : 21 of 48 row: 8,waktu_tidak_sesuai,92%,"kerja malem, tidak bisa, jadwal"
Kerja & kuliah Senin - Sabtu no time for DATE for now,batch : 21 of 48 row: 9,waktu_tidak_sesuai,90%,"kerja kuliah, senin sabtu, no time"
date member sudah meninggal dunia,batch : 21 of 48 row: 10,others,95%,"meninggal dunia, wafat, member"
Sudah tidak datang 3 bulan berturut-turut. Akan mencari DATE Sabtu,batch : 22 of 48 row: 1,alasan_DATE,75%,"tidak datang, cari DATE, 3 bulan"
"sudah tdk bs date, rumah pindah ke serpong, ikt komunitas interdenominasi di cluster rumah",batch : 22 of 48 row: 2,lokasi,95%,"pindah, serpong, relokasi"
"sudah tdk bs date, rumah pindah ke serpong, ikt komunitas interdenominasi di cluster rumah",batch : 22 of 48 row: 3,lokasi,95%,"pindah, serpong, relokasi"
ada issue keuagan.. lost kontak,batch : 22 of 48 row: 4,tidak_ada_respon,85%,"lost kontak, issue, tidak respons"
Pindah gereja lain dan mau berhenti dari date,batch : 22 of 48 row: 5,tertanam_di_gereja_lain,90%,"pindah gereja, berhenti, gereja lain"
sudah tidak aktif di date dan lebih banyak stay di bandung,batch : 22 of 48 row: 6,lokasi,85%,"bandung, stay, pindah lokasi"
bukan date member dan belum menikah jg dengan date member kg37,batch : 22 of 48 row: 7,Admin,80%,"bukan member, belum menikah, data error"
Has not been active for last one year,batch : 22 of 48 row: 8,tidak_ada_respon,85%,"tidak aktif, satu tahun, missing"
"Lokasi masih Cipinang, dan lama tidak aktif",batch : 22 of 48 row: 9,tidak_ada_respon,75%,"lama tidak aktif, cipinang, missing"
"Sudah lama tidak DATE, dan belum bisa join karna bentrok dengan kerjaan. Belum bisa cari yang lain.",batch : 22 of 48 row: 10,waktu_tidak_sesuai,90%,"bentrok kerja, jadwal, komitmen"
yang bersangkutan sudah keluar dari date kelapa gading 28,batch : 23 of 48 row: 1,alasan_DATE,95%,"keluar dari date, kelapa gading 28"
yang bersangkutan sudah keluar dari date kelapa gading 28,batch : 23 of 48 row: 2,alasan_DATE,95%,"keluar dari date, kelapa gading 28"
kesibukan kerja benturan dengan jadwal date,batch : 23 of 48 row: 3,waktu_tidak_sesuai,90%,"kesibukan kerja, benturan jadwal"
"sibuk dengan kerjaan, tidak memungkinkan untuk bisa datang date",batch : 23 of 48 row: 4,waktu_tidak_sesuai,85%,"sibuk kerja, tidak memungkinkan datang"
"sibuk dengan kerjaan, tidak memungkinkan untuk berkomitment pada data saat ini",batch : 23 of 48 row: 5,waktu_tidak_sesuai,80%,"sibuk kerja, tidak berkomitment"
melanjutkan studi keluar indonesia,batch : 23 of 48 row: 6,lokasi,95%,"studi keluar, indonesia"
"she was a muslim dan skg karena keluarganya, dia memutuskan untuk kembali lagi. she been away from DATE for more than 6 months dan setelah diskusi, dia menjawab tidak mau bertumbuh lagi di date dan jpcc..",batch : 23 of 48 row: 7,alasan_DATE,85%,"tidak mau bertumbuh, away 6 months"
"Member would like to try a new DATE, considering she is graduated from college. The decision comes from the member herself.",batch : 23 of 48 row: 8,perbedaan_musim_kehidupan,80%,"graduated college, new DATE"
info dari Gratcy kalau dia memutuskan kembali ke gereja dia sebelumnya,batch : 23 of 48 row: 9,tertanam_di_gereja_lain,90%,"kembali gereja, sebelumnya"
Double user name . Sudah terdaftar di nama yg sama,batch : 23 of 48 row: 10,Admin,95%,"double username, terdaftar sama"
Lokasi DATE pindah jauh dr tempat tinggal DM,batch : 24 of 48 row: 1,alasan_DATE,85%,"DATE pindah, lokasi DATE, jauh"
Lokasi DATE pindah jauh dr tempat tinggal DM,batch : 24 of 48 row: 2,alasan_DATE,85%,"DATE pindah, lokasi DATE, jauh"
Sudah tidak aktif di dalam DATE,batch : 24 of 48 row: 3,alasan_DATE,90%,"tidak aktif, DATE, keluar"
sudah berpindah jemaat ke kota lain,batch : 24 of 48 row: 4,lokasi,95%,"pindah jemaat, kota lain, relokasi"
Pinda ke Mesir ikut istri yg pekerjaan di sana.,batch : 24 of 48 row: 5,lokasi,95%,"Mesir, pindah, istri pekerjaan"
Sudah tidak bisa hadir karena date full on site,batch : 24 of 48 row: 6,waktu_tidak_sesuai,90%,"full on site, jadwal, tidak bisa hadir"
looking for another date krn jarak rumah,batch : 24 of 48 row: 7,alasan_DATE,85%,"jarak rumah, DATE lain, pindah"
looking for another date krn jarak rumah,batch : 24 of 48 row: 8,alasan_DATE,85%,"jarak rumah, DATE lain, pindah"
Cannot join Date krn lagi sibuk sm kerjaan,batch : 24 of 48 row: 9,waktu_tidak_sesuai,85%,"sibuk, kerjaan, jadwal"
tidak datang date dalam jangka waktu lama,batch : 24 of 48 row: 10,tidak_ada_respon,80%,"tidak datang, lama, MIA"
Sudah pindah gereja setelah menikah,batch : 25 of 48 row: 1,perbedaan_musim_kehidupan,95%,"menikah, pindah gereja, fase hidup"
"Salah approved , jimmy tidak join jpcc",batch : 25 of 48 row: 2,Admin,90%,"salah approved, human error, tidak join"
"Pindah luar kota, karena mau dekat dengan orang tua",batch : 25 of 48 row: 3,lokasi,95%,"pindah luar kota, relokasi, orang tua"
mutasi ke date gd 65 dengan alasan waktu date yang berbeda,batch : 25 of 48 row: 4,alasan_DATE,85%,"mutasi DATE, waktu DATE berbeda, pindah DATE"
"Karena selama ini belum bisa datang ke date walopun online, sekarang sudah onsite pun belum bisa karena masih menemani anak-anak belajar di malam hari. Prioritas waktu untuk anak-anak",batch : 25 of 48 row: 5,perbedaan_musim_kehidupan,90%,"anak-anak, prioritas waktu, menemani belajar"
Karena dia mau beribadah di gereja Katolik. Ikut date online waktu pandemi dan sekarang mau ibadah onsite di gereja Katolik.,batch : 25 of 48 row: 6,tertanam_di_gereja_lain,95%,"gereja Katolik, ibadah onsite, pindah gereja"
"Karena istri belum bisa berada di dalan komunitas, jadi suami juga tidak bisa date onsite, pulang juga malam dari kantor. Sudah direkomendasikan untuk Date couple.",batch : 25 of 48 row: 7,perbedaan_musim_kehidupan,85%,"istri, anak, pulang malam"
"Karena Date pindah lokasi, dan mau melahirkan di bulan Maret ini, kemungkinan besar tidak bisa date onsite untuk beberapa bulan ke depan.",batch : 25 of 48 row: 8,perbedaan_musim_kehidupan,85%,"melahirkan, fase hidup, beberapa bulan"
memutuskan untuk mundur dari date mk3,batch : 25 of 48 row: 9,others,60%,"mundur, alasan tidak jelas, DATE mk3"
Pindah keluar kota dan tertanam local church lain,batch : 25 of 48 row: 10,lokasi,90%,"pindah keluar kota, local church lain, relokasi"
Sedang dalam mencari komunitas baru,batch : 26 of 48 row: 1,tertanam_di_gereja_lain,75%,"komunitas baru, mencari, pindah"
Tidak ada waktu dan tidak dapat chemistrynya antar member,batch : 26 of 48 row: 2,alasan_DATE,85%,"chemistry, member, tidak cocok"
Tidak ada waktu dan tidak dapat chemistrynya antar member,batch : 26 of 48 row: 3,alasan_DATE,85%,"chemistry, member, tidak cocok"
Sibuk kuliah nanti date lagi kalau udah kelar,batch : 26 of 48 row: 4,perbedaan_musim_kehidupan,80%,"kuliah, sibuk, jenjang studi"
pindah tempat tinggal ke luar kota,batch : 26 of 48 row: 5,lokasi,95%,"pindah, luar kota, relokasi"
sudah tidak aktif di date lagi,batch : 26 of 48 row: 6,alasan_DATE,70%,"tidak aktif, DATE, keluar"
Pindah gereja dan juga pindah rumah!,batch : 26 of 48 row: 7,lokasi,85%,"pindah gereja, pindah rumah, relokasi"
Waktu berbenturan dengan pekerjaan!,batch : 26 of 48 row: 8,waktu_tidak_sesuai,95%,"benturan jadwal, pekerjaan, waktu"
Pindah gereja karena rumah lebih dekat!,batch : 26 of 48 row: 9,lokasi,80%,"pindah gereja, rumah dekat, relokasi"
Untuk saat ini memutuskan tidak tertanam di dalam DATE. Sudah tidak pernah hadir.,batch : 26 of 48 row: 10,tidak_ada_respon,85%,"tidak tertanam, tidak hadir, MIA"
No longer DATE member Date pejompongan 1,batch : 27 of 48 row: 1,alasan_DATE,85%,"DATE member, pejompongan, no longer"
Akun Stevano Ayal untuk join di probition Date Rawamangun 4. Saat ini sudah ada akun resminya jadi akun ini di remove,batch : 27 of 48 row: 2,Admin,90%,"probation, duplicate account, remove"
decide untuk bergereja di tempat lain mengikuti suami,batch : 27 of 48 row: 3,perbedaan_musim_kehidupan,88%,"bergereja tempat lain, mengikuti suami, life change"
"Setelah selesai probation DM ga pernah join date, saya menyarankan untuk DM ini cari date di hari yg lain jika berhalangan di hari kamis",batch : 27 of 48 row: 4,waktu_tidak_sesuai,82%,"berhalangan hari kamis, schedule conflict, DATE lain"
"aktif di gereja lain, tidak lagi di JPCC",batch : 27 of 48 row: 5,tertanam_di_gereja_lain,92%,"gereja lain, tidak di JPCC, aktif"
"Sudah pindah ke Amerika, tidak ke jpcc lagi",batch : 27 of 48 row: 6,lokasi,95%,"pindah Amerika, relokasi, tidak ke JPCC"
"Tidak aktif, sudah tidak ke Jpcc lagi",batch : 27 of 48 row: 7,tidak_ada_respon,75%,"tidak aktif, tidak ke JPCC, inactive"
Looking for other DATE on weekend to match her working schedule,batch : 27 of 48 row: 8,waktu_tidak_sesuai,88%,"working schedule, weekend, match time"
No longer attending date for more than 3 months,batch : 27 of 48 row: 9,tidak_ada_respon,80%,"3 months, no longer attending, inactive"
No longer attending DATE for more than a year,batch : 27 of 48 row: 10,tidak_ada_respon,85%,"1 year, no longer attending, inactive"
No longer attending date for 3 months,batch : 28 of 48 row: 1,alasan_DATE,85%,"no longer attending, date, 3 months"
Request utk leave DATE krn mau cari DATE yg married couple aja,batch : 28 of 48 row: 2,alasan_DATE,90%,"leave DATE, married couple, cari DATE"
Request utk leave DATE krn mau cari DATE yg married couple aja,batch : 28 of 48 row: 3,alasan_DATE,90%,"leave DATE, married couple, cari DATE"
Sedang menjalani S2 di luar negeri!,batch : 28 of 48 row: 4,perbedaan_musim_kehidupan,88%,"S2, luar negeri, jenjang studi"
"Sudah tidaj pernah join date lagi,katanya waktu jam kerja dan jadwal date bentrok.",batch : 28 of 48 row: 5,waktu_tidak_sesuai,92%,"jam kerja, jadwal bentrok, tidak bisa join"
Sudah tidak bisa join DATE dari beberapa waktu lama.di hubungi tidak di bls-bls,batch : 28 of 48 row: 6,tidak_ada_respon,88%,"tidak di bls, dihubungi, tidak pernah join"
sudah pindah dan tidak bergereja lagi di jpcc,batch : 28 of 48 row: 7,lokasi,95%,"pindah, tidak bergereja, jpcc"
Pindah DATE untuk couple dan waktu berbenturan dengan pekerjaan!,batch : 28 of 48 row: 8,alasan_DATE,78%,"Pindah DATE, couple, waktu berbenturan"
tidak pernah datang date lagi.. untuk sementara di remove dahulu,batch : 28 of 48 row: 9,Admin,82%,"tidak pernah datang, remove, sementara"
Pindah DATE dikarenakan waktu berbenturan dengan kuliah malam dan pekerjaan!,batch : 28 of 48 row: 10,waktu_tidak_sesuai,85%,"Pindah DATE, kuliah malam, pekerjaan"
Belum menjadi date member seharusnya masih probation,batch : 29 of 48 row: 1,Admin,95%,"probation, belum member, administrative"
Tidak hadir lebih dari 3 bulan dan tidak ada kabar lagi,batch : 29 of 48 row: 2,tidak_ada_respon,90%,"tidak hadir, tidak ada kabar, 3 bulan"
Sudah tidak pernah datang DATE,batch : 29 of 48 row: 3,alasan_DATE,85%,"tidak datang, DATE, keluar"
Yang bersangkutan sudah sulit dihubungi,batch : 29 of 48 row: 4,tidak_ada_respon,88%,"sulit dihubungi, tidak responsif, missing"
"data tiba2 ada di myjpcc date mk2, padahal bukan member",batch : 29 of 48 row: 5,Admin,92%,"data error, salah input, bukan member"
Can no longer be contacted by wa - salah masukin,batch : 29 of 48 row: 6,Admin,90%,"salah input, tidak bisa dihubungi, error"
"member sedang fokus di pekerjaan, dan masa depannya",batch : 29 of 48 row: 7,perbedaan_musim_kehidupan,85%,"fokus pekerjaan, masa depan, prioritas"
Ybs memutuskan utk ngga lanjut DATE krn alasan pribadi. Ybs juga saat ini berdomisili di New Zealand krn penugasan kantor,batch : 29 of 48 row: 8,lokasi,92%,"New Zealand, relokasi, penugasan kantor"
Will be transfer to Kelapa Gading 59,batch : 29 of 48 row: 9,lokasi,88%,"transfer, Kelapa Gading, pindah lokasi"
Will be transfer to Kelapa Gading 59,batch : 29 of 48 row: 10,lokasi,88%,"transfer, Kelapa Gading, pindah lokasi"
Cannot join date in Thursday because of work load. She needs to find another date in another Tangerang area and other day to join date,batch : 30 of 48 row: 1,waktu_tidak_sesuai,85%,"work load, Thursday, schedule conflict"
as requested by Cassie to move to other Date,batch : 30 of 48 row: 2,alasan_DATE,90%,"move to other Date, Cassie request"
no longer active as member for 2 years. cant commit at the moment,batch : 30 of 48 row: 3,perbedaan_musim_kehidupan,75%,"2 years inactive, can't commit, life phase"
Pindah Gereja. Dia sekarang melayani di Gereja lain dan sudah minta izin,batch : 30 of 48 row: 4,tertanam_di_gereja_lain,95%,"Pindah Gereja, serving elsewhere, permission"
"Keinginan sendiri
Pindah gereja",batch : 30 of 48 row: 5,tertanam_di_gereja_lain,90%,"Pindah gereja, own decision"
Double account atas nama yg sama,batch : 30 of 48 row: 6,Admin,95%,"Double account, same name, administrative error"
Bentrok dengan jadwal sekolah S2 nya,batch : 30 of 48 row: 7,perbedaan_musim_kehidupan,85%,"S2 schedule, Master's program, conflict"
"Not Active
Visitor only
Husband don't want to join the meeting
Can""t join married couple",batch : 30 of 48 row: 8,perbedaan_musim_kehidupan,80%,"married couple, husband objection, life phase change"
"Not active
Visitor only
Almost a year didn't attend the.
meeting",batch : 30 of 48 row: 9,tidak_ada_respon,85%,"not active, almost year absent, missing"
Sudah pindah ke luar negeri dan menetap di luar negeri,batch : 30 of 48 row: 10,lokasi,95%,"pindah luar negeri, relocation abroad, settled overseas"
sudah tidak pernah datang date 1 tahun dan sulit di reach out,batch : 31 of 48 row: 1,tidak_ada_respon,85%,"tidak pernah datang, sulit di reach out, 1 tahun"
"tidak aktif hadir di date dan grup, sudah pindah ke Semarang",batch : 31 of 48 row: 2,lokasi,95%,"pindah ke Semarang, tidak aktif, relokasi"
"tidak bisa join date karena pindah jam kerja, jadi saya sarankan cari date lain supaya bisa ikut date yang sesuai dia bisa hari dan jam nya.",batch : 31 of 48 row: 3,waktu_tidak_sesuai,90%,"pindah jam kerja, benturan jadwal, hari dan jam"
Pindah gereja sehingga sudah tidak beribadah lagi di Jpcc,batch : 31 of 48 row: 4,tertanam_di_gereja_lain,95%,"pindah gereja, tidak beribadah, JPCC"
DM bersangkutan sedang kuliah di luar negeri.,batch : 31 of 48 row: 5,lokasi,90%,"kuliah luar negeri, relokasi, abroad"
Pindah tempat domilisi ke bandung,batch : 31 of 48 row: 6,lokasi,95%,"pindah domilisi, Bandung, relokasi"
Tidak aktif date lagi sudab setahun,batch : 31 of 48 row: 7,tidak_ada_respon,80%,"tidak aktif, setahun, missing"
Marhen telah menetap di Belgia,batch : 31 of 48 row: 8,lokasi,95%,"menetap Belgia, luar negeri, relokasi"
Tidak pernah hadir sudah lebih dari 4 bulan & respon,batch : 31 of 48 row: 9,tidak_ada_respon,85%,"tidak pernah hadir, 4 bulan, no response"
bukan date member. istrinya yang date member,batch : 31 of 48 row: 10,Admin,90%,"bukan member, istrinya member, data error"
"pindah gereja, ikut calon suami",batch : 32 of 48 row: 1,tertanam_di_gereja_lain,85%,"pindah gereja, calon suami, gereja lain"
Nga ada kabar uda 3 bln. Di kontak tidak bisa,batch : 32 of 48 row: 2,tidak_ada_respon,95%,"tidak ada kabar, 3 bulan, tidak bisa dihubungi"
Pindah ke Medan dikarenakan pekerjaan,batch : 32 of 48 row: 3,lokasi,95%,"pindah Medan, pekerjaan, relokasi"
"Pindah Kota ke Bandung, karena pernikahan",batch : 32 of 48 row: 4,perbedaan_musim_kehidupan,90%,"pindah kota, pernikahan, fase hidup"
Pindah ke Negara amerika karena personal reason,batch : 32 of 48 row: 5,lokasi,95%,"pindah negara, Amerika, relokasi"
"Masuk ke musim yang baru , dunia pekerjaan",batch : 32 of 48 row: 6,perbedaan_musim_kehidupan,90%,"musim baru, dunia pekerjaan, karier"
"Masuk di musim yang baru , pernikahan",batch : 32 of 48 row: 7,perbedaan_musim_kehidupan,95%,"musim baru, pernikahan, fase hidup"
Pindah domisili ke jakarta timur dan blm mau kembali join date,batch : 32 of 48 row: 8,lokasi,85%,"pindah domisili, Jakarta Timur, relokasi"
schedule nya tabrakan dgn waktu kerja dan lokasi rumah sangat jauh di bogor,batch : 32 of 48 row: 9,waktu_tidak_sesuai,90%,"schedule tabrakan, waktu kerja, lokasi jauh"
Date member mengundurkan diris,batch : 32 of 48 row: 10,alasan_DATE,85%,"DATE member, mengundurkan diri, kelompok DATE"
Date member mengundurkan diris,batch : 33 of 48 row: 1,alasan_DATE,85%,"Date member, mengundurkan diri, kelompok DATE"
pindah ibadah karrna ngak mau Vaksin covit 19,batch : 33 of 48 row: 2,others,75%,"vaksin, COVID-19, pindah ibadah"
telah menetap di Bandung dan agar tertanam di gereja lokal,batch : 33 of 48 row: 3,lokasi,90%,"menetap Bandung, gereja lokal, relokasi"
pindah tempat tinggal ke Sleman,batch : 33 of 48 row: 4,lokasi,95%,"pindah tempat tinggal, Sleman, relokasi"
Pindah keluar kota dan belum tahu kapan akan kembali lagi.,batch : 33 of 48 row: 5,lokasi,95%,"pindah keluar kota, belum kembali, relokasi"
Pindah keluar kota dan masih belum tahu kapan akan kembali,batch : 33 of 48 row: 6,lokasi,95%,"pindah keluar kota, belum tahu kembali, relokasi"
Study abroad to France and will find local church’s community,batch : 33 of 48 row: 7,lokasi,90%,"study abroad France, relokasi, gereja lokal"
"stefen dan vina sekeluarga memutuskan untuk pindah ke tasikmalaya, jadi mereka mau keluar dari date",batch : 33 of 48 row: 8,lokasi,95%,"pindah Tasikmalaya, keluar DATE, relokasi"
"stefen dan vina sekeluarga memutuskan untuk pindah ke tasikmalaya, jadi mereka mau keluar dari date",batch : 33 of 48 row: 9,lokasi,95%,"pindah Tasikmalaya, keluar DATE, relokasi"
Sudah lama gak aktif join DATE,batch : 33 of 48 row: 10,tidak_ada_respon,80%,"lama tidak aktif, tidak join, missing"
DATE location has changed too far from member’s home,batch : 34 of 48 row: 1,alasan_DATE,75%,"DATE location, distance, member home"
Pindah ke luar kota jadi cari komunitas lain.,batch : 34 of 48 row: 2,lokasi,95%,"pindah luar kota, komunitas lain"
Sdh pindah rumah dan tidak bs hadir di date lagi,batch : 34 of 48 row: 3,lokasi,90%,"pindah rumah, tidak bs hadir"
"Pindah keluar kota, dan akan mencari komunitas baru",batch : 34 of 48 row: 4,lokasi,95%,"pindah keluar kota, komunitas baru"
"Moving to Palu, and has been nurtured in local church in Palu - GBI Rock",batch : 34 of 48 row: 5,lokasi,90%,"moving Palu, relocation"
Moving to china to continue her study,batch : 34 of 48 row: 6,lokasi,95%,"moving China, study"
Pindah rumah ke wilayah yg beda dan jauh.,batch : 34 of 48 row: 7,lokasi,90%,"pindah rumah, wilayah jauh"
Pindah rumah ke wilayah yg beda dan jauh.,batch : 34 of 48 row: 8,lokasi,90%,"pindah rumah, wilayah jauh"
"Pindah ke Alam Sutera 17. Menurut keterangan, hanya bisa invite by email karena DATE nya sudah penuh. Tidak bisa trf.",batch : 34 of 48 row: 9,Admin,85%,"pindah, DATE penuh, transfer"
Find other date for Marriage couple,batch : 34 of 48 row: 10,others,60%,"marriage couple, find DATE"
Find other Date for Marriage couple,batch : 35 of 48 row: 1,alasan_DATE,75%,"marriage couple, find other date, couple"
Karena DATE pindah ke lokasi yang jauh dari rmhnya,batch : 35 of 48 row: 2,lokasi,95%,"pindah lokasi, jauh, relokasi"
"dater sangat sibuk dgn kerjaan nya dan belum bisa komit ke date, selain itu lokasi yg jauh maka dater berkehendak utk pindah dari date ini... namun dia berjanji akan mendaftar date lagi di daerah tempat tinggal dia setelah load kerjaan membaik",batch : 35 of 48 row: 3,lokasi,90%,"lokasi jauh, pindah, sibuk kerja"
"dater pindah ke daerah pik dan sangat sibuk di hari kerja, karena itu dia akan mencari date lain yang sesuai dengan keadaan dia disana.",batch : 35 of 48 row: 4,lokasi,85%,"pindah daerah, lokasi jauh, sibuk kerja"
"dater inj dan istri nya smakin tidak possible utk hadir di date kami, selain hari yg tdk sesuai terlebih juga lokasi yg makin jauh...dan juga nanti nya mereka berencana mencari date lain yg sedaerah & married couple.",batch : 35 of 48 row: 5,lokasi,85%,"lokasi jauh, pindah, married couple"
pindah wilayah dan tidak bisa ikut join date lagi karena lokasi terlalu jauh,batch : 35 of 48 row: 6,lokasi,95%,"pindah wilayah, lokasi jauh, relokasi"
Tidak aktif di date karena sudah beda lokasi,batch : 35 of 48 row: 7,lokasi,95%,"beda lokasi, pindah, tidak aktif"
Sudah tidak aktif di DATE. Pamit mundur.,batch : 35 of 48 row: 8,others,60%,"mundur, tidak aktif, alasan tidak jelas"
Wrong inputs data from Adela.,batch : 35 of 48 row: 9,Admin,95%,"wrong inputs, data error, administrative"
Sudah memutuskan untuk ikut istrinya karena perbedaan agama. Istri mike beragama Katolik. Mike sudah tidak pernah ikut ibadah di JPCC.,batch : 35 of 48 row: 10,tertanam_di_gereja_lain,85%,"perbedaan agama, istri katolik, tidak ikut ibadah JPCC"
"A Date Member accidentally added her friend to this date, hence we are removing this member",batch : 36 of 48 row: 1,Admin,95%,"accidentally added, administrative error, removal"
"The Date Member has just married, and after careful consideration and discussion with her husband, they decided to move to closer local church which is also under JKI. No other specific reasons other than distance matter",batch : 36 of 48 row: 2,perbedaan_musim_kehidupan,90%,"married, life phase change, relocation decision"
"memutuskan untuk tidak lagi tergabung dalam DATE, karena tidak mau dimuridkan lagi",batch : 36 of 48 row: 3,alasan_DATE,85%,"tidak mau dimuridkan, DATE group conflict, discipleship issue"
tidak aktif lebih dari 6 bulan,batch : 36 of 48 row: 4,tidak_ada_respon,88%,"tidak aktif, 6 bulan, missing"
tidak aktif lebih dr 6 bln dan tidak ada kabar,batch : 36 of 48 row: 5,tidak_ada_respon,90%,"tidak aktif, tidak ada kabar, 6 bulan"
Mencari waktu/hari yg baru krn perubahan aktivitas dikantor yg mwmbuat sulit utk berkomitmen di Date dlm 6bln terakhir. Vita request utk keluar dulu sampai ketemu strategi baru utk bs komitmen lg di suatu date.,batch : 36 of 48 row: 6,waktu_tidak_sesuai,92%,"perubahan aktivitas kantor, schedule conflict, sulit berkomitmen"
6 bulan lebih tidak datang DATE sama sekali.,batch : 36 of 48 row: 7,tidak_ada_respon,85%,"tidak datang, 6 bulan, absence"
Pindah domisili ke Pekalongan.,batch : 36 of 48 row: 8,lokasi,95%,"pindah domisili, relocation, Pekalongan"
ingin pindah lokasi date krn pindah kerja,batch : 36 of 48 row: 9,lokasi,90%,"pindah kerja, relocation, job transfer"
"keliru masuk DATE, harusnya di DATE SUDIRMAN7",batch : 36 of 48 row: 10,Admin,92%,"keliru masuk, wrong DATE, administrative error"
Pindah tempat tinggal dan tidak dapat join date bekasi karena jarak dan kesibukan pekerjaan. saat ini memutuskan untuk stay di Bali bbrp waktu kedepan.,batch : 37 of 48 row: 1,lokasi,95%,"pindah tempat tinggal, Bali, jarak"
"Karena pasangannya katolik, dia mau fokus belajar ajaran katolik",batch : 37 of 48 row: 2,perbedaan_musim_kehidupan,85%,"pasangan katolik, fokus belajar, perubahan fase"
Sudah setahun tidak join date lagi,batch : 37 of 48 row: 3,tidak_ada_respon,75%,"setahun tidak join, missing in action"
Pindah domisili ke surabaya dan pindah gereja di surabaya,batch : 37 of 48 row: 4,lokasi,90%,"pindah domisili, Surabaya, relokasi"
