delete_reason,batch,Final label,Confidence,Keywords
Vincent pindah domisili ke Bandung,batch : 23 of 48 row: 2,lokasi,99%,"pindah domisili, Bandung, lokasi"
test,batch : 23 of 48 row: 3,others,99%,test
Pindah ke Jepang bersama suami,batch : 23 of 48 row: 4,lokasi,99%,"pindah, Jepang, suami"
pindah kerja ke Kalimantan,batch : 23 of 48 row: 5,lokasi,97%,"pindah kerja, Kalimantan, relokasi"
Ybs memutuskan utk tidak bergabung di Date PI3,batch : 23 of 48 row: 6,alasan_DATE,96%,"tidak bergabung, Date, PI3"
jarang hadir,batch : 23 of 48 row: 7,tidak_ada_respon,84%,"jarang hadir, minim respons, hadir"
Menggantikan DL,batch : 23 of 48 row: 8,Admin,90%,"menggantikan, DL, admin"
DF pengganti,batch : 23 of 48 row: 9,Admin,92%,"pengganti, DF, admin"
pindah domisili ke Surabaya,batch : 23 of 48 row: 10,lokasi,99%,"pindah domisili, Surabaya, lokasi"
sudah join date lain,batch : 24 of 48 row: 1,tertanam_di_gereja_lain,92%,"join date lain, gereja lain"
sudah ada nama nya cuman msh di date krna kmren beda pasword muncul di aplikasi jdi di accep lagi.,batch : 24 of 48 row: 2,Admin,95%,"nama sudah ada, password, aplikasi"
penutupan DATE dan sudah menginfokan kepada DM,batch : 24 of 48 row: 3,alasan_DATE,98%,"penutupan DATE, DM"
penutupan DATE dan sudah menginfokan kepada DM,batch : 24 of 48 row: 4,alasan_DATE,98%,"penutupan DATE, DM"
penutupan DATE dan sudah menginfokan kepada DM,batch : 24 of 48 row: 5,alasan_DATE,98%,"penutupan DATE, DM"
penutupan DATE dan sudah menginfokan kepada DM,batch : 24 of 48 row: 6,alasan_DATE,98%,"penutupan DATE, DM"
penutupan DATE dan sudah menginfokan kepada DM,batch : 24 of 48 row: 7,alasan_DATE,98%,"penutupan DATE, DM"
date currently is not active,batch : 24 of 48 row: 8,alasan_DATE,90%,"not active, date"
date currently is not active,batch : 24 of 48 row: 9,alasan_DATE,90%,"not active, date"
date currently is not active,batch : 24 of 48 row: 10,alasan_DATE,90%,"not active, date"
date currently is not active,batch : 25 of 48 row: 1,alasan_DATE,96%,"date, not active, inactive"
date currently is not active,batch : 25 of 48 row: 2,alasan_DATE,96%,"date, not active, inactive"
date currently is not active,batch : 25 of 48 row: 3,alasan_DATE,96%,"date, not active, inactive"
Rest in Peace,batch : 25 of 48 row: 4,others,99%,"rest, peace, wafat"
"tidak pernah hadir, tidak ada respon di grup WA, diajak ketemuan juga menghindar terus",batch : 25 of 48 row: 5,tidak_ada_respon,98%,"tidak hadir, tidak respon, menghindar"
berpindah keyakinan,batch : 25 of 48 row: 6,others,88%,"berpindah, keyakinan, agama"
"masih transisi, kepencet accept",batch : 25 of 48 row: 7,Admin,95%,"transisi, kepencet, accept"
ingin pindah ke date lain,batch : 25 of 48 row: 8,alasan_DATE,99%,"pindah, date lain, date"
ingin pindah ke date lain,batch : 25 of 48 row: 9,alasan_DATE,99%,"pindah, date lain, date"
Belum mau tertanam di Date saat ini,batch : 25 of 48 row: 10,alasan_DATE,97%,"belum tertanam, date, saat ini"
Belum mau tertanam di Date untuk saat ini,batch : 26 of 48 row: 1,alasan_DATE,96%,"belum tertanam, Date, saat ini"
cukup 1 saja,batch : 26 of 48 row: 2,others,88%,"cukup 1, singkat, ambigu"
Sudah berpulang,batch : 26 of 48 row: 3,others,99%,"berpulang, meninggal, wafat"
Tidak beribadah di JPCC,batch : 26 of 48 row: 4,tertanam_di_gereja_lain,92%,"tidak beribadah, JPCC, gereja"
sedang dlm proses,batch : 26 of 48 row: 5,others,90%,"sedang proses, tidak jelas, ambigu"
permintaan dari DATE Member,batch : 26 of 48 row: 6,alasan_DATE,97%,"permintaan, DATE Member, keluar"
permintaan dari DATE Member,batch : 26 of 48 row: 7,alasan_DATE,97%,"permintaan, DATE Member, keluar"
sudah meninggal 2 thn lalu,batch : 26 of 48 row: 8,others,99%,"meninggal, 2 thn lalu, wafat"
"Debo herself minta untuk keluar dari Date. Ada beberapa hal yg Debo sampaikan ke saya dan my part mendoakan Debo for peace of mind, keep connected with God",batch : 26 of 48 row: 9,alasan_DATE,95%,"minta keluar, Date, peace"
harusnya probation dulu karena baru join,batch : 26 of 48 row: 10,Admin,94%,"probation, baru join, admin"
registrasi ulang my jpcc dengan email baru,batch : 27 of 48 row: 1,Admin,96%,"registrasi ulang, email baru"
pindah tugas ke papua,batch : 27 of 48 row: 2,lokasi,98%,"pindah tugas, papua"
DL sudah mengundurkan diri dan sudah disetujui oleh JPCC. Namun DM belum mau mencari tempat date yang baru. DM hanya hadir 1-2x saja setahun.,batch : 27 of 48 row: 3,alasan_DATE,95%,"mengundurkan diri, date baru"
DL sudah mengundurkan diri dan sudah disetujui oleh JPCC. Namun DM belum mau mencari tempat date yang baru. DM hanya hadir 1-2x saja setahun.,batch : 27 of 48 row: 4,alasan_DATE,95%,"mengundurkan diri, date baru"
DL sudah mengundurkan diri dan sudah disetujui oleh JPCC. Namun DM belum mau mencari tempat date yang baru. DM hanya hadir 1-2x saja setahun.,batch : 27 of 48 row: 5,alasan_DATE,95%,"mengundurkan diri, date baru"
DL sudah mengundurkan diri dan sudah disetujui oleh pihak JPCC. Namun DM tidak mau langsung mencari tempat date yang baru. Selama ini DM pun hanya hadir 1-2x setahun.,batch : 27 of 48 row: 6,alasan_DATE,95%,"date baru, hadir jarang"
date member ingin mencoba gereja lain,batch : 27 of 48 row: 7,tertanam_di_gereja_lain,97%,"gereja lain, mencoba"
ybs memilih untum tertanam di gbi wtc karena sekolah minggu anak yang bisa lebih mudah di akses,batch : 27 of 48 row: 8,tertanam_di_gereja_lain,96%,"GBI WTC, sekolah minggu"
ybs memilih untuk tertanam di gbi WTC karena alasan sekolah minggu anak yang lebih bisa diakses,batch : 27 of 48 row: 9,tertanam_di_gereja_lain,96%,"GBI WTC, anak"
70% sudah dibandung sehingga sudah tidak bisa ikut date dan beribadah di jpcc,batch : 27 of 48 row: 10,others,88%,"70%, dibandung"
"Sempat tidak ada respon dan menghilang tanpa ada kabar. CT juga sudah menghubungi dan tdk ada respon. Saat sdh diberitahu akan di-remove secara administrasi, barulah merespon. Itu pun minta waktu utk ga date dulu.",batch : 28 of 48 row: 1,tidak_ada_respon,98%,"tidak respon, menghilang, dihubungi"
Kesibukan. Untuk hadir sebulan sekali pun sulit.,batch : 28 of 48 row: 2,waktu_tidak_sesuai,95%,"kesibukan, sebulan sekali, sulit hadir"
ubah email account ke email lama,batch : 28 of 48 row: 3,Admin,96%,"ubah email, account, administratif"
Meninggal pada akhir 2024 lalu. ???,batch : 28 of 48 row: 4,others,99%,"meninggal, akhir 2024, wafat"
ganti nama ke isteri. karena isteri yang cari tiket war,batch : 28 of 48 row: 5,Admin,90%,"ganti nama, isteri, tiket"
Tidak pernah hadir di DATE selama 4 bulan dan tidak ada respon sama sekali.,batch : 28 of 48 row: 6,tidak_ada_respon,97%,"tidak hadir, 4 bulan, tidak respon"
memilih bergereja di gbi gilgal,batch : 28 of 48 row: 7,tertanam_di_gereja_lain,99%,"bergereja, gbi gilgal, memilih"
memilih bergereja di gbi gilgal,batch : 28 of 48 row: 8,tertanam_di_gereja_lain,99%,"bergereja, gbi gilgal, memilih"
sudah menikah dan saat ini berdomisili di bogot sehingga tidak lagi bergereja di jpcc,batch : 28 of 48 row: 9,perbedaan_musim_kehidupan,96%,"menikah, domisili, jpcc"
pindah kerja ke Korea Selatan selama 2 tahun ke depan,batch : 28 of 48 row: 10,lokasi,98%,"pindah kerja, Korea Selatan, 2 tahun"
ingin coba date lain,batch : 29 of 48 row: 1,alasan_DATE,96%,"coba, date lain"
belum mau ke gereja,batch : 29 of 48 row: 2,others,72%,"belum mau, gereja"
sementara cuti dari Date karena pekerjaan sering ke luar negeri,batch : 29 of 48 row: 3,lokasi,98%,"luar negeri, pekerjaan"
karena kuliah di China,batch : 29 of 48 row: 4,lokasi,99%,"kuliah, China"
karena masuk ke komunitas lain yg lebih dekat & di kampus,batch : 29 of 48 row: 5,tertanam_di_gereja_lain,93%,"komunitas lain, kampus"
mau coba DATE married couple,batch : 29 of 48 row: 6,alasan_DATE,95%,"DATE married, coba"
"DM meminta sabbatical dr date tp mau tetap pelayanan di ministry, setelah diberikan waktu 1 bulan, dan ditanyakan kembali komitmennya di date namun DM tsb merespon dgn tdk proper ke DL (tdk sopan). Dan kejadian ini sdh berulang. Ketika DM diingatkan, DM leave dr WAG dan tdk terima sikapnya dikoreksi oleh DL shg memutuskan untuk leave date.",batch : 29 of 48 row: 7,alasan_DATE,90%,"sabbatical, leave date"
sudah terdaftar atas nama suami,batch : 29 of 48 row: 8,Admin,97%,"terdaftar, suami"
pindah ke Los Angelos,batch : 29 of 48 row: 9,lokasi,99%,"pindah, Los Angelos"
Study ke luar negeri,batch : 29 of 48 row: 10,lokasi,97%,"study, luar negeri"
Memilih tetap ke gereka katolik karena istri dan hanya ikut ibadah JPCC secara online. Dengan berdiskusi akhirnya ybs memilih mengundurkan diri dari Date.,batch : 30 of 48 row: 1,tertanam_di_gereja_lain,96%,"gereja katolik, online, mengundurkan diri"
ada 2 nama,batch : 30 of 48 row: 2,Admin,92%,"2 nama, data, duplikat"
nama nya 2 di myjpcc,batch : 30 of 48 row: 3,Admin,92%,"2 nama, myjpcc, duplikat"
sedang sekolah ke luar negeri,batch : 30 of 48 row: 4,lokasi,98%,"sekolah, luar negeri, pindah"
move abroad,batch : 30 of 48 row: 5,lokasi,99%,"move abroad, luar negeri, relokasi"
study abroad,batch : 30 of 48 row: 6,perbedaan_musim_kehidupan,97%,"study abroad, fase hidup, studi"
Rumah pindah setelah menikah,batch : 30 of 48 row: 7,perbedaan_musim_kehidupan,90%,"menikah, pindah rumah, hidup baru"
pindah date baru pi 3,batch : 30 of 48 row: 8,alasan_DATE,95%,"pindah date, DATE, baru pi 3"
pindah date lain,batch : 30 of 48 row: 9,alasan_DATE,96%,"pindah date, DATE, lain"
telah pindah ke luar negeri,batch : 30 of 48 row: 10,lokasi,99%,"luar negeri, pindah, relokasi"
Pindah date sesuai lokasi domisili,batch : 31 of 48 row: 1,alasan_DATE,98%,"pindah date, lokasi, domisili"
Pindah date terkait lokasi,batch : 31 of 48 row: 2,alasan_DATE,97%,"pindah date, lokasi, date"
Isi reason,batch : 31 of 48 row: 3,others,99%,"isi reason, tidak jelas, ambigu"
Belum memutuskan utk tertanam di JPCC,batch : 31 of 48 row: 4,tertanam_di_gereja_lain,92%,"belum memutuskan, tertanam, JPCC"
mengikuti istri yg memilih keluar utk pindah ke Date lain,batch : 31 of 48 row: 5,alasan_DATE,95%,"istri, date lain, keluar"
memilih keluar utk pindah ke Date lain,batch : 31 of 48 row: 6,alasan_DATE,96%,"date lain, keluar, pindah"
"sudah dibicarakan dgn DM dan mungkin saat ini bukan pilihan tepat ke daate kami sehingga tidak pernah hadir (sekitar 8-10 bulan). sudah ditanya problemnya, salah satunya lokasi .. sudah ditawarkan daate lain tetapi belum mau",batch : 31 of 48 row: 7,tidak_ada_respon,90%,"tidak pernah hadir, 8-10 bulan, sulit dihubungi"
jarang hadir,batch : 31 of 48 row: 8,tidak_ada_respon,84%,"jarang hadir, minim respons, absen"
berhalangan karena sedang kuliah,batch : 31 of 48 row: 9,waktu_tidak_sesuai,96%,"kuliah, berhalangan, jadwal"
"Menikah dan pindah gereja, mengikuti suami.",batch : 31 of 48 row: 10,perbedaan_musim_kehidupan,97%,"menikah, pindah gereja, suami"
Masih perlu berpikir untuk tertanam di Date,batch : 32 of 48 row: 1,alasan_DATE,92%,"tertanam, Date, berpikir"
Masih perlu berpikir untuk tertanam di Date,batch : 32 of 48 row: 2,alasan_DATE,92%,"tertanam, Date, berpikir"
mau mencari DATE baru,batch : 32 of 48 row: 3,alasan_DATE,96%,"mencari, DATE baru, DATE"
abroad,batch : 32 of 48 row: 4,lokasi,99%,"abroad, luar negeri, pindah"
ingin pindah ke DATE baru dekat tempat kerja,batch : 32 of 48 row: 5,lokasi,95%,"DATE baru, dekat kerja, pindah"
mau mencoba visit beberapa DATE lain,batch : 32 of 48 row: 6,alasan_DATE,94%,"visit, DATE lain, mencoba"
Kebutuhan Date bersama family sehingga mendapat pendampingan karena special needs,batch : 32 of 48 row: 7,alasan_DATE,90%,"family, special needs, pendampingan"
"tidak pernah kebaktian di JPCC, karena sekolah minggu anak",batch : 32 of 48 row: 8,waktu_tidak_sesuai,88%,"sekolah minggu, anak, tidak pernah"
block semua nmr dan mengirimkan pesan aneh ke beberapa member dan grup,batch : 32 of 48 row: 9,tidak_ada_respon,97%,"block, pesan aneh, member"
Sudah menemukan date lain yang lebih sesuai lokasi dan range usia DMnya,batch : 32 of 48 row: 10,alasan_DATE,93%,"DATE lain, lokasi, range usia"
visit DATE lain yg married couple,batch : 33 of 48 row: 1,alasan_DATE,92%,"visit DATE, married couple"
Sudah pindah ke USA,batch : 33 of 48 row: 2,lokasi,99%,"pindah, USA"
account lama bermasalah. jd buat account baru,batch : 33 of 48 row: 3,Admin,95%,"account lama, account baru"
Ybs tdk ingin kondisinya mempengaruhi date.,batch : 33 of 48 row: 4,alasan_DATE,84%,"kondisi, date"
wanna go overseas,batch : 33 of 48 row: 5,lokasi,88%,"overseas, pindah"
sementara,batch : 33 of 48 row: 6,others,55%,sementara
sementara pindah keluarkota,batch : 33 of 48 row: 7,lokasi,98%,"pindah, luarkota"
masih 9 tahun,batch : 33 of 48 row: 8,others,90%,9 tahun
permasalahan pribadi yang mengharuskan ybs utk mencari Date baru,batch : 33 of 48 row: 9,alasan_DATE,90%,"pribadi, Date baru"
"sudah pindah ke USA, jadi tdk bisa date lagi di jpcc",batch : 33 of 48 row: 10,lokasi,99%,"pindah, USA"
"muslim, disuruh kembali ke rumah ortunya dan dilarang ke grj, sdh 6 bln tdk hadir",batch : 34 of 48 row: 1,others,86%,"dilarang, tidak hadir, ortu"
DL pindah ke Cibubur,batch : 34 of 48 row: 2,lokasi,98%,"pindah, Cibubur, DL"
DL pindah ke Cibubur,batch : 34 of 48 row: 3,lokasi,98%,"pindah, Cibubur, DL"
pindah date,batch : 34 of 48 row: 4,alasan_DATE,99%,"pindah, date"
pindah date,batch : 34 of 48 row: 5,alasan_DATE,99%,"pindah, date"
DM mendaftar di date lain dan daftar pelayanan tanpa ijin dr date menteng atas 1,batch : 34 of 48 row: 6,alasan_DATE,95%,"date lain, pelayanan, ijin"
DM mengundurkan diri karena mau mencari gereja lain,batch : 34 of 48 row: 7,tertanam_di_gereja_lain,97%,"gereja lain, mengundurkan diri, mencari"
DM mengundurkan diri karena ingin mencari gereja lain,batch : 34 of 48 row: 8,tertanam_di_gereja_lain,97%,"gereja lain, mengundurkan diri, mencari"
pindah bekerja di luar kota,batch : 34 of 48 row: 9,lokasi,99%,"luar kota, bekerja, pindah"
pindah bekerja di luar kota,batch : 34 of 48 row: 10,lokasi,99%,"luar kota, bekerja, pindah"
masi menimbang,batch : 35 of 48 row: 1,others,92%,"menimbang, tidak jelas"
"DM memutuskan keluar dari DATE, tidak bersedia dimuridkan lebih lanjut (background muslim)",batch : 35 of 48 row: 2,alasan_DATE,97%,"keluar DATE, dimuridkan, muslim"
moving abroad,batch : 35 of 48 row: 3,lokasi,99%,"moving, abroad, relokasi"
migrasi ke date lain untuk date offline,batch : 35 of 48 row: 4,alasan_DATE,98%,"migrasi, date lain, offline"
Pindah date,batch : 35 of 48 row: 5,alasan_DATE,99%,"pindah date, DATE"
"?Sama dgn Marlyn 0812 88323256 tidk mau membaur, provoke & meng'kotak²an group. 
?Bawa teman dari DATE Cengkareng-1 (chandra & lily), & paksakan untuk berada di 2-DATE. (Teguran bs pd mrka dr DL yg bersangkutan).
?Egois.
?Lbih mau dilayani drpd melayani.
?NO respect kepada sesama DM.
?Sakit hati krna DM lain tdk diijinkan bergabung di 2-Date. ?Menciptakan ketidaknyamanan DM lain.",batch : 35 of 48 row: 6,alasan_DATE,96%,"tidak mau membaur, 2-DATE, ketidaknyamanan"
No longer feeling comfortable with the group,batch : 35 of 48 row: 7,alasan_DATE,94%,"tidak nyaman, group, keluar"
Ganti akun myjpcc,batch : 35 of 48 row: 8,Admin,98%,"ganti akun, myjpcc, admin"
DL tidak sengaja pencet transfer jadi member.  Ivonne masih masuk probation. DL akan approve lagi u masuk Date,batch : 35 of 48 row: 9,Admin,99%,"salah transfer, probation, approve"
pindah date,batch : 35 of 48 row: 10,alasan_DATE,99%,"pindah date, DATE"
pindah ke luar negeri,batch : 36 of 48 row: 1,lokasi,99%,"luar negeri, pindah"
sudah ada di Date Alsut 1,batch : 36 of 48 row: 2,alasan_DATE,95%,"Date Alsut 1, DATE"
"?Ex DL GPIB, paksakan komsep dgn cara Gereja lama & bukn JPCC. 
?Bawa teman dari DATE Cengkareng-1 (chandra & lily) & paksakan untuk berada di 2-DATE. Mungkin teguran bs pd mrka jg dr DL yg bersangkutan.
?Dominan.
?Egois krna lbih tua & merasa hrus paling dihormati.
?Lbih mau dilayani drpd melayani.
?NO respect kepada sesama DM apalg DL.
?Sudh tdk merasa nyaman di DATE & menciptakan ketidaknyamanan DM lain.",batch : 36 of 48 row: 3,alasan_DATE,97%,"GPIB, DATE, DL"
"absensi di bawah 40%, akan dipertimbangkan masuk kembali setelah ada perbaikan dalam absensi.",batch : 36 of 48 row: 4,tidak_ada_respon,88%,"absensi, 40%"
"absensi di bawah 40%, dan pasangan masih ada di myjpcc",batch : 36 of 48 row: 5,tidak_ada_respon,84%,"absensi, 40%"
Meninggal Dunia,batch : 36 of 48 row: 6,others,99%,"Meninggal, Dunia"
"Valen ingin DATE onsite biar lebih enak dalam sharing dan lain lain, untuk saat ini DK10 masih hybrid dan lebih banyak online.",batch : 36 of 48 row: 7,waktu_tidak_sesuai,90%,"onsite, online"
pindah ke US,batch : 36 of 48 row: 8,lokasi,99%,"pindah, US"
tidak pernah terdaftar jd DM,batch : 36 of 48 row: 9,Admin,96%,"tidak terdaftar, DM"
Ga bisa dikasih tau baik2 atas perilaku nya yang dinilai tidak baik oleh CT & DM yang lain!,batch : 36 of 48 row: 10,alasan_DATE,86%,"perilaku, CT, DM"
Pindah ke Bintaro 9 karena tidak bisa transfer data terpaksa di remove,batch : 37 of 48 row: 1,Admin,96%,"transfer data, remove, Bintaro"
Selalu banyak ketidak cocokan dengan DL dan sempat ribut atau cekcok mulut dengan beberapa DM. Setiap apa yang disampaikan oleh ybs seolah2 harus diikuti dan setiap dikasih tau baik2 selalu merasa paling benar terus.,batch : 37 of 48 row: 2,alasan_DATE,97%,"ketidakcocokan, ribut, DM"
Pindah Gereja,batch : 37 of 48 row: 3,tertanam_di_gereja_lain,99%,"pindah gereja, gereja lain, aktif"
"Akan segera menikah, dan sudah sepakat untuk pindah gereja ke gereja calon istrinya.",batch : 37 of 48 row: 4,perbedaan_musim_kehidupan,98%,"menikah, pindah gereja, calon istri"
pindah ke Dallas,batch : 37 of 48 row: 5,lokasi,99%,"pindah, Dallas, relokasi"
belum 3 bulan. keburu pencet approved.  masih dlm probation,batch : 37 of 48 row: 6,Admin,95%,"probation, approved, salah pencet"
Setelah pindah kerja tidak bisa komit di date karena plg malam terus. dan karena sudah tidak pernah datang lebih baik undur diri sampai bisa komit kembali.,batch : 37 of 48 row: 7,waktu_tidak_sesuai,98%,"pulang malam, komit, pindah kerja"
pindah kerja ke papua,batch : 37 of 48 row: 8,lokasi,98%,"pindah kerja, Papua, relokasi"
salah pencet,batch : 37 of 48 row: 9,Admin,99%,"salah pencet, admin, error"
melanjutkan sekolah S2 di australia,batch : 37 of 48 row: 10,perbedaan_musim_kehidupan,97%,"sekolah S2, Australia, studi"
Dengan berat hati mau menginformasikan member saya ini sudah berpulang ke BAPA disurga ??,batch : 38 of 48 row: 1,others,99%,"berpulang, wafat, meninggal"
Kezia pindah ke daerah Gading dan mau cari date didaerah Gading,batch : 38 of 48 row: 2,lokasi,98%,"pindah, Gading, daerah"
sudah tidak pernah datang date dan sedang pindah kr geteja lain,batch : 38 of 48 row: 3,alasan_DATE,95%,"tidak datang, pindah, date"
"Saat ini menetap di Bali dan sudah beribadah di gereja lokal disana, GMS ?",batch : 38 of 48 row: 4,tertanam_di_gereja_lain,97%,"Bali, gereja lokal, beribadah"
Saat ini menetap di Bali dan sudah beribadah di gereja GMS disana.,batch : 38 of 48 row: 5,tertanam_di_gereja_lain,96%,"Bali, gereja GMS, beribadah"
Belum beribadah di JPCC,batch : 38 of 48 row: 6,others,88%,"belum beribadah, JPCC, status"
"tercatat jadi DM karena menikah dengan DM, namun sebenarnya belum mau ikut DATE",batch : 38 of 48 row: 7,Admin,93%,"tercatat, menikah, belum mau"
"issue dengan istri, sudah difasilitasi namun tetap dirasa perlu ke pindah Date lain.",batch : 38 of 48 row: 8,alasan_DATE,97%,"istri, difasilitasi, pindah"
Rencana akan pindah Date,batch : 38 of 48 row: 9,alasan_DATE,90%,"rencana, pindah, Date"
"pindah ke Date lain karena date kemayoran 18 akan dibubarkan,DL pindah ke Bali",batch : 38 of 48 row: 10,alasan_DATE,98%,"dibubarkan, pindah, Bali"
"Sebaiknya bergabung di DATE umum, bukan DATE married couple karena lebih sesuai dengan musim kehidupannya.",batch : 39 of 48 row: 1,alasan_DATE,98%,"DATE umum, married couple, musim kehidupan"
lokasi dan sudah tidak pernah hadir,batch : 39 of 48 row: 2,lokasi,96%,"lokasi, tidak hadir, pindah"
pindah negara,batch : 39 of 48 row: 3,lokasi,99%,"pindah, negara, relokasi"
mau probation di date lain,batch : 39 of 48 row: 4,Admin,92%,"probation, date lain, administratif"
Pindah ke luar negeri,batch : 39 of 48 row: 5,lokasi,99%,"luar negeri, pindah, relokasi"
pindah ke Bandung,batch : 39 of 48 row: 6,lokasi,99%,"pindah, Bandung, relokasi"
ingin pindah date,batch : 39 of 48 row: 7,alasan_DATE,95%,"pindah date, DATE, ingin"
sudah pindah gereja,batch : 39 of 48 row: 8,tertanam_di_gereja_lain,99%,"pindah gereja, gereja lain, tertanam"
sudah berpindah ke gereja lain,batch : 39 of 48 row: 9,tertanam_di_gereja_lain,99%,"gereja lain, berpindah, aktif"
Tertanam di 2 date,batch : 39 of 48 row: 10,alasan_DATE,97%,"2 date, tertanam, DATE"
"email yg terdaftar, error jd ganti account",batch : 40 of 48 row: 1,Admin,96%,"email terdaftar, error, ganti account"
lagi kuliah di luar negeri sementara,batch : 40 of 48 row: 2,lokasi,98%,"kuliah, luar negeri, sementara"
"bekerja shift, tidak bisa hadit di date",batch : 40 of 48 row: 3,waktu_tidak_sesuai,97%,"shift, tidak bisa, date"
RIP,batch : 40 of 48 row: 4,others,99%,RIP
beliau sudah berpulang ke rumah Bapa,batch : 40 of 48 row: 5,others,99%,"berpulang, rumah Bapa"
Pindah ke Canada,batch : 40 of 48 row: 6,lokasi,99%,"pindah, Canada"
Pindah ke Kanada.,batch : 40 of 48 row: 7,lokasi,99%,"pindah, Kanada"
katolik,batch : 40 of 48 row: 8,others,90%,katolik
katolik,batch : 40 of 48 row: 9,others,90%,katolik
double account,batch : 40 of 48 row: 10,Admin,95%,double account
lebih cocok dgn komunitas teman2 lama seblm multiplikasi,batch : 41 of 48 row: 1,others,86%,"lebih cocok, komunitas lama, multiplikasi"
memilih untuk keluar,batch : 41 of 48 row: 2,others,99%,"memilih, keluar"
dona telah kembali ke rumah Bapa disurga,batch : 41 of 48 row: 3,others,98%,"kembali, rumah Bapa, disurga"
Pindah ke Canada,batch : 41 of 48 row: 4,lokasi,99%,"pindah, Canada"
Ikut ke gereja anaknya,batch : 41 of 48 row: 5,tertanam_di_gereja_lain,95%,"gereja anaknya, ikut, gereja lain"
DATE Setiabudi 7 tutup,batch : 41 of 48 row: 6,alasan_DATE,99%,"DATE, tutup, Setiabudi 7"
DATE Setiabudi 7 akan tutup,batch : 41 of 48 row: 7,alasan_DATE,99%,"DATE, akan tutup, Setiabudi 7"
DATE Setiabudi 7 akan ditutup,batch : 41 of 48 row: 8,alasan_DATE,99%,"DATE, akan ditutup, Setiabudi 7"
sedang menempuh studi di luar negeri,batch : 41 of 48 row: 9,perbedaan_musim_kehidupan,96%,"studi, luar negeri"
pindah DATE,batch : 41 of 48 row: 10,alasan_DATE,99%,"pindah, DATE"
sudah kembali ke kota asal dan memutuskan untuk tertanam di komunitas lokal,batch : 42 of 48 row: 1,lokasi,95%,"kota asal, komunitas lokal, tertanam"
pindah kota,batch : 42 of 48 row: 2,lokasi,99%,"pindah kota, relokasi, lokasi"
keputusan DM,batch : 42 of 48 row: 3,alasan_DATE,72%,"keputusan DM, DATE, keputusan"
keputusan DM,batch : 42 of 48 row: 4,alasan_DATE,72%,"keputusan DM, DATE, keputusan"
Pindah kerja keluar kota,batch : 42 of 48 row: 5,lokasi,96%,"kerja, keluar kota, pindah"
Dyen menikah di Makassar 16 November 2024. Dia & suaminya pindah & tertanam ke GBI Bekasi.,batch : 42 of 48 row: 6,perbedaan_musim_kehidupan,98%,"menikah, pindah, tertanam"
syatem eror,batch : 42 of 48 row: 7,Admin,97%,"system error, error, admin"
daftar ulang,batch : 42 of 48 row: 8,Admin,90%,"daftar ulang, admin, data"
"Mau mencari Date lain krn season sdh berbeda, Leo jg sdh info bahwa akan mencari Date lain",batch : 42 of 48 row: 9,perbedaan_musim_kehidupan,93%,"season berbeda, Date lain, mencari"
Pindah keyakinan,batch : 42 of 48 row: 10,tertanam_di_gereja_lain,94%,"pindah keyakinan, gereja lain, tertanam"
"mau mencari Date yang lebih cocok, lebih sering onsite",batch : 43 of 48 row: 1,alasan_DATE,96%,"lebih cocok, DATE, onsite"
Pindah ke negara lain,batch : 43 of 48 row: 2,lokasi,99%,"Pindah, negara lain"
salah masuk DATE,batch : 43 of 48 row: 3,alasan_DATE,98%,"salah masuk, DATE"
beda lokasi dan lbh ke gereja istri,batch : 43 of 48 row: 4,lokasi,93%,"beda lokasi, gereja istri"
ybs sudah meninggal dunia,batch : 43 of 48 row: 5,others,99%,meninggal dunia
Double,batch : 43 of 48 row: 6,Admin,98%,"Double, registration"
"Yosep dan Putri pada dasarnya adalah pasangan yg baik, sudah bergabung dengan kami kurang lebih 4 tahun dan berjalan seirama.

Dlm perjalanannya mereka memiliki kedekatan dengan salah satu DM (couple) yang baru join date 6 bulan, dan DM yg baru ini punya keinginan utk melayani.

Dlm prosesnya kami melihat ada excess baggage yg membuat overweight kehidupan DM yg baru ini, seperti masih punya beban utang yg cukup besar, masih social smoker & memiliki double standard, serta motivasi utama adalah untuk kemudahan booking ticketing onsite service anak mrk.

Singkat cerita kami memutuskan utk hold mereka dulu sementara waktu (1-2minggu) utk mrk memulai pelayanan, demi menjaga kondusifitas kedua belah pihak ( DM & JPCC).
Akan tetapi hal tsb membuat mereka sangat marah thd kami, termasuk memaki-maki kami didepan DL kami yg terdahulu.
Fnally mrk memutuskan utk keluar dari date. 

Nah hal itulah yg kemudian mempengaruhi judgement Yosep Putri thd kami sbg  DL, dan pada akhirnya membuat mrk juga memutuskan utk pindah date.

Untuk diketahui bersama, keputusan yg kami buat itu tidak berdasarkan keputusan sepihak, akan tetapi sudah dikoordinasikan dengan chain of command kami yaitu DF  dan sudah disetujui.

Demikian hal ini kami sampaikan untuk bisa dipahami bersama perihal kepindahan Yosep Putri  ke date Jagakarsa 1.

Sincerely yours,
DaNa ( Daniel & Christina)",batch : 43 of 48 row: 7,alasan_DATE,97%,"pindah date, konflik"
Pindah date ke Thamrin 2,batch : 43 of 48 row: 8,lokasi,99%,"Pindah date, Thamrin 2"
double registration,batch : 43 of 48 row: 9,Admin,99%,"double, registration"
double,batch : 43 of 48 row: 10,Admin,95%,double
ada alasan pribadi,batch : 44 of 48 row: 1,others,92%,"alasan pribadi, tidak jelas"
